ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Averagec.drinker	Averagec.no_drinker	Medianc.drinker	Medianc.no_drinker
hsa-miR-10523-5p	2.22683186792329	1.58723946912374	0.590801563893375	2.68658643803149	0.00721862679969036	NA	c.no_drinker_vs_c.drinker	NA	1.745390390306	2.90064044127207	0	0.824965019353844
hsa-miR-10524-3p:Novel	3.5790916661097	-0.360394537452124	0.61584137144157	-0.585206766165298	0.558408695878049	0.844068143704947	c.no_drinker_vs_c.drinker	FALSE	4.19217121444736	3.79624137383925	0.872237816077132	0.657773574488056
hsa-miR-10524-5p	2.73913371820416	-0.424322738708674	0.797696810299306	-0.531934856990919	NA	NA	c.no_drinker_vs_c.drinker	NA	3.3189318740056	1.75200938084178	0	0
hsa-miR-10525-3p	0.747250019671818	0.718441411473241	0.613125006492722	1.17176987378637	0.241289460996703	NA	c.no_drinker_vs_c.drinker	NA	0.525060100290233	0.95726264731389	0	0.218819513408343
hsa-miR-10525-5p:Novel	0.513879839404529	0.834388845562906	0.67065544271045	1.24413937832328	0.213448270357391	NA	c.no_drinker_vs_c.drinker	NA	0.492837930604697	0.545210745265223	0	0
hsa-miR-10526-3p	3.90091927855993	0.438097009147981	0.357899494584713	1.22407831186329	0.220922686746897	0.628755388826155	c.no_drinker_vs_c.drinker	FALSE	3.28420709079712	6.42462797273894	1.98624274090477	2.98487118223164
hsa-miR-10526-5p:Novel	3.58864569036608	0.532639585032743	0.372980542918929	1.42806265673895	0.153273824804656	0.556658458294577	c.no_drinker_vs_c.drinker	FALSE	3.04494728598486	5.95500817672853	1.78088913009713	3.10493721705974
hsa-miR-10527-3p:Novel	11.0302400258786	-0.288069385821877	0.432056053416748	-0.66674077019357	0.50493773181559	0.822559198349758	c.no_drinker_vs_c.drinker	FALSE	9.69712327745563	10.2134949175196	4.19816615594939	7.10665849047528
hsa-miR-10527-5p	10.2513220324752	-0.471606814470168	0.465220309654569	-1.01372791488906	0.310712600160396	0.707550492760008	c.no_drinker_vs_c.drinker	FALSE	9.05600015871969	9.25044363824186	2.84878508493307	6.10723709212578
hsa-miR-106a-3p	0.453691759615178	-0.00772378661427348	1.25917565362548	-0.00613400250555576	0.995105804796398	NA	c.no_drinker_vs_c.drinker	NA	0.331849281365372	0.529881962124039	0	0
