ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	light.x	heavy.x	abstemious.y	light.y	heavy.y
hsa-miR-6735-5p	6.64729559331939	-0.0833549214491472	0.201839814410328	-0.412975614809533	0.679624479839758	0.863537098513297	heavy_vs_light	FALSE	7.177	6.118	7.421	4.98	3.748	3.341
hsa-miR-6736-3p	0.199649557009456	-0.567507427203618	0.634513667473262	-0.894397483136221	0.371109258628657	NA	heavy_vs_light	NA	0.307	0.205	0.145	0	0	0
hsa-miR-6736-5p	5.84823469271064	-0.35283984240073	0.268407256265012	-1.31456894016439	0.188654814447226	0.519095133167634	heavy_vs_light	FALSE	10.444	4.978	6.062	1.577	1.197	1.051
hsa-miR-6737-3p	0.138862419278094	-0.334171965750585	1.38293697403347	-0.241639331383222	0.809059642981113	NA	heavy_vs_light	NA	0.062	0.155	0.116	0	0	0
hsa-miR-6737-5p	4.00061615015077	-0.445209605385582	0.265871710612949	-1.67452793062933	0.0940268898602826	0.389941400707931	heavy_vs_light	FALSE	4.631	4.425	2.855	1.468	2.066	1.771
hsa-miR-6738-3p	0.614256845930928	-0.0733879385718754	0.51957649788328	-0.141245685420439	0.887675856071981	NA	heavy_vs_light	NA	1.123	0.591	0.497	0	0	0
hsa-miR-6738-5p	66.0497792305769	-0.0643427198685365	0.252984479611222	-0.254334653127402	0.799237030441377	0.914167260280316	heavy_vs_light	FALSE	74.625	65.806	61.045	57.511	34.903	31.015
hsa-miR-6739-3p	0.094444563626947	-0.430290788046449	1.15058284135023	-0.373976364484538	0.708421900816943	NA	heavy_vs_light	NA	0.102	0.106	0.061	0	0	0
hsa-miR-6739-5p	2.18727472417221	-0.393364481875859	0.284070086401056	-1.38474447225147	0.166130615336676	NA	heavy_vs_light	NA	2.128	2.241	1.955	1.577	1.112	0.937
hsa-miR-6740-3p	29.369014384099	-0.60966764065552	0.856619351477432	-0.711713597882201	0.476642145573806	0.752476494233345	heavy_vs_light	FALSE	13.221	32.633	25.886	0	0	0
hsa-miR-6740-5p	3.15804354979275	0.277562966242192	0.271647877679471	1.02177483812224	0.306887480987475	0.64424844619442	heavy_vs_light	FALSE	4.076	2.589	3.87	2.373	1.07	1.743
hsa-miR-6741-3p	1.89678205078129	-1.35037223128138	0.433376584211452	-3.1159326102919	0.0018336417087292	NA	heavy_vs_light	NA	0.932	2.58	0.797	0.663	0.51	0
hsa-miR-6741-5p	16.746354595404	-0.137988788005305	0.296039964203405	-0.466115405656835	0.641132896634797	0.850443930536157	heavy_vs_light	FALSE	30.131	13.373	18.948	10.779	5.725	6.776
hsa-miR-6742-3p	0.209093798905486	-0.0834603235529539	0.761331609453384	-0.109624140803606	0.912707464449567	NA	heavy_vs_light	NA	0.094	0.225	0.211	0	0	0
hsa-miR-6742-5p	1.45293119954312	0.227608222804866	0.282173387251944	0.806625405115338	0.419882332436685	NA	heavy_vs_light	NA	2.975	1.103	1.664	1.332	0.48	0.545
hsa-miR-6743-3p	18.7187017634988	0.229103123795	0.221425767553719	1.0346723704567	0.300821943527962	0.643475871233478	heavy_vs_light	FALSE	17.014	14.485	26.814	7.96	7.799	10.545
hsa-miR-6743-5p	3.6478885528237	0.770741109274474	0.33147555359892	2.32518235781291	0.0200622112960421	0.223408822086789	heavy_vs_light	FALSE	2.752	2.645	5.73	1.577	1.373	0.701
hsa-miR-6744-3p	0.79551574120644	-0.218547580411531	0.377125869313531	-0.579508323863715	0.562246231729075	NA	heavy_vs_light	NA	0.323	1	0.636	0	0	0
hsa-miR-6744-5p	0.994101922848743	-0.115645264468245	0.489910461201728	-0.236053878467041	0.813390862279884	NA	heavy_vs_light	NA	1.402	1.137	0.531	0	0	0
hsa-miR-6745	4.19381162641686	0.150163456776361	0.255021222171083	0.588827296402898	0.555977132826975	0.799189440334552	heavy_vs_light	FALSE	3.837	3.96	4.505	3.155	2.456	2.726
hsa-miR-6745-5p:Novel	28.6709222483466	0.549163447429861	0.229430575790316	2.39359311869469	0.0166842456182659	0.206582348402694	heavy_vs_light	FALSE	30.241	24.797	34.706	15.913	15.183	16.846
hsa-miR-6746-3p	0.194515926236539	0.0577281141888432	0.578972762062155	0.0997078238762567	0.920576288944599	NA	heavy_vs_light	NA	0.034	0.176	0.264	0	0	0
hsa-miR-6746-5p	29.1817997623411	-0.133070556544593	0.236254764300627	-0.563250256300715	0.57326448552995	0.806193314348787	heavy_vs_light	FALSE	37.816	29.48	25.045	5.032	4.059	4.123
hsa-miR-6747-3p	1.62068298687328	0.0105456362190165	0.325783876244763	0.0323700372792347	0.974176956748261	NA	heavy_vs_light	NA	1.861	1.515	1.66	1.046	0.539	0.797
hsa-miR-6747-5p	5.02825734251784	0.0686203947233101	0.256887880300742	0.267121962480189	0.789375258185531	0.909516177850585	heavy_vs_light	FALSE	11.758	4.305	4.344	3.137	1.765	1.787
hsa-miR-6748-3p	7.12659878410311	-1.15319458183061	0.312333799851024	-3.69218631598841	0.000222334484233828	0.0364552526794072	heavy_vs_light	TRUE	3.574	9.264	3.693	1.582	3.732	1.403
hsa-miR-6748-5p	2.09218931846638	0.0775718447922467	0.26229099828754	0.295747262768078	0.767423100348404	NA	heavy_vs_light	NA	2.549	1.915	2.403	2.383	0.938	1.445
hsa-miR-6749-3p	0.448013547547926	-0.413834767615958	0.481263397135317	-0.859892462379806	0.389848323905463	NA	heavy_vs_light	NA	1.043	0.419	0.332	0	0	0
hsa-miR-6749-5p	11.3808086051647	0.174002484853452	0.2524627897106	0.689220320558577	0.49068463100869	0.760476867989413	heavy_vs_light	FALSE	23.147	8.854	13.024	8.716	5.927	5.794
hsa-miR-675-3p	1.98695751849462	-0.717634875951602	0.489619305535778	-1.46569971371188	0.142730112206142	NA	heavy_vs_light	NA	1.486	2.241	1.456	0	0	0
hsa-miR-675-5p	6.23757871925712	0.0652006646332809	0.275859803961449	0.236354349916063	0.813157716204545	0.917982803525031	heavy_vs_light	FALSE	13.081	4.897	6.742	3.317	2.521	3.061
hsa-miR-6750-3p	0.27335144092147	-0.59923681162854	0.726832162085761	-0.824450048975453	0.409683886923197	NA	heavy_vs_light	NA	0.447	0.319	0.111	0	0	0
hsa-miR-6750-5p	6.27072015272151	0.117962217141139	0.264141876101308	0.44658658022061	0.655173586783717	0.853997941154498	heavy_vs_light	FALSE	10.241	6.267	5.271	4.766	3.512	2.789
hsa-miR-6751-3p	0.596041370939756	-0.185444872071956	0.378714591586275	-0.489669202591866	0.624367998232923	NA	heavy_vs_light	NA	1.86	0.546	0.31	0	0	0
hsa-miR-6751-5p	2.52903702703496	-0.331917639664224	0.262638834098107	-1.26377974835298	0.206309091974122	0.537834684857394	heavy_vs_light	FALSE	5.786	2.411	1.699	3.144	1.454	1.133
hsa-miR-6752-3p	1.6927486021762	1.03451344500475	0.37845086383984	2.73354758530173	0.0062656069032567	NA	heavy_vs_light	NA	1.812	1.321	2.402	0.912	0	0.463
hsa-miR-6752-5p	6.28786080058306	-0.27810058496345	0.204137970940714	-1.36231678840492	0.173097931628112	0.501116186144214	heavy_vs_light	FALSE	10.995	6.079	5.019	4.732	4.702	3.542
hsa-miR-6753-3p	0.609176028326992	0.383141986665053	0.422237758232718	0.907408158542474	0.364190996656706	NA	heavy_vs_light	NA	0.44	0.548	0.758	0	0	0
hsa-miR-6753-5p	0.828361203714018	-0.445401163952253	0.350720102295956	-1.26996188994151	0.204098205573603	NA	heavy_vs_light	NA	1.61	0.8	0.616	0.449	0	0
hsa-miR-6754-3p	0.492761264740079	-0.326310343172174	0.517347005628524	-0.630737859931634	0.528211939830782	NA	heavy_vs_light	NA	0.156	0.569	0.391	0	0	0
hsa-miR-6754-5p	7.89467963748847	0.128916870320591	0.24967677845808	0.516335043718275	0.605620424639304	0.827681247007049	heavy_vs_light	FALSE	7.119	7.274	8.868	3.019	4.347	3.782
hsa-miR-6755-3p	0.0973008596002169	-0.116881208499813	1.23283303880175	-0.0948070053455222	0.924468122478185	NA	heavy_vs_light	NA	0.23	0.09	0.069	0	0	0
hsa-miR-6755-5p	0.911813980966847	-0.38623466031611	0.373105763064473	-1.03518813846188	0.300581057142103	NA	heavy_vs_light	NA	3.136	0.732	0.627	0.228	0	0
hsa-miR-6756-3p	0.361282135647623	-0.00541876321020436	0.491906687378553	-0.0110158356233817	0.991210812591436	NA	heavy_vs_light	NA	0.186	0.332	0.463	0	0	0
hsa-miR-6756-5p	30.8236259623497	0.588827304337305	0.228115642035529	2.58126667282901	0.00984385089109493	0.157153159358719	heavy_vs_light	FALSE	73.695	22.914	33.823	16.187	12.842	21.078
hsa-miR-6757-3p	0.145927677191298	-0.443518481059358	1.06151354170283	-0.417817073108541	0.676080867099863	NA	heavy_vs_light	NA	0.101	0.189	0.11	0	0	0
hsa-miR-6757-5p	54.3641632710807	-0.173996001736666	0.257922026884868	-0.674606988159001	0.49992549199001	0.765917489828756	heavy_vs_light	FALSE	42.118	58.042	46.968	20.211	31.692	30.371
hsa-miR-6758-3p	0.0947584961691816	-0.589897327903061	1.24152610396439	-0.475138884329071	0.634687984693502	NA	heavy_vs_light	NA	0.018	0.108	0.082	0	0	0
hsa-miR-6758-5p	9.54848703570194	0.354867986721364	0.195963158992048	1.8108913356299	0.0701576740548837	0.354935877311397	heavy_vs_light	FALSE	14.875	8.05	10.544	9.124	6.21	7.048
hsa-miR-6759-3p	0.321665923858619	-0.120698009366245	0.485644284202824	-0.248531720216513	0.803723030608381	NA	heavy_vs_light	NA	0.356	0.298	0.339	0	0	0
hsa-miR-6759-5p	1.20308767608517	-0.89222969601913	0.348352336428614	-2.56128523542132	0.0104285696456604	NA	heavy_vs_light	NA	1.875	1.213	0.93	0	0.439	0
hsa-miR-676-3p	1.77662875968502	0.0632314597999045	0.392362563033051	0.161155690571269	0.871970778680398	NA	heavy_vs_light	NA	1.873	1.64	1.927	0.333	0.312	0.457
hsa-miR-676-5p	1.54737347825169	0.343616858183077	0.435826879503529	0.788425116354704	0.430448084291001	NA	heavy_vs_light	NA	2.193	0.779	2.86	0.228	0	0
hsa-miR-6760-3p	0.570570444731795	-0.197341065587124	0.465390392313095	-0.424033389701696	0.671541462577162	NA	heavy_vs_light	NA	0.125	0.586	0.622	0	0	0
hsa-miR-6760-5p	54.7090233785297	0.0607751873949468	0.226763772988049	0.268011008081744	0.788690845392419	0.909516177850585	heavy_vs_light	FALSE	48.607	55.319	52.68	36.483	35.157	25.303
hsa-miR-6761-3p	0.0981704454366506	-0.39010641842093	1.28952812662278	-0.302518735626653	0.762256653173424	NA	heavy_vs_light	NA	0.108	0.104	0.075	0	0	0
hsa-miR-6761-5p	1.18817996493389	-0.489018092002167	0.346191375142944	-1.4125657861934	0.157783434852874	NA	heavy_vs_light	NA	2.326	1.171	0.842	0.44	0.388	0.294
hsa-miR-6762-3p	0.210835261887391	-0.414546755449168	0.649245472211956	-0.638505423898948	0.523144724465053	NA	heavy_vs_light	NA	0.322	0.215	0.156	0	0	0
hsa-miR-6762-5p	8.35853630291419	0.159534301560222	0.268915433235408	0.593250821051115	0.553013305815844	0.797367093600517	heavy_vs_light	FALSE	16.292	7.545	7.3	4.183	3.633	3.574
hsa-miR-6763-3p	0.231829623673726	-0.493962112627736	0.811520206015864	-0.60868738568178	0.542731669780093	NA	heavy_vs_light	NA	0.989	0.177	0.12	0	0	0
hsa-miR-6763-5p	15.545869999418	-0.0524647658182954	0.197860652629122	-0.265160177736993	0.790886070716273	0.909516177850585	heavy_vs_light	FALSE	32.011	14.362	12.391	5.995	3.709	3.837
hsa-miR-6764-3p	0.301958724855526	0.078838876885874	0.526171110364092	0.149835054287416	0.880894752217505	NA	heavy_vs_light	NA	1.232	0.196	0.246	0	0	0
hsa-miR-6764-5p	1.42155688137126	0.293038517062362	0.363739852777761	0.80562664449475	0.420458157658195	NA	heavy_vs_light	NA	4.216	1.005	1.419	0	0	0
hsa-miR-6765-3p	2.61229931416921	0.0442461175373239	0.303751199929848	0.145665655139939	0.884185335344354	0.950979508202164	heavy_vs_light	FALSE	6.138	2.238	2.308	1.99	1.015	0.828
hsa-miR-6765-5p	4.19366919911323	-0.0776172481917306	0.273077452401245	-0.284231625530489	0.776232880799972	0.905186888793244	heavy_vs_light	FALSE	17.105	3.077	2.737	2.653	1.202	0.729
hsa-miR-6766-3p	0.149418981336984	-0.187793128898822	0.810567100715265	-0.231681163389321	0.81678566279549	NA	heavy_vs_light	NA	0.332	0.223	0.112	0	0	0
hsa-miR-6766-5p	2.98624247926597	0.306869721012302	0.24179802514934	1.26911591119395	0.204399726190158	0.537834684857394	heavy_vs_light	FALSE	3.234	2.52	4.041	2.607	1.504	2.041
hsa-miR-6767-3p	0.385933837107211	-0.917325345733567	0.56573696963318	-1.6214696846281	0.104916946439368	NA	heavy_vs_light	NA	0.335	0.469	0.216	0	0	0
hsa-miR-6767-5p	5.02945386826517	-0.712689861174517	0.283973243804182	-2.50970778664614	0.0120831104073779	0.173439024364653	heavy_vs_light	FALSE	6.598	6.158	2.967	2.433	2.874	1.719
hsa-miR-6768-3p	0.101732561352032	-0.460793234777907	1.04100461660548	-0.442642835034169	0.658024096525488	NA	heavy_vs_light	NA	0.101	0.115	0.068	0	0	0
hsa-miR-6768-5p	29.9059802460532	-0.24534518654702	0.229329847317917	-1.0698353895771	0.284693409659419	0.62177592133849	heavy_vs_light	FALSE	33.288	26.492	34.205	21.448	15.418	17.661
hsa-miR-6769a-3p	1.50664547159897	-0.472930106423882	0.374126985562475	-1.26408980018606	0.206197797169299	NA	heavy_vs_light	NA	1.739	1.486	1.381	0.333	0.334	0
hsa-miR-6769a-5p	4.41365846548026	-0.374898357845989	0.331148529936578	-1.1321154223991	0.257585911811649	0.594987176579019	heavy_vs_light	FALSE	3.926	4.493	4.855	2.652	1.427	1.476
hsa-miR-6769b-3p	0.118290011832127	-0.617014839689653	1.09091826213444	-0.565592181473276	0.571671044018253	NA	heavy_vs_light	NA	0.104	0.123	0.104	0	0	0
hsa-miR-6769b-5p	5.32595731934583	-0.0294114671889165	0.282193521649049	-0.104224459218785	0.916991224024929	0.965946856668817	heavy_vs_light	FALSE	2.78	5.154	6.006	1.577	1.018	1.446
hsa-miR-6770-3p	9.05848108071251	-0.390082741421091	0.267494295532289	-1.45828433703553	0.144762185676561	0.466843127601063	heavy_vs_light	FALSE	5.601	10.88	6.36	4.106	5.31	3.653
hsa-miR-6770-5p	2.64416555955733	0.284623185564601	0.352082164556011	0.808399897005639	0.418860411237945	0.718228387100591	heavy_vs_light	FALSE	4.333	1.577	4.257	1.245	0.642	0.588
hsa-miR-6771-3p	1.39068229244974	-0.567350167914596	0.380204347103356	-1.49222430578987	0.135640352528016	NA	heavy_vs_light	NA	0.354	1.634	1.088	0	0.26	0.215
hsa-miR-6771-5p	4.41916169511101	-0.0748926156387254	0.225757950520232	-0.331738552135791	0.740086687197706	0.892082671427854	heavy_vs_light	FALSE	5.605	4.392	3.835	4.183	2.601	2.579
hsa-miR-6772-3p	0.280547688725166	-0.305598379710152	0.617826447778033	-0.494634667727828	0.620858026158986	NA	heavy_vs_light	NA	0.204	0.26	0.326	0	0	0
hsa-miR-6772-5p	49.9930370123068	0.0341245892828802	0.22513688890796	0.151572625207728	0.879524025820898	0.950425367709042	heavy_vs_light	FALSE	229.58	30.632	38.192	21.448	18.922	24.425
hsa-miR-6773-3p	0.12756657866248	-0.243203378650178	1.43206443945354	-0.16982711947165	0.865146098469187	NA	heavy_vs_light	NA	0.132	0.149	0.073	0	0	0
hsa-miR-6773-5p	81.8152298677374	0.35544219877834	0.208067314001738	1.70830387504004	0.0875799726683798	0.378684703365755	heavy_vs_light	FALSE	82.029	77.792	86.569	80.926	53.144	46.353
hsa-miR-6774-3p	0.332018529657626	0.0630375416744551	0.529688715556643	0.119008655127209	0.905268498716832	NA	heavy_vs_light	NA	0.205	0.339	0.347	0	0	0
hsa-miR-6774-5p	8.27350211518179	-0.138160261439304	0.407108833207421	-0.339369353277854	0.73433150267041	0.889680343060725	heavy_vs_light	FALSE	6.191	6.017	13.013	2.246	1.292	1.276
hsa-miR-6775-3p	0.285888210091345	-0.280324639597756	1.1796037525572	-0.237643055127668	0.81215795378439	NA	heavy_vs_light	NA	0.929	0.241	0.201	0	0	0
hsa-miR-6775-5p	1.78937722831856	-0.0687301509804372	0.261499816082788	-0.262830590131957	0.792681156684556	NA	heavy_vs_light	NA	2.313	1.628	1.875	0.666	0.89	0.937
hsa-miR-6776-3p	0.0946814743118563	-0.191028256998567	1.19457316483029	-0.159913400554001	0.872949292253476	NA	heavy_vs_light	NA	0.044	0.106	0.095	0	0	0
hsa-miR-6776-5p	1.27166394918787	0.314310995899237	0.341079271934061	0.92151890121309	0.356779577694665	NA	heavy_vs_light	NA	3.53	0.92	1.293	0	0.33	0.346
hsa-miR-6777-3p	0.0580570093075225	-0.202394590230726	1.66301744198195	-0.121703227591838	0.903134056993765	NA	heavy_vs_light	NA	0.097	0.042	0.076	0	0	0
hsa-miR-6777-5p	319.272278975337	-0.073381294891271	0.221973652229683	-0.330585608490782	0.740957518328669	0.892082671427854	heavy_vs_light	FALSE	541.311	307.757	269.095	221.591	181.877	200.271
hsa-miR-6778-3p	5.14879450419538	-0.268198887249375	0.321565352208519	-0.834041619867872	0.404257531022483	0.709370011887808	heavy_vs_light	FALSE	5.911	4.797	5.347	1.332	1.755	1.594
hsa-miR-6778-5p	16.9856881759305	-0.0220847187975547	0.18974612281024	-0.116390883094044	0.907342760524279	0.960658641462374	heavy_vs_light	FALSE	19.204	16.682	16.506	16.986	11.163	12.504
hsa-miR-6779-3p	1.81682344318397	-0.0680717520234344	0.428850955758415	-0.158730559205706	0.873881160640661	NA	heavy_vs_light	NA	0.926	1.385	2.853	0	0	0.277
hsa-miR-6779-5p	1.48827087004657	-0.259991420206777	0.27523976886215	-0.944599762169507	0.344863248500499	NA	heavy_vs_light	NA	2.27	1.371	1.412	0.791	0.711	0.828
hsa-miR-6780a-3p	0.275552060761939	-0.0690868244631122	0.776840076529447	-0.0889331363692761	0.929135048865149	NA	heavy_vs_light	NA	1.206	0.195	0.168	0	0	0
hsa-miR-6780a-5p	9.26866564133865	0.139766346445912	0.252190261506012	0.554209927105296	0.579435185239416	0.808290367572535	heavy_vs_light	FALSE	7.45	9.234	9.239	3.649	3.42	4.129
hsa-miR-6780b-3p	0.08719821788407	-0.340476514078835	1.45169843994713	-0.234536667333771	0.814568370458782	NA	heavy_vs_light	NA	0.101	0.081	0.09	0	0	0
hsa-miR-6780b-5p	3.73332744739821	0.0812333791195087	0.281259244646379	0.288820298943922	0.772718897476018	0.902255592910509	heavy_vs_light	FALSE	4.306	3.844	3.28	1.825	1.272	1.396
hsa-miR-6781-3p	0.353071773819039	-0.203387159566983	0.60033754227367	-0.338788007154592	0.734769436478461	NA	heavy_vs_light	NA	1.035	0.324	0.201	0	0	0
hsa-miR-6781-5p	10.786250584541	-0.205348648407294	0.202392843751672	-1.01460429430622	0.310294491510725	0.64424844619442	heavy_vs_light	FALSE	19.259	9.773	10.495	6.743	6.791	6.175
hsa-miR-6782-3p	0.339398276163621	-0.915772532561569	0.565843197348635	-1.61842103404723	0.105571892008703	NA	heavy_vs_light	NA	0.137	0.45	0.158	0	0	0
hsa-miR-6782-5p	7.29676910673061	-0.450577659354141	0.222973772640292	-2.02076528561513	0.04330406796961	0.308402268490732	heavy_vs_light	FALSE	9.87	7.271	6.148	6.274	2.744	3.341
hsa-miR-6783-3p	0.881303224614497	-0.142166788701198	0.529064715309685	-0.268713419336577	0.788150224351235	NA	heavy_vs_light	NA	0.434	0.807	1.1	0	0	0
hsa-miR-6783-5p	5.86835571614249	-0.446071577381361	0.325577911633649	-1.37009164762779	0.170658294772223	0.497855478359123	heavy_vs_light	FALSE	3.91	7.239	3.324	1.64	2.274	1.311
hsa-miR-6784-3p	0.386715194551489	-0.0486509764198848	0.699564396290368	-0.0695446719099342	0.944556075661496	NA	heavy_vs_light	NA	0.098	0.385	0.443	0	0	0
hsa-miR-6784-5p	18.8471052197329	-0.245667864832192	0.270356686664874	-0.908680557757814	0.363518769778089	0.686342092047544	heavy_vs_light	FALSE	61.363	15.018	13.816	6.319	3	3.25
hsa-miR-6785-3p	0.233821135556075	-0.379185629438752	0.761318930341166	-0.49806410208246	0.61843886159642	NA	heavy_vs_light	NA	0.142	0.248	0.214	0	0	0
hsa-miR-6785-5p	9.5473422389672	-0.450962957508793	0.20272265244236	-2.22453165482834	0.0261126951856608	0.245909001810778	heavy_vs_light	FALSE	13.772	9.645	7.775	8.199	6.544	5.23
hsa-miR-6786-3p	0.624190587896989	-0.0502076039858782	0.408037262260608	-0.123046615173619	0.902070184834612	NA	heavy_vs_light	NA	1.407	0.575	0.466	0	0	0
hsa-miR-6786-5p	4.2525271275155	0.237959018846167	0.198375720649855	1.19953701020791	0.23031920271945	0.561722742667251	heavy_vs_light	FALSE	5.292	3.32	5.793	5.304	2.522	3.7
hsa-miR-6787-3p	0.247208274031051	-0.166225653856337	0.874789064978907	-0.190017983204151	0.849295038700949	NA	heavy_vs_light	NA	0.202	0.248	0.24	0	0	0
hsa-miR-6787-5p	31.2897643617239	0.208950751467884	0.218954667392196	0.954310560978393	0.339926463775996	0.667861284130902	heavy_vs_light	FALSE	41.282	28.398	33.352	15.913	17.019	18.235
hsa-miR-6788-3p	61.4137762142489	-0.252664148559177	0.260695535889337	-0.969192463143788	0.332449170803915	0.664898341607831	heavy_vs_light	FALSE	46.282	65.281	53.722	20.856	25.694	23.912
hsa-miR-6788-5p	1.77138855236643	-0.0467733166147828	0.246965064732146	-0.189392441661789	0.84978524795066	NA	heavy_vs_light	NA	2.775	1.565	1.801	1.998	0.794	1.013
hsa-miR-6789-3p	1.60264702525953	0.287501336265665	0.382965353935665	0.750724140737708	0.452818691438647	NA	heavy_vs_light	NA	3.169	1.167	1.986	0.734	0	0
hsa-miR-6789-5p	2.65126236450295	0.63399576610109	0.268216495557226	2.36374636386159	0.01809119356221	0.214712759199347	heavy_vs_light	FALSE	2.424	2.117	3.748	2.373	1.389	1.383
hsa-miR-6790-3p	13.944169302819	0.193973056933201	0.244869495514556	0.792148717934816	0.428273966233814	0.723450015661425	heavy_vs_light	FALSE	18.804	12.591	14.604	7.297	5.763	6.631
hsa-miR-6790-5p	43.622414766186	-0.111997784924529	0.201402491990707	-0.556089370183646	0.578149761429191	0.807887040757754	heavy_vs_light	FALSE	95.363	37.101	40.403	35.931	24.281	24.94
hsa-miR-6791-3p	0.823561459679851	-0.360069249875132	0.369997930270043	-0.973165578554279	0.330471015412796	NA	heavy_vs_light	NA	1.499	0.861	0.502	0.228	0	0
hsa-miR-6791-5p	11.8816358833511	-0.154623128866138	0.265033151119578	-0.583410521336536	0.559616976702099	0.800026832593968	heavy_vs_light	FALSE	10.749	10.888	13.433	3.137	2.069	2.058
hsa-miR-6792-3p	0.186345345525662	-0.361596640108273	1.57262002391664	-0.229932618565869	0.818144129348234	NA	heavy_vs_light	NA	0.029	0.216	0.153	0	0	0
hsa-miR-6792-5p	8.15529227921485	0.0802937938547265	0.301404639532476	0.266398665857547	0.789932192607679	0.909516177850585	heavy_vs_light	FALSE	7.311	7.435	9.371	4.866	3.435	2.424
hsa-miR-6793-3p	0.385472527328831	0.0589469582107829	0.602080667655241	0.0979054159641888	0.922007399334104	NA	heavy_vs_light	NA	0.828	0.286	0.444	0	0	0
hsa-miR-6793-5p	16.4741156216378	-0.553672277614777	0.25948350559856	-2.13374748555828	0.0328634567132733	0.271952641792408	heavy_vs_light	FALSE	19.228	18.008	11.47	5.246	8.761	6.657
hsa-miR-6794-3p	0.04553854770398	-0.243968383352838	2.48758476822957	-0.0980743999033534	0.921873215425532	NA	heavy_vs_light	NA	0.018	0.039	0.064	0	0	0
hsa-miR-6794-5p	10.9769148756109	-0.151076576732392	0.219759178036148	-0.687464241914582	0.491790226738571	0.760945755421038	heavy_vs_light	FALSE	10.176	10.361	11.725	6.328	6.812	5.27
hsa-miR-6795-3p	0.0421112734265934	-0.310770079880001	2.52556491396148	-0.123049729651392	0.902067718582314	NA	heavy_vs_light	NA	0	0.045	0.044	0	0	0
hsa-miR-6795-5p	5.34134457607843	0.43660608779918	0.240464912435414	1.81567482497659	0.0694202680625218	0.354771001656627	heavy_vs_light	FALSE	12.716	4.139	5.453	3.804	2.603	3.33
hsa-miR-6796-3p	0.222762874983419	-0.0560432012146746	0.676520436018014	-0.0828403670176526	0.933978471180782	NA	heavy_vs_light	NA	0.058	0.279	0.137	0	0	0
hsa-miR-6796-5p	5.90050983074161	-0.311018477774349	0.241136470752379	-1.28980272790726	0.197119160572115	0.52893421575197	heavy_vs_light	FALSE	6.939	5.462	6.241	4.099	3.997	3.606
hsa-miR-6797-3p	0.466038287956554	0.00950154511273743	0.522842226212849	0.0181728724964715	0.985500943674206	NA	heavy_vs_light	NA	0.505	0.319	0.73	0	0	0
hsa-miR-6797-5p	3.25556746995026	0.0456780622968872	0.219259273952028	0.208328986380212	0.834972100269736	0.926295803888144	heavy_vs_light	FALSE	5.621	2.618	3.722	5.214	1.709	1.914
hsa-miR-6798-3p	0.0286536953482141	-0.399065285654769	3.3847168320407	-0.117902118687478	0.906145214489238	NA	heavy_vs_light	NA	0.075	0.03	0.01	0	0	0
hsa-miR-6798-5p	1.2158482090622	0.272636963282409	0.277810953148367	0.981375860788344	0.326407425527641	NA	heavy_vs_light	NA	2.674	0.99	1.199	1.369	0.484	0.624
hsa-miR-6799-3p	0.30593494210318	-0.386144937457042	0.599798088438615	-0.643791544021503	0.519710617835858	NA	heavy_vs_light	NA	0.326	0.296	0.317	0	0	0
hsa-miR-6799-5p	8.48846965344502	-0.608926240562015	0.269433990826002	-2.26002012105167	0.0238200020752644	0.240274002805011	heavy_vs_light	FALSE	7.676	9.684	5.861	3.838	4.777	2.981
hsa-miR-6800-3p	0.203231119527431	-0.433046639758559	0.784870738810814	-0.551742622504546	0.581124703425085	NA	heavy_vs_light	NA	0.083	0.339	0.116	0	0	0
hsa-miR-6800-5p	7.91677208868741	0.423862870006288	0.240412853515244	1.76306243118325	0.0778899606575863	0.364931149587646	heavy_vs_light	FALSE	12.484	6.65	8.941	3.155	4.657	4.159
hsa-miR-6801-3p	0.829372188578068	-0.114455406070577	0.779248216412689	-0.146879266015492	0.883227317733892	NA	heavy_vs_light	NA	2.629	0.668	0.611	0	0	0
hsa-miR-6801-5p	3.75547242163877	0.106626307881906	0.2847753366491	0.374422550550052	0.708089968170727	0.878538034786789	heavy_vs_light	FALSE	3.87	3.896	3.176	1.825	1.503	2.358
hsa-miR-6802-3p	0.0522983526481561	-0.534758612272661	2.16294914271016	-0.247235869634278	0.804725686823477	NA	heavy_vs_light	NA	0.147	0.057	0.013	0	0	0
hsa-miR-6802-5p	19.5839707911277	-0.16203020463391	0.193208254479991	-0.838629824952377	0.401677068740594	0.706262604296327	heavy_vs_light	FALSE	16.1	21.153	18.221	11.041	14.414	11.511
hsa-miR-6803-3p	0.0798679503492283	-0.583551336640988	1.52722581458769	-0.382098921500048	0.702387991756364	NA	heavy_vs_light	NA	0.157	0.081	0.05	0	0	0
hsa-miR-6803-5p	15.5225740122949	0.568082732845815	0.226180026683601	2.51163969328068	0.0120171713563803	0.173439024364653	heavy_vs_light	FALSE	72.128	7.432	15.924	10.325	5.579	8.368
hsa-miR-6804-3p	0.488763889411833	-0.785506723973508	0.474751607863453	-1.65456358854383	0.0980130545854442	NA	heavy_vs_light	NA	0.269	0.662	0.331	0	0	0
hsa-miR-6804-5p	2.74830115577268	0.131432515538983	0.247868842436211	0.530250249475412	0.59593843546654	0.820666364566136	heavy_vs_light	FALSE	2.638	2.425	3.266	1.383	1.334	2.041
