ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no.x	yes.x	no.y	yes.y
hsa-miR-642b-3p	3.16446927770007	0.35926259535287	0.798497833723169	0.449923068266485	0.652765913464397	NA	yes_vs_no	NA	2.322	3.303	0.26	0
hsa-miR-642b-5p	0.274400963117144	0.755874121547628	1.22901618277362	0.61502373373293	0.538539046693307	NA	yes_vs_no	NA	0.232	0.278	0	0
hsa-miR-643	5.23906196552577	-0.067503698182749	0.522967468966443	-0.129078197380343	0.897295773641576	0.952678781122729	yes_vs_no	FALSE	3.164	6.168	1.437	1.023
hsa-miR-643-5p:Novel	1.37448652148528	0.0904232727746457	0.648982136585592	0.139330911711035	0.889188664096068	NA	yes_vs_no	NA	1.545	1.157	0.114	0
hsa-miR-644a	1.87725450943266	0.775522508180646	0.527053973788828	1.47142901248928	0.141175132132947	NA	yes_vs_no	NA	1.253	2.2	0.419	1.109
hsa-miR-644a-5p:Novel	0.651239322819707	-0.0498044377275595	0.784654016043875	-0.0634731189915616	0.949389764007277	NA	yes_vs_no	NA	0.464	0.708	0	0
hsa-miR-645	363.193525750776	0.0322367466274027	0.429361587005628	0.0750806490450675	0.940150544186693	0.974453487431609	yes_vs_no	FALSE	224.299	454.207	40.229	25.298
hsa-miR-645-5p:Novel	1.10919269792179	0.837060038856885	0.547392353437638	1.52917744210369	0.126220461197595	NA	yes_vs_no	NA	0.908	1.197	0.582	0.393
hsa-miR-646	125.190571946555	0.827735920417882	0.501411703756461	1.65081092885681	0.0987771878417252	0.335949514204242	yes_vs_no	FALSE	166.038	81.177	26.053	29.515
hsa-miR-646-5p:Novel	13.2896581862454	0.417564433543819	0.307139354981214	1.35952761107205	0.173979459196062	0.428664299860778	yes_vs_no	FALSE	10.675	13.843	7.088	10.375
hsa-miR-647	13.7759278426376	0.691273594581287	0.369477712649857	1.87094801909306	0.0613522862923129	0.268282645633633	yes_vs_no	FALSE	9.83	14.797	7.35	8.783
hsa-miR-647-3p:Novel	136.359818703724	0.320896571588471	0.227774633092473	1.40883366699659	0.158884357484477	0.410677818031808	yes_vs_no	FALSE	119.65	142.936	97.392	84.674
hsa-miR-648	2.69602390360851	0.0511929334021625	0.422553742402989	0.121151295716936	0.903571200254239	NA	yes_vs_no	NA	2.671	2.411	2.433	1.577
hsa-miR-648-3p:Novel	2.64050735802011	0.416792704913634	0.388941312189737	1.07160821401844	0.283896042410771	NA	yes_vs_no	NA	2.371	2.672	1.946	1.735
hsa-miR-649	0.447275247981133	0.964228595802373	0.919501488233787	1.0486427788763	0.294342559192813	NA	yes_vs_no	NA	0.282	0.521	0	0
hsa-miR-649-5p:Novel	2.77382107540847	0.540722182483398	0.543727557823942	0.994472644806578	0.319992816713084	NA	yes_vs_no	NA	1.959	3.274	0.998	0.619
hsa-miR-6499-3p	0.267669997187574	1.1801134327414	1.20468998355203	0.979599273550718	0.327283963677205	NA	yes_vs_no	NA	0.175	0.317	0	0
hsa-miR-6499-5p	1.77114394900666	0.766991045234444	0.576073303820871	1.3314122354695	0.183053405625617	NA	yes_vs_no	NA	1.082	2.086	0.478	0.568
hsa-miR-650	21.6073480592716	0.382993563704592	0.325804656547687	1.17553127620364	0.239782231937435	0.493322460789312	yes_vs_no	FALSE	20.514	20.835	11.709	14.686
hsa-miR-650-3p:Novel	22.2901524400753	-0.158178882857885	0.506870854387882	-0.312069398918011	0.754987782125064	0.883870957618428	yes_vs_no	FALSE	26.326	15.862	5.754	6.394
hsa-miR-6500-3p	1.98076032255966	0.44468624799318	0.544312246498766	0.816969029915422	0.413946126876595	NA	yes_vs_no	NA	1.163	2.371	0.827	0.777
hsa-miR-6500-5p	2.57034406755872	0.278740461326398	0.549604989287775	0.507165085396356	0.612038990702931	NA	yes_vs_no	NA	1.366	3.16	0.746	0.638
hsa-miR-6501-3p	4.86219167245905	0.263905566146421	0.478493053368301	0.551534790920549	0.581267123942865	NA	yes_vs_no	NA	4.122	4.945	1.557	2.341
hsa-miR-6501-5p	1.16108740073145	0.69366464296996	0.533382417203096	1.30050151748034	0.193429136510628	NA	yes_vs_no	NA	1.018	1.158	0.517	0.284
hsa-miR-6502-3p	0.42160009085776	0.812908870025478	1.29709999539724	0.626712568738019	0.530847663538129	NA	yes_vs_no	NA	0.38	0.418	0	0
hsa-miR-6502-5p	1.53155411856229	0.475751548806367	0.717746014853468	0.662841087182483	0.507432336004596	NA	yes_vs_no	NA	0.835	1.828	0	0
hsa-miR-6503-3p	1.59422953653805	0.0557524141915308	0.463022994397777	0.120409601393651	0.90415868592848	NA	yes_vs_no	NA	1.703	1.395	0.818	0.867
hsa-miR-6503-5p	3.34368785954187	0.0896748579432436	0.548622472240335	0.163454583945587	0.870160528929447	NA	yes_vs_no	NA	3.004	3.192	0.876	0.687
hsa-miR-6504-3p	0.0609141075888187	0.996292936954275	4.59664088468671	0.21674369652703	0.828408092451334	NA	yes_vs_no	NA	0.017	0.085	0	0
hsa-miR-6504-5p	0.598735195249899	0.83113466525052	0.762301866341523	1.09029598633851	0.275582782660066	NA	yes_vs_no	NA	0.436	0.713	0	0
hsa-miR-6505-3p	9.38169460829036	0.386961693727992	0.385526326494278	1.00372313674858	0.315512081799123	0.563254143183355	yes_vs_no	FALSE	7.457	10.257	2.413	3.339
hsa-miR-6505-5p	5.85568718504663	0.740618641530551	0.496595797131319	1.49139128000856	0.135858796165436	0.381551398781482	yes_vs_no	FALSE	3.349	7.07	0	0.099
hsa-miR-6506-3p	0.214221266899017	1.12144315076055	1.02818675456548	1.09069986146094	0.275404971602016	NA	yes_vs_no	NA	0.21	0.2	0	0
hsa-miR-6506-5p	0.624003868018615	0.981899478597736	0.59842735528637	1.64079978952142	0.100838981989048	NA	yes_vs_no	NA	0.439	0.694	0	0.139
hsa-miR-6507-3p	0.240595006495495	0.0863568935880734	1.32768157798499	0.0650433771319901	0.94813946339738	NA	yes_vs_no	NA	0.247	0.219	0	0
hsa-miR-6507-5p	1.94870158261374	0.40611983452047	0.44397524547386	0.914735311620839	0.360330601844203	NA	yes_vs_no	NA	1.567	2.046	0.712	0.755
hsa-miR-6508-3p	1.28736308810794	0.904009144218098	0.688956587926066	1.31214239047978	0.189472095398912	NA	yes_vs_no	NA	1	1.405	0	0
hsa-miR-6508-5p	0.837355644046537	0.367304873789499	0.861255433429792	0.426476117923314	0.66976094663196	NA	yes_vs_no	NA	0.641	0.872	0	0
hsa-miR-6509-3p	0.66334923437168	2.22107366408173	0.913265074619816	2.43201423749435	0.0150151170837207	NA	yes_vs_no	NA	0.406	0.789	0	0
hsa-miR-6509-5p	37.9038284466646	0.0701470329246923	0.417121307198479	0.16816938313658	0.866450026602928	0.942962863120198	yes_vs_no	FALSE	32.701	37.06	21.373	19.59
hsa-miR-651-3p	2.26150464575598	0.429083376415509	0.503638773963073	0.851966525609423	0.394232671420155	NA	yes_vs_no	NA	1.477	2.572	1.044	1.113
hsa-miR-651-5p	0.693121240202108	0.437337163205824	0.808508467017805	0.540918470302418	0.588563779383812	NA	yes_vs_no	NA	0.492	0.828	0	0
hsa-miR-6510-3p	5.57315680832069	-0.398720929855261	0.48506688794239	-0.821991646444059	0.411081651242855	0.645958430948515	yes_vs_no	FALSE	6.654	4.34	2.772	2.571
hsa-miR-6510-5p	1.93847236030579	0.207830667012129	0.476035159153157	0.43658680039905	0.662411037010258	NA	yes_vs_no	NA	1.456	2.217	0.973	1.013
hsa-miR-6511a-3p	19.6030136312591	0.779630647668039	0.306515257044811	2.54352966043077	0.0109738739666133	0.120808875685085	yes_vs_no	FALSE	16.047	20.993	12.618	15.322
hsa-miR-6511a-5p	5.01798668775726	0.778078745742318	0.374073228609776	2.08001718977326	0.0375239562150569	NA	yes_vs_no	NA	3.067	5.852	2.296	4.466
hsa-miR-6511b-3p	11.4571433977142	0.626278940386474	0.32646962089808	1.91833757353488	0.0550682210691889	0.255949697595405	yes_vs_no	FALSE	8.883	13.035	8.928	7.197
hsa-miR-6511b-5p	17.5952519572329	0.768141515051492	0.323720099174604	2.37285703609395	0.0176510944774975	0.1411234822102	yes_vs_no	FALSE	17.858	16.122	8.978	11.544
hsa-miR-6512-3p	0.18747485660395	1.17203972136561	1.21056863171712	0.968172882278591	0.332958035668759	NA	yes_vs_no	NA	0.157	0.184	0	0
hsa-miR-6512-5p	4.29228240095143	0.597016530109129	0.431927283167943	1.38221537137073	0.166905581741173	NA	yes_vs_no	NA	2.883	4.996	1.97	2.279
hsa-miR-6513-3p	0.669720927155185	0.38688751060843	1.07934970404338	0.358445005505724	0.720010316504109	NA	yes_vs_no	NA	0.584	0.725	0	0
hsa-miR-6513-5p	0.341848006817894	0.365864691759569	1.04079498064173	0.351524266127786	0.725195070876147	NA	yes_vs_no	NA	0.485	0.18	0	0
hsa-miR-6514-3p	0.578742553603445	-0.197600794667494	0.728520151661222	-0.271235866594646	0.786209628992243	NA	yes_vs_no	NA	0.686	0.425	0	0
hsa-miR-6514-5p	3.29240901872919	-0.144824832995351	0.490915766896343	-0.295009536790721	0.767986594456989	NA	yes_vs_no	NA	2.984	3.454	1.985	1.287
hsa-miR-6515-3p	1.95883143088502	-0.106295229646976	0.627516449904915	-0.169390347716116	0.865489615207257	NA	yes_vs_no	NA	1.671	1.922	0.301	0.667
hsa-miR-6515-5p	14.6109363740661	-0.0365835671408577	0.422673010541349	-0.0865528818459509	0.931026920117399	0.971270810263787	yes_vs_no	FALSE	16.841	11.233	5.239	5.894
hsa-miR-6516-3p	0.320959071888099	1.37321592506891	1.04429890177318	1.31496444431497	0.18852185233645	NA	yes_vs_no	NA	0.372	0.255	0	0
hsa-miR-6516-5p	3.32147340487086	1.72126049542539	0.715364993611559	2.40612905411476	0.0161225681271277	NA	yes_vs_no	NA	3.635	8.759	0.418	0.638
hsa-miR-652-3p	2.60838924315407	1.19593727583338	0.64104099781205	1.86561745647355	0.0620949055472829	NA	yes_vs_no	NA	0.922	4.182	0	0
hsa-miR-652-5p	0.731729201468503	0.877280315389028	1.63654998515494	0.536054702481924	0.59192074493071	NA	yes_vs_no	NA	0.306	1.001	0	0
hsa-miR-6529-3p	1.88973198753801	0.440811428563876	0.538711505244772	0.818269935340598	0.413203069253225	NA	yes_vs_no	NA	2.035	1.59	0.922	0.699
hsa-miR-6529-5p	2.42597062282948	1.33488662690005	0.589520189143134	2.26436117283837	0.0235519099791381	NA	yes_vs_no	NA	0.996	3.242	0.3	0.284
hsa-miR-653-3p	0.428807374267568	1.87208881646121	1.0315826115573	1.8147735290294	0.0695587199645544	NA	yes_vs_no	NA	0.276	0.463	0	0
hsa-miR-653-5p	0.578173651730943	0.81615519357798	0.866302070153696	0.942113867317875	0.346134345459675	NA	yes_vs_no	NA	0.325	0.756	0	0
hsa-miR-654-3p	0.664162045064344	1.09556777894093	1.02245884451737	1.07150305835349	0.283943296286775	NA	yes_vs_no	NA	0.689	0.67	0	0
hsa-miR-654-5p	17.8253199997297	0.581678002408699	0.343105180021079	1.69533436473609	0.0900120092848301	0.319273159570709	yes_vs_no	FALSE	16.226	17.886	8.011	10.282
hsa-miR-655-3p	1.77127683189913	0.573388360138068	0.747565986336261	0.767007020942969	0.443077341175122	NA	yes_vs_no	NA	0.819	2.255	0	0.393
hsa-miR-655-5p	46.7227237433794	0.286275051306871	0.282488259758146	1.01340512894931	0.31086669056585	0.559738445710389	yes_vs_no	FALSE	42.053	45.083	31.063	39.817
hsa-miR-656-3p	0.174757641749654	0.732622409773763	1.40488773781828	0.521481104897028	0.6020316649633	NA	yes_vs_no	NA	0.122	0.202	0	0
hsa-miR-656-5p	1.37363269311311	-0.330237671951283	0.778417663846265	-0.424242263876099	NA	NA	yes_vs_no	NA	1.415	1.229	0	0
hsa-miR-657	13.7322335757635	-0.193014721169759	0.425918546339339	-0.453172849195395	0.65042428150438	0.819560716152607	yes_vs_no	FALSE	12.642	13.604	6.951	7.088
hsa-miR-657-5p:Novel	241.726865902193	0.461858523754035	0.290759073203405	1.58845782064704	0.112182851643897	0.359589480515472	yes_vs_no	FALSE	231.833	221.994	148.68	153.205
hsa-miR-658	15.2742549234054	0.622998597299585	0.391576776736692	1.59099986084851	0.111609607084134	0.359153992027148	yes_vs_no	FALSE	12.856	16.371	9.009	5.595
hsa-miR-658-5p:Novel	6.54173600368489	0.669334506154423	0.393558203719237	1.7007255847522	0.0889945285157934	0.319108952249488	yes_vs_no	FALSE	4.11	8.309	2.92	3.155
hsa-miR-659-3p	0.393685484908627	0.367384895048434	0.953864962875927	0.38515398861151	0.700123330374872	NA	yes_vs_no	NA	0.248	0.479	0	0
hsa-miR-659-5p	0.615343353167738	0.834073653208717	0.831210814447192	1.00344417891558	0.315646597267965	NA	yes_vs_no	NA	0.386	0.732	0	0
hsa-miR-660-3p	1.57883104510309	0.442349374971756	0.618702455762943	0.714963017928029	0.474631895370675	NA	yes_vs_no	NA	0.997	1.794	0	0.399
hsa-miR-660-5p	2.97322710265288	-0.223936535404034	0.660452994863672	-0.339065061625254	0.734560717827272	NA	yes_vs_no	NA	2.727	3.049	0.497	0.277
hsa-miR-661	10.2635271126377	0.168875818779601	0.386916645750212	0.436465633191251	0.66249892846218	0.828123660577724	yes_vs_no	FALSE	10.93	8.552	6.153	5.902
hsa-miR-661-5p:Novel	1.58648760722967	0.700838937644089	0.490703415391484	1.42823325793434	0.153224730943648	NA	yes_vs_no	NA	1.044	1.862	0.651	0.851
hsa-miR-662	5.50244333780364	-0.501914485821392	0.419124366415837	-1.19753115313609	0.231099592461127	0.490891151923052	yes_vs_no	FALSE	5.611	5.062	3.578	2.947
hsa-miR-662-5p:Novel	4.79746179538768	-0.639545213787791	0.416778057650012	-1.5344982828363	0.124907115379667	NA	yes_vs_no	NA	4.252	4.602	2.381	2.64
hsa-miR-663a	15.2737522704391	0.262531727806697	0.386758337057032	0.678800435963151	0.497264317524504	0.709973513644201	yes_vs_no	FALSE	17.261	13.677	7.753	5.959
hsa-miR-663a-3p:Novel	25.6172399257798	-0.40303404444546	0.411260824440632	-0.979996198260893	0.327087995269465	0.575729921547235	yes_vs_no	FALSE	23.661	24.842	12.844	15.389
hsa-miR-663b	8.01027635889775	0.271281932507517	0.355603190385988	0.762878230122332	0.445536020453592	0.669431299417021	yes_vs_no	FALSE	6.352	8.705	4.595	5.877
hsa-miR-663b-5p:Novel	16.6688567016408	0.23469950987287	0.425171383875225	0.55201153881454	0.580940447681178	0.770697951204945	yes_vs_no	FALSE	19.209	14.944	7.574	5.553
hsa-miR-664a-3p	0.0966570569898977	1.03894156280737	4.59634696526749	0.226036365543807	0.821173136554471	NA	yes_vs_no	NA	0.016	0.144	0	0
hsa-miR-664a-5p	17.4660864177851	0.856955373339708	0.446773438581985	1.91809830069487	0.0550985479088375	0.255949697595405	yes_vs_no	FALSE	15.105	17.957	5.483	8.286
hsa-miR-664b-3p	0.077629005208471	1.07769396392018	4.12382606048583	0.261333516039038	0.793835322283325	NA	yes_vs_no	NA	0.082	0.066	0	0
hsa-miR-664b-5p	14.4047848444939	0.156718523554822	0.487244907553	0.321642199077832	0.747723770990761	0.881215099056398	yes_vs_no	FALSE	7.256	20.464	4.628	3.353
hsa-miR-665	3.52277230504115	-0.0396347315952836	0.672301674819995	-0.0589537897639412	0.952988914480285	NA	yes_vs_no	NA	5.533	1.902	0.27	0.493
hsa-miR-665-5p:Novel	3.10502017372694	0.785812563182484	0.54056277264542	1.4536934523568	0.146031314305517	NA	yes_vs_no	NA	1.924	4	1.193	0.99
hsa-miR-668-3p	1.02696873605801	-0.196939094464237	0.579514405009021	-0.339834683593708	0.733981026967098	NA	yes_vs_no	NA	1.236	0.779	0.59	0
hsa-miR-668-5p	0.138881861388634	0.430618086732275	1.57452313110225	0.273491115008783	0.784475721298233	NA	yes_vs_no	NA	0.168	0.111	0	0
hsa-miR-670-3p	0.757208801623818	1.04046485943915	0.740291125339464	1.40548066000662	0.159878396340273	NA	yes_vs_no	NA	0.51	0.864	0	0
hsa-miR-670-5p	4.51141214191369	0.295993177065745	0.382557712230999	0.773721631017638	0.439095425428949	NA	yes_vs_no	NA	4.054	4.389	2.817	2.465
hsa-miR-671-3p	11.7137433102827	-0.293866538430593	0.460272892809249	-0.638461536670117	0.523173284302128	0.734706382616745	yes_vs_no	FALSE	10.401	11.332	4.564	4.257
hsa-miR-671-5p	14.8037033031784	-0.324617461168457	0.379992930001664	-0.854272370717622	0.392954092246026	0.633001603184807	yes_vs_no	FALSE	18.569	11.449	6.788	6.811
hsa-miR-6715a-3p	0.631520381657096	0.9381611842871	0.660311911217136	1.42078488718735	0.155379305525789	NA	yes_vs_no	NA	0.568	0.631	0	0
hsa-miR-6715a-5p:Novel	3.39853904609811	0.205387209649372	0.707517478955684	0.29029277121539	0.771592268601958	NA	yes_vs_no	NA	4.365	2.475	0.407	0.277
hsa-miR-6715b-3p	5.48752706011294	-0.0673365654291384	0.501593697892578	-0.134245238152014	0.893208654766505	0.950188499968484	yes_vs_no	FALSE	7.3	3.957	1.262	1.648
hsa-miR-6715b-5p	6.6635927541993	0.122969310811491	0.907688151349021	0.135475284797683	0.892236103965804	0.950188499968484	yes_vs_no	FALSE	7.585	5.512	0	0.297
hsa-miR-6716-3p	0.676183280194537	1.16307345070431	0.693884680843519	1.67617686744492	0.0937035538614557	NA	yes_vs_no	NA	0.461	0.752	0	0
hsa-miR-6716-5p	2.16084972487798	0.0475344029980952	0.426303270503254	0.111503725838135	0.911216911234331	NA	yes_vs_no	NA	2.13	1.954	1.26	1.031
hsa-miR-6717-3p:Novel	84.323440233565	0.708952617920093	0.283417081737191	2.50144632629269	0.0123687189419234	0.124828768614023	yes_vs_no	FALSE	40.076	119.368	30.449	45.628
hsa-miR-6717-5p	69.0027405370581	0.769715273950279	0.315331066968966	2.44097507216449	0.0146476658110387	0.131305861377526	yes_vs_no	FALSE	29.178	101.86	21.808	31.268
hsa-miR-6718-3p:Novel	3.0131435055643	-0.0951437741771766	0.539485791474834	-0.176360111203438	0.860011040087294	NA	yes_vs_no	NA	1.778	3.616	0.596	1.023
hsa-miR-6718-5p	2.26816533310969	0.820601200339108	0.593985046235649	1.38151828154535	0.167119660714137	NA	yes_vs_no	NA	0.837	3.048	0.272	0.289
hsa-miR-6719-3p	0.565618154332418	0.504937170042026	0.75111496145913	0.672250182663284	0.501424438582355	NA	yes_vs_no	NA	0.56	0.515	0	0
hsa-miR-6719-5p:Novel	0.901360454299112	0.380417096198288	0.55210224959607	0.689033773140047	0.490802014474942	NA	yes_vs_no	NA	0.887	0.841	0.493	0
hsa-miR-6720-3p	13.0474077831989	0.380124589741967	0.319589050992471	1.18941681062447	0.234275688923522	0.490891151923052	yes_vs_no	FALSE	10.87	13.194	7.441	7.919
hsa-miR-6720-5p	9.05500441943369	-0.132150627285781	0.395584904734944	-0.334063877827509	0.738331357064624	0.875900294881617	yes_vs_no	FALSE	9.031	8.126	6.358	4.915
hsa-miR-6721-3p:Novel	29.5826107162297	0.615925274637056	0.30822637581317	1.99828867017661	0.0456853731106704	0.2359470915798	yes_vs_no	FALSE	19.295	34.343	12.544	16.248
hsa-miR-6721-5p	0.93894752764294	-0.496904583095367	0.530499413199269	-0.936673200256147	0.348926685788405	NA	yes_vs_no	NA	0.773	1.014	0.362	0
hsa-miR-6722-3p	4.68517719838207	0.577061631270167	0.334296792450977	1.72619553732269	0.0843122406396331	NA	yes_vs_no	NA	3.994	4.776	2.789	3.897
hsa-miR-6722-5p	3.60249740311777	0.299536643250311	0.613977061690229	0.487862921825956	0.625646939138439	NA	yes_vs_no	NA	4.132	2.78	0.814	1.113
hsa-miR-6724-3p:Novel	18.0957300634618	0.533756830043424	0.329279091238711	1.62098610037913	0.105020619704402	0.348679570711706	yes_vs_no	FALSE	17.986	17.277	11.002	12.296
hsa-miR-6724-5p	25.7065408046647	0.803585214182062	0.347514610725471	2.31237821196784	0.0207568499803127	0.153022915692568	yes_vs_no	FALSE	18.785	27.876	12.3	17.681
hsa-miR-6726-3p	1.48433406878307	0.497103043122474	0.550946354178642	0.902271227229668	0.36691280609408	NA	yes_vs_no	NA	1.219	1.568	0.553	0.585
hsa-miR-6726-5p	4.61249829043118	0.498312844910484	0.43897851940625	1.1351645305663	0.256306387850588	NA	yes_vs_no	NA	3.818	4.813	1.738	1.986
hsa-miR-6727-3p	0.405302924289101	0.424092989584363	1.41604678930614	0.299490802695981	0.764565588567742	NA	yes_vs_no	NA	0.136	0.533	0	0
hsa-miR-6727-5p	1.81770504072923	0.871523140547911	0.401751451493399	2.1693092515491	0.0300592133256971	NA	yes_vs_no	NA	1.336	2.053	1.079	0.585
hsa-miR-6728-3p	0.319146586015995	0.933463417414007	1.48860306558635	0.627073421380013	0.530611108497329	NA	yes_vs_no	NA	0.148	0.467	0	0
hsa-miR-6728-5p	308.616058766428	1.05729114724652	0.422712037808059	2.5012089855047	0.0123770117253584	0.124828768614023	yes_vs_no	FALSE	163.549	376.124	88.143	115.661
hsa-miR-6729-3p	0.735454274391797	-0.17557488326808	0.722923470387516	-0.242867869781521	0.808107756645423	NA	yes_vs_no	NA	0.716	0.664	0	0
hsa-miR-6729-5p	4.1727303641342	0.63932190488917	0.381668082625515	1.67507301237044	0.0939199072685513	NA	yes_vs_no	NA	3.952	4.034	2.731	2.554
hsa-miR-6730-3p	0.202831726885741	0.7322861333517	1.63187759586882	0.448738395088896	0.653620383780387	NA	yes_vs_no	NA	0.119	0.229	0	0
hsa-miR-6730-5p	4.57564141588284	0.269860097619901	0.372451051713192	0.724551847494064	0.468727008719236	NA	yes_vs_no	NA	3.697	4.842	2.358	2.755
hsa-miR-6731-3p	0.121705827807888	0.289252425305755	1.91833388955885	0.150783149315197	0.880146779177006	NA	yes_vs_no	NA	0.152	0.096	0	0
hsa-miR-6731-5p	37.2951812599626	-0.130618288862193	0.340596609999506	-0.383498499478261	0.701350182612875	0.864631119036502	yes_vs_no	FALSE	31.968	37.301	20.792	18.553
hsa-miR-6732-3p	0.790567849064718	0.89208441628018	0.803525466971339	1.11021299628827	0.266907253757871	NA	yes_vs_no	NA	0.531	2.127	0	0
hsa-miR-6732-5p	2.65398321112997	0.323042818761718	0.546309357003711	0.591318480308445	0.55430704947996	NA	yes_vs_no	NA	2.677	2.247	1.218	0.755
hsa-miR-6733-3p	1.61225046500038	0.284676277535047	0.585144273838546	0.486506132355309	0.626608358516859	NA	yes_vs_no	NA	1.516	1.526	0.342	0
hsa-miR-6733-5p	0.515535729245069	1.17042949701268	0.777903600184515	1.50459452396808	0.13242835500988	NA	yes_vs_no	NA	0.502	0.512	0	0
hsa-miR-6734-3p	1.44551012936999	0.750359588841908	0.91195474873321	0.822803532614121	0.410619727468675	NA	yes_vs_no	NA	1.134	1.497	0	0
hsa-miR-6734-5p	4.33693018487499	-0.000148082340241862	0.353738022031628	-0.000418621496754515	0.999665988380675	NA	yes_vs_no	NA	4.002	4.257	2.665	2.335
