ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	no.x	yes.x	no.y	yes.y
hsa-miR-193a-3p	1.25740587295101	-0.0231458623727432	0.827371251870912	-0.0279751832329249	0.977681944309637	NA	yes_vs_no	NA	0.875	1.26	0	0
hsa-miR-193a-5p	8.90604476808998	0.894999090848691	0.363771208768488	2.46033514823403	0.0138807324805789	0.129639223225791	yes_vs_no	FALSE	6.136	10.722	4.349	4.388
hsa-miR-193b-3p	0.869448553696572	0.677313247044902	0.967751424215775	0.69988349290601	0.484000067009742	NA	yes_vs_no	NA	0.646	0.947	0	0
hsa-miR-193b-5p	3.86796708930873	0.709990433316722	0.538597529411683	1.31822073913383	0.187429764909457	NA	yes_vs_no	NA	2.803	4.365	1.017	1.234
hsa-miR-194-1-3p:Novel	225.184823140131	1.33860823566545	0.482618900961979	2.7736340889204	0.00554339901785834	0.0927595435654962	yes_vs_no	FALSE	51.428	387.599	17.187	22.139
hsa-miR-194-3p	182.221548171374	1.43617665830397	0.43373393787507	3.31119272183316	0.00092899204493806	0.0546547118949135	yes_vs_no	FALSE	55.815	297.296	18.24	36.822
hsa-miR-194-5p	71.9456418375232	0.479750256965531	0.298807273853333	1.60555079794012	0.108372643441445	0.353564778799109	yes_vs_no	FALSE	52.029	80.232	38.928	45.743
hsa-miR-195-3p	7.03730379771371	0.469188096790645	0.430622127059156	1.08955872749705	0.275907572026861	0.527802332768428	yes_vs_no	FALSE	5.276	7.402	4.65	3.587
hsa-miR-195-5p	3.47422157389196	1.14213572307474	0.461600256546093	2.47429611850897	0.0133498993988279	NA	yes_vs_no	NA	1.967	4.281	1.249	1.677
hsa-miR-196a-1-3p	0.132725349761197	1.90659648814586	2.99351521727296	0.636908901329299	0.524184184355087	NA	yes_vs_no	NA	0.019	0.22	0	0
hsa-miR-196a-3p	12.2868859051077	1.32289809668048	0.480330612407554	2.75414071580768	0.00588464610795876	0.0939724681791218	yes_vs_no	FALSE	4.587	18.469	1.83	3.848
hsa-miR-196a-5p	4.3220151618246	0.569594904393793	0.439033005415511	1.29738515639551	0.194498697240494	NA	yes_vs_no	NA	3.946	4.238	3.156	2.474
hsa-miR-196b-3p	0.341586034283749	0.066606661656179	1.12333597673491	0.0592936245572568	0.952718239048694	NA	yes_vs_no	NA	0.291	0.337	0	0
hsa-miR-196b-5p	6.25055325745597	0.552637062830938	0.558393553078602	0.989690980105471	0.3223251850868	0.570547400964645	yes_vs_no	FALSE	2.448	9.349	0.648	0.909
hsa-miR-197-3p	1.80215243911082	0.935934058311171	0.766911499608319	1.22039382482748	0.222315617155986	NA	yes_vs_no	NA	1.278	2.192	0	0
hsa-miR-197-5p	53.2579873101226	0.346803578332265	0.294150539059156	1.1790003154219	0.238398050234038	0.49208808066401	yes_vs_no	FALSE	37.111	60.164	32.376	40.102
hsa-miR-1972	0.929442157495475	0.342231047279482	0.61647596197884	0.555140943664611	0.578798259374782	NA	yes_vs_no	NA	0.838	0.97	0.301	0
hsa-miR-1972-5p:Novel	1.142707165004	0.0763608461503783	0.582036665993918	0.131195937664821	0.895620309456778	NA	yes_vs_no	NA	0.968	1.211	0.403	0.139
hsa-miR-1973	0.876168861452659	0.492272886381378	0.55495941265971	0.887043043422042	0.375055726865159	NA	yes_vs_no	NA	0.73	0.934	0	0
hsa-miR-1973-5p:Novel	0.347826569726454	0.740899730913935	1.18564138110521	0.624893616839938	0.532040882020209	NA	yes_vs_no	NA	0.338	0.314	0	0
hsa-miR-1976	5.13133512091164	0.0961111620247764	0.363738686886238	0.264231343791142	0.791601660209337	0.90799835697211	yes_vs_no	FALSE	4.299	5.314	2.711	3.897
hsa-miR-1976-5p:Novel	1.61018859707942	0.0134932428042237	0.482095660170436	0.0279887248921789	0.977671143857939	NA	yes_vs_no	NA	1.583	1.512	0.807	0.619
hsa-miR-198	0.598136589234897	0.739255833025349	0.624399968041863	1.18394598152155	0.236434446729038	NA	yes_vs_no	NA	0.54	0.595	0.262	0
hsa-miR-198-3p:Novel	1.67628597799364	0.167418688487931	0.560862378712377	0.298502261592744	0.765319850252893	NA	yes_vs_no	NA	1.752	1.488	0.758	0.585
hsa-miR-199a-3p, hsa-miR-199b-3p	39.7270301340253	0.652384452854256	0.316367457668247	2.06210985688157	0.0391972781355816	0.214814777555262	yes_vs_no	FALSE	29.321	45.722	18.67	24.082
hsa-miR-199a-5p	6.42088220189331	0.618102374056069	0.519668179353744	1.18941739866531	0.234275457639029	0.490891151923052	yes_vs_no	FALSE	2.417	9.948	1.514	1.332
hsa-miR-199b-5p	0.426912333482422	0.274502391223091	1.03898587477776	0.264202235936853	0.791624088237544	NA	yes_vs_no	NA	0.409	0.445	0	0
hsa-miR-19a-3p	2.95953337778599	0.660612439285601	0.455002411570017	1.45188777572873	0.14653281208409	NA	yes_vs_no	NA	2.625	2.997	1.62	1.684
hsa-miR-19a-5p	0.415645355509865	0.677567678271585	0.962340817779503	0.704082863111843	0.481381171555294	NA	yes_vs_no	NA	0.459	0.346	0	0
hsa-miR-19b-3p	4.27544561003795	0.75152751276342	0.471015659904788	1.59554676571759	0.110590020943781	NA	yes_vs_no	NA	3.553	4.325	2.005	2.633
hsa-miR-19b-5p	1.52102947662306	0.534209768476257	0.605899985729202	0.881679783889308	0.377949996352603	NA	yes_vs_no	NA	1.153	1.601	0.288	0.431
hsa-miR-200a-3p	111.877219626195	1.19288867161137	0.459257995621125	2.59742602847457	0.00939253482301964	0.1094367411373	yes_vs_no	FALSE	48.019	172.533	15.574	18.431
hsa-miR-200a-5p	8.07112327619745	1.40312346411069	0.568175754044702	2.46952365376769	0.0135293073773908	0.129612830218515	yes_vs_no	FALSE	3.058	12.695	0.952	1.031
hsa-miR-200b-3p	222.134036780865	1.46009583858265	0.518912124178177	2.81376319910634	0.00489652834794801	0.0908807801313735	yes_vs_no	FALSE	80.492	360.598	14.4	23.706
hsa-miR-200b-5p	6.66481275231888	0.861157506479405	0.58368663351708	1.47537643836452	0.140111366282581	0.383929617215369	yes_vs_no	FALSE	1.774	10.91	0.537	1.078
hsa-miR-200c-3p	245.239607202462	1.67204198716311	0.538219908191555	3.10661490166957	0.00189242748209344	0.0681535437912366	yes_vs_no	FALSE	61.598	420.453	11.372	20.564
hsa-miR-200c-5p	4.20183237074204	0.547600562596804	0.529773046852615	1.03365123207023	0.301299239451776	NA	yes_vs_no	NA	1.595	6.318	1.027	1.17
hsa-miR-202-3p	11.8734521562269	0.0512649916555137	0.400010702363169	0.12815905012704	0.898023106030429	0.952678781122729	yes_vs_no	FALSE	13.31	9.396	6.887	5.631
hsa-miR-202-5p	0.590012740761069	0.0362521936733077	0.72175394074042	0.0502279123493499	0.959940768782572	NA	yes_vs_no	NA	0.635	0.574	0	0
hsa-miR-203a-3p	15.4537899976536	0.71143051512761	0.515295962918693	1.38062505108324	0.167394276733198	0.421001637876079	yes_vs_no	FALSE	13.08	17.083	4.214	4.534
hsa-miR-203a-5p	12.8060472607996	0.0756503708303772	0.338126603067681	0.223733862239863	0.822964395518498	0.925466233311573	yes_vs_no	FALSE	7.669	16.606	5.78	5.605
hsa-miR-203b-3p	1.12143067215857	-0.107983004890882	0.557192402741532	-0.193798415699097	0.846333727584443	NA	yes_vs_no	NA	1.184	1.002	0.619	0.371
hsa-miR-203b-5p	0.94146691397746	0.536952044605767	0.893407531112566	0.601015802874526	0.547829460859431	NA	yes_vs_no	NA	0.675	1.075	0	0
hsa-miR-204-3p	7.21979937576221	0.53074254741974	0.347883106943261	1.52563472277573	0.127100859619409	0.368460846764096	yes_vs_no	FALSE	5.809	7.727	3.369	4.088
hsa-miR-204-5p	1.11193880406993	1.24553256879044	0.766985527194676	1.62393229680108	0.104390258761161	NA	yes_vs_no	NA	0.57	1.531	0	0
hsa-miR-205-3p	1.02700819651255	0.247713461233011	0.505050216783819	0.490472933187636	0.623799278396356	NA	yes_vs_no	NA	1.122	0.88	0.934	0.284
hsa-miR-205-5p	2.73608251982059	0.229356543776766	0.56491487041845	0.406001958501949	0.684741161382216	NA	yes_vs_no	NA	2.448	2.643	1.177	1.078
hsa-miR-2052	0.462586613190514	0.331510941713131	0.808965454237249	0.409796166173379	0.681955478811405	NA	yes_vs_no	NA	0.491	0.397	0	0
hsa-miR-2052-3p:Novel	0.817679648142682	0.887877281556101	0.794939861628125	1.11691125884369	0.264032270178342	NA	yes_vs_no	NA	0.773	0.78	0	0
hsa-miR-2053	7.36328144174258	0.522731605233823	0.386588458660075	1.35216557433097	0.17632235379887	0.429006588398233	yes_vs_no	FALSE	5.046	8.531	4.181	4.191
hsa-miR-2053-5p:Novel	0.246340430144092	1.01170984709039	1.59584509280311	0.633964945377823	0.526103699506584	NA	yes_vs_no	NA	0.404	0.115	0	0
hsa-miR-2054	0.0627277684427128	0.606310693177157	3.48550208576296	0.173952181998032	0.861903042418181	NA	yes_vs_no	NA	0.037	0.068	0	0
hsa-miR-2054-3p:Novel	0.196731188336761	1.74706811517427	1.65177008076203	1.0576944912141	0.290194747544471	NA	yes_vs_no	NA	0.138	0.218	0	0
hsa-miR-206	2.94950733999996	0.756094176732321	0.352523535846909	2.14480481399878	0.0319684561576936	NA	yes_vs_no	NA	2.362	3.163	1.638	2.031
hsa-miR-206-5p:Novel	20.946822840103	-0.233005951350322	0.418850009839689	-0.556299261970898	0.578006291611045	0.770282404802608	yes_vs_no	FALSE	27.289	15.935	7.431	6.137
hsa-miR-208a-3p	0.257839755946685	0.6930700734672	1.00498865661356	0.689629747466593	0.490427055323113	NA	yes_vs_no	NA	0.188	0.279	0	0
hsa-miR-208a-5p	2.07417449724622	-0.0339085482616075	0.718779134722572	-0.0471751983656221	0.962373594345447	NA	yes_vs_no	NA	2.461	1.861	0	0.215
hsa-miR-208b-3p	0.777778413493249	1.11445755951955	0.761358038505623	1.46377591508324	0.143255185234426	NA	yes_vs_no	NA	0.338	1.074	0	0
hsa-miR-208b-5p	0.70331413370504	1.04990340851438	0.666327474212433	1.57565678911156	0.115104920878026	NA	yes_vs_no	NA	0.316	0.944	0	0
hsa-miR-20a-3p	0.0483672960679244	1.2855386461786	4.3357439082881	0.296497826756142	0.766849926395599	NA	yes_vs_no	NA	0.021	0.065	0	0
hsa-miR-20a-5p	13.0544971838988	1.77116843738602	0.985642401632324	1.79696859069048	0.0723406062722426	0.29170603436493	yes_vs_no	FALSE	3.007	22.931	0	0
hsa-miR-20b-3p	0.699734508465425	0.760940565408784	0.907413230512243	0.838582180446307	0.401703813698319	NA	yes_vs_no	NA	0.465	0.796	0	0
hsa-miR-20b-5p	1.82180649496625	1.61105926958373	0.896593368928935	1.79686725935559	0.0723566954575258	NA	yes_vs_no	NA	0.679	2.89	0	0
hsa-miR-21-3p	1.30753983582767	1.16533606153858	0.711312580321854	1.63828968273173	0.10136127888718	NA	yes_vs_no	NA	0.897	1.661	0.262	0
hsa-miR-21-5p	371.937843793324	1.36040155908147	0.502772315451647	2.70580045335115	0.00681399772151439	0.0982938751781674	yes_vs_no	FALSE	164.238	570.412	34.635	53.989
hsa-miR-210-3p	12.1839771807994	0.537955313726502	0.406794221210356	1.32242614490908	0.186026287548426	0.438645659851982	yes_vs_no	FALSE	4.905	18.473	3.637	2.64
hsa-miR-210-5p	0.204715974403127	0.587033961091757	1.13866242000283	0.515546970532583	0.606170855870502	NA	yes_vs_no	NA	0.198	0.189	0	0
hsa-miR-211-3p	5.56248621215706	0.271748425800642	0.486424791494056	0.558664834836987	0.576390482887747	0.770282404802608	yes_vs_no	FALSE	5.323	5.249	1.989	2.335
hsa-miR-211-5p	0.871725607277941	0.170029243168306	0.664043467221371	0.256051375491695	0.797911167311703	NA	yes_vs_no	NA	0.824	0.874	0	0
hsa-miR-2110	182.853533260117	-0.56345132652479	0.496809399489499	-1.13413982727334	0.256735899668155	0.510914675093983	yes_vs_no	FALSE	251.072	113.335	80.477	44.083
hsa-miR-2110-3p:Novel	34.764587255949	0.177429987924046	0.381111240733523	0.465559576732893	0.641530783182779	0.814075968548421	yes_vs_no	FALSE	37.389	28.769	18.249	16.524
hsa-miR-2113	3.6525731113069	0.093626640306192	0.487707280868238	0.191973021480249	0.847763338095815	NA	yes_vs_no	NA	4.177	3.091	1.836	1.479
hsa-miR-2113-5p:Novel	30.93238165516	-1.29576872851906	0.529559120847645	-2.44688209022814	0.0144097971094543	0.131305861377526	yes_vs_no	FALSE	47.227	13.994	7.023	5.826
hsa-miR-2114-3p	1.45399466649774	0.361564870898188	0.606254711444256	0.596391028511509	0.550914032418687	NA	yes_vs_no	NA	1.309	1.512	0.331	0.215
hsa-miR-2114-5p	33.9007092580967	-0.0943673198605487	0.44870060844746	-0.210312440152616	0.83342382657528	0.930557742306029	yes_vs_no	FALSE	40.89	25.501	18.992	13.164
hsa-miR-2115-3p	7.9309838425826	1.34312978786342	0.488099052559193	2.75175659698814	0.00592765607671618	0.0939724681791218	yes_vs_no	FALSE	5.916	8.56	1.816	3.068
hsa-miR-2115-5p	0.746861896284833	1.10394885781018	0.659943037594797	1.67279415786185	0.0943678253674667	NA	yes_vs_no	NA	0.609	0.822	0	0
hsa-miR-2116-3p	0.318098889597908	0.746699502052741	1.06184745045407	0.703207887096622	0.481926204749226	NA	yes_vs_no	NA	0.28	0.314	0	0
hsa-miR-2116-5p	2.19383470013504	0.0726564490197148	0.508872340461758	0.142779324483986	0.886464466436428	NA	yes_vs_no	NA	2.153	1.879	0.922	0.97
hsa-miR-2117	2.23385779358387	1.08212958722628	0.47131594627794	2.29597490976495	0.0216773160076724	NA	yes_vs_no	NA	1.584	2.489	0.889	1.32
hsa-miR-2117-5p:Novel	2.64434851032854	0.970400941273714	0.521913240555362	1.85931466356577	0.0629825497181316	NA	yes_vs_no	NA	1.932	2.925	0.738	1.276
hsa-miR-212-3p	0.206298776676992	0.822823366083849	1.52037414663999	0.541197946506969	0.588371152744149	NA	yes_vs_no	NA	0.118	0.258	0	0
hsa-miR-212-5p	0.912672139095563	0.818673610963866	0.640172523284999	1.27883278520437	0.20095594606642	NA	yes_vs_no	NA	0.454	1.25	0	0
hsa-miR-214-3p	1.16178896179856	1.20098864472004	0.713292464136905	1.68372540732399	0.0922347487620144	NA	yes_vs_no	NA	0.51	1.568	0	0
hsa-miR-214-5p	0.34288416586549	0.668894409943709	0.962067213780858	0.695267856925505	0.486887454025207	NA	yes_vs_no	NA	0.226	0.426	0	0
hsa-miR-215-3p	3.07271848304012	1.15729578958525	0.70338356202199	1.64532674926099	0.0999024464227519	NA	yes_vs_no	NA	0.736	5.176	0	0
hsa-miR-215-5p	580.918810869347	1.97929975676689	0.576921089316334	3.43079806479672	0.000601808414207944	0.0503513039887313	yes_vs_no	FALSE	72.782	1060.901	7.278	15.391
hsa-miR-216a-3p	7.85483549724521	0.208272863881576	0.452677154873444	0.460091395466606	0.645450619988563	0.815750783570641	yes_vs_no	FALSE	7.219	7.68	2.958	3.06
hsa-miR-216a-5p	0.62824741348263	0.928284233025974	0.804315538262967	1.15412942914262	0.24844710965953	NA	yes_vs_no	NA	0.695	0.509	0	0
hsa-miR-216b-3p	0.366430344637219	0.188776883398438	1.01961338156746	0.185145553021509	0.853114873046148	NA	yes_vs_no	NA	0.315	0.389	0	0
hsa-miR-216b-5p	1.33971292742576	0.873010420008298	0.552881997974026	1.57901762619754	0.114332014157726	NA	yes_vs_no	NA	1.108	1.417	0.471	0.421
hsa-miR-217-3p	0.106411040941481	0.375025354188345	3.07431335158362	0.121986704444153	0.902909547944178	NA	yes_vs_no	NA	0.118	0.085	0	0
hsa-miR-217-5p	2.99185230608256	1.04700563685053	0.584392549630842	1.79161359519713	0.0731948838533926	NA	yes_vs_no	NA	1.658	3.95	1.013	0.597
hsa-miR-218-1-3p	0.353150241516381	0.835029115441925	1.04468130625705	0.799314690940267	0.42410796248943	NA	yes_vs_no	NA	0.245	0.433	0	0
hsa-miR-218-2-3p	0.746213958588816	1.38710687292405	0.692857031383348	2.00201024178765	0.0452836300265983	NA	yes_vs_no	NA	0.516	0.824	0	0
hsa-miR-218-5p	7.36756700235148	-0.0807576173675167	0.459952123422671	-0.175578311861178	0.860625242264644	0.938998396566405	yes_vs_no	FALSE	6.866	6.808	3.091	4.232
hsa-miR-219a-1-3p	1.94602834329398	0.466467036956557	0.566862749216613	0.822892380212318	0.410569196227118	NA	yes_vs_no	NA	2.232	1.764	0.713	0.297
hsa-miR-219a-2-3p	1.92405868218076	0.78186827485162	0.518178256876417	1.50887897065525	0.131329714822356	NA	yes_vs_no	NA	1.33	2.284	0.654	0.699
hsa-miR-219a-5p	50.664709801261	0.72493908971117	0.394833047420965	1.83606487462599	0.0663480624628924	0.278484342444582	yes_vs_no	FALSE	40.387	57.608	20.945	17.351
hsa-miR-219b-3p	4.88281169160731	0.28629780490367	0.345713691780849	0.828135569143605	0.407593727716376	NA	yes_vs_no	NA	4.629	4.743	3.77	2.79
hsa-miR-219b-5p	3.389790895562	0.173080287230591	0.485947219061815	0.356170959399141	0.721712538804497	NA	yes_vs_no	NA	2.393	4.088	1.914	0.934
hsa-miR-22-3p	52.3391098351085	1.86027212083881	0.520131789184224	3.57653994530208	0.000348172134207951	0.0410026414965711	yes_vs_no	TRUE	16.428	84.742	4.62	8.962
hsa-miR-22-5p	3.28879837218822	1.0541844801234	0.544511025559009	1.93602044888098	0.0528651965181599	NA	yes_vs_no	NA	1.942	4.527	0.619	0.742
hsa-miR-221-3p	8.24221927653953	0.736027505158027	0.452563451030189	1.62635206948899	0.10387478089075	0.345790053097855	yes_vs_no	FALSE	4.372	11.857	1.561	2.526
hsa-miR-221-5p	12.2181487620902	-0.77326097257237	0.692662871949493	-1.11635978177383	0.264268161563792	0.519572606566149	yes_vs_no	FALSE	19.962	5.691	1.417	0.497
hsa-miR-222-3p	10.9552073100754	0.419834699371239	0.452325608987198	0.928169201631743	0.353319807564717	0.601258851297455	yes_vs_no	FALSE	4.344	17.029	2.445	1.432
hsa-miR-222-5p	7.61902981322257	-0.511870995668018	0.601701131541517	-0.850706387000868	0.394932474337613	0.633001603184807	yes_vs_no	FALSE	10.557	4.733	1.444	1.17
hsa-miR-223-3p	16.2482340886187	0.489369392126221	0.488717549323376	1.00133378227106	0.316665465797732	0.563709446207311	yes_vs_no	FALSE	15.059	15.576	4.641	5.845
hsa-miR-223-5p	3.75290215252538	1.35837352552641	0.660136515552421	2.05771608375531	0.0396173955173001	NA	yes_vs_no	NA	2.537	4.85	0.799	0.099
hsa-miR-224-3p	0.304641404107402	-0.40759429750071	1.28298453445155	-0.317692292117106	0.750718358555484	NA	yes_vs_no	NA	0.336	0.244	0	0
hsa-miR-224-5p	6.39923741786693	1.28999681422779	0.592650617646823	2.17665649172838	0.0295062068152841	0.193875861534982	yes_vs_no	FALSE	1.915	10.501	0.648	0.667
hsa-miR-2276-3p	4.39756682531309	-0.287709471246154	0.542993768422375	-0.529857777340743	0.596210542516365	NA	yes_vs_no	NA	5.291	3.367	1.511	1.32
hsa-miR-2276-5p	1.11576906767373	0.765558333844933	0.610638007629968	1.25370239696715	0.209950196384387	NA	yes_vs_no	NA	0.559	1.441	0	0.371
hsa-miR-2277-3p	8.07481294411828	0.392021986576547	0.554712461868565	0.706712059894976	0.479745433508623	0.695964608843372	yes_vs_no	FALSE	9.446	5.696	1.57	2.584
hsa-miR-2277-5p	5.79838275272001	0.842893222060917	0.442683406033044	1.90405425316078	0.0569031187783312	0.257810159085941	yes_vs_no	FALSE	3.947	6.606	1.734	2.727
hsa-miR-2278	2.17741188724092	-0.66829470712629	0.50975061998814	-1.31102284317347	0.189850046149006	NA	yes_vs_no	NA	1.372	2.507	0.719	0.797
hsa-miR-2278-3p:Novel	125.230877016909	0.0596315415716073	0.341012925853042	0.174865927508288	0.861184983623851	0.938998396566405	yes_vs_no	FALSE	141.551	111.005	63.178	66.662
hsa-miR-2355-3p	0.333518027979814	-0.149224344954313	0.876453119513269	-0.170259357439658	0.864806172594989	NA	yes_vs_no	NA	0.309	0.319	0	0
hsa-miR-2355-5p	0.195261491901795	1.17802528601849	1.36835822157468	0.860904160507645	0.389290830027629	NA	yes_vs_no	NA	0.066	0.268	0	0
hsa-miR-2392	12.1355641188788	0.33241516433963	0.369614865705314	0.899355505372604	0.368463331189222	0.612450426094995	yes_vs_no	FALSE	10.999	11.541	7.741	6.377
hsa-miR-2392-5p:Novel	11.2913845093952	1.10400845131921	0.401704025359512	2.74831314008158	0.00599027685603964	0.0939724681791218	yes_vs_no	FALSE	8.991	12.348	5.787	5.141
hsa-miR-23a-3p	6.85543422726194	1.61157962180995	0.645614656579005	2.49619429389881	0.0125533821384944	0.124828768614023	yes_vs_no	FALSE	3.027	10.366	0.35	0.777
hsa-miR-23a-5p	1.98322812169319	0.698731437886628	0.586039667404771	1.19229375885237	0.233146080859907	NA	yes_vs_no	NA	1.182	2.577	0.668	0.597
hsa-miR-23b-3p	4.76836010017434	0.867575078358915	0.622540767710582	1.39360363747656	0.163437329490283	NA	yes_vs_no	NA	1.813	7.59	0.326	0.504
hsa-miR-23b-5p	1.17579581444962	-0.328506776674364	0.625484884115367	-0.525203382235169	0.599441813963913	NA	yes_vs_no	NA	0.934	1.315	0.43	0
hsa-miR-23c	94.9588348774045	0.68211972959119	0.630439803848526	1.08197440172271	0.279263902577568	0.529342230225652	yes_vs_no	FALSE	78.721	98.379	8.475	11.736
hsa-miR-23c-5p:Novel	6.21956743893707	0.25748747993914	0.550547011712766	0.467693901630833	0.640003502791586	0.813783582576941	yes_vs_no	FALSE	6.668	5.814	2.564	1.972
hsa-miR-24-1-5p	0.540995126952165	1.17657357071697	1.04734999216767	1.12338146705081	0.261275517440354	NA	yes_vs_no	NA	0.125	0.726	0	0
hsa-miR-24-2-5p	1.55022319041317	0.451116822366889	0.529045320059892	0.852699769304866	0.393825818862412	NA	yes_vs_no	NA	1.115	1.737	0.654	0.777
hsa-miR-24-3p	5.56658461781859	0.47955426859255	0.361894989307226	1.32511994573497	0.185131371638175	0.438645659851982	yes_vs_no	FALSE	3.87	6.19	2.88	3.378
hsa-miR-2467-3p	1.46420648294595	1.40263741782246	0.549554641981817	2.55231656812913	0.0107009240430856	NA	yes_vs_no	NA	0.971	1.699	0.54	0.57
hsa-miR-2467-5p	2.38271341415293	0.0525304780248158	0.495608704662818	0.105991838986271	0.915588827257548	NA	yes_vs_no	NA	1.992	2.418	0.979	1.17
hsa-miR-25-3p	49.9879567405694	1.69511670132766	0.576902397690931	2.938307603006	0.00330009416595521	0.0837177681791506	yes_vs_no	FALSE	7.419	90.225	1.423	1.491
hsa-miR-25-5p	2.73317439702648	0.287282700263061	0.445620366181352	0.644680364869471	0.519134343203151	NA	yes_vs_no	NA	2.22	2.883	1.423	0.909
hsa-miR-2681-3p	30.4712042850135	-0.0430948080249388	0.48742160517253	-0.0884138240234237	0.929547774342318	0.971270810263787	yes_vs_no	FALSE	25.361	30.681	14.423	9.937
hsa-miR-2681-5p	18.5535969507923	-0.118198464962927	0.656060335767749	-0.18016401620227	0.857023807053222	0.938431048548633	yes_vs_no	FALSE	11.958	21.489	0	0
hsa-miR-2682-3p	0.845518107137247	0.275223034893409	0.578972258619036	0.475364805128782	0.63452697557793	NA	yes_vs_no	NA	0.652	0.949	0.281	0
hsa-miR-2682-5p	2.8610419062004	0.6605259104994	0.445796562094908	1.48167564907954	0.138426619425205	NA	yes_vs_no	NA	1.812	3.348	1.272	1.648
hsa-miR-26a-1-3p	0.430007728416019	-0.0689011845840747	0.987656543387228	-0.0697622924136906	0.944382860318269	NA	yes_vs_no	NA	0.422	0.398	0	0
hsa-miR-26a-2-3p	1.5943738991591	0.50555986623484	0.501387057803265	1.008322529205	0.313299650806032	NA	yes_vs_no	NA	1.649	1.459	0.818	0.994
hsa-miR-26a-5p	1.92794268905223	0.094470033171402	0.432654702713869	0.218349719947176	0.827156637972227	NA	yes_vs_no	NA	1.96	1.778	1.246	1.196
hsa-miR-26b-3p	0.774150962524319	0.197357066353453	0.590426078404864	0.334262109300195	0.738181780022112	NA	yes_vs_no	NA	0.542	0.907	0	0
hsa-miR-26b-5p	57.7207706267895	1.44972456498637	0.612722564521052	2.36603750038091	0.017979623138238	0.141914635462193	yes_vs_no	FALSE	13.971	99.993	1.434	1.577
hsa-miR-27a-3p	35.6470311356403	1.1449936682519	0.489431375408684	2.33943659066771	0.0193128496729035	0.14759309560968	yes_vs_no	FALSE	10.335	59.005	3.393	5.877
hsa-miR-27a-5p	3.36217183944347	0.697677673370225	0.490497125746337	1.42238891269473	0.154913380007003	NA	yes_vs_no	NA	1.902	4.519	1.06	1.308
hsa-miR-27b-3p	27.7484801140624	1.64164995554111	0.575453370977028	2.8527940548056	0.00433366969448693	0.0837177681791506	yes_vs_no	FALSE	7.387	46.923	1.749	2.341
hsa-miR-27b-5p	3.43492975052571	0.621713078926337	0.390327918629042	1.59279684914673	0.111205772219954	NA	yes_vs_no	NA	3.048	3.296	2.154	2.226
hsa-miR-28-3p	11.6065767334336	0.65926158448676	0.55820401369779	1.18104056636841	0.23758660841628	0.491777061653908	yes_vs_no	FALSE	3.052	19.719	1.027	1.32
hsa-miR-28-5p	3.47706553562438	1.39104974232623	0.649601949574404	2.14138788105176	0.0322427714224849	NA	yes_vs_no	NA	0.939	5.891	0.164	0
hsa-miR-2861	23.1101011802275	0.24769024987724	0.344607856688364	0.718759729559014	0.472288974063456	0.688411919221414	yes_vs_no	FALSE	20.213	23.252	10.597	14.687
hsa-miR-2861-5p:Novel	61.486472667529	0.409759629069039	0.399884169002892	1.02469580151365	0.305506744705384	0.55808527435365	yes_vs_no	FALSE	54.448	65.411	25.431	25.315
hsa-miR-2909	0.852475417053028	0.3128042508136	0.523743804383823	0.597246684725197	0.55034269444647	NA	yes_vs_no	NA	0.824	0.761	0.478	0.248
hsa-miR-2909-3p:Novel	14.7142790405076	-0.405965558525607	0.480349826967611	-0.845145632899292	0.398029532728882	0.634723079510479	yes_vs_no	FALSE	11.013	15.066	5.305	5.605
hsa-miR-296-3p	1.93222185283524	0.181607970022585	0.552965620086339	0.328425427234028	0.742590020095121	NA	yes_vs_no	NA	1.185	2.5	0.546	0.612
hsa-miR-296-5p	0.244954792262906	0.685947493511036	1.63925806328222	0.41844997372628	0.675618155382396	NA	yes_vs_no	NA	0.095	0.37	0	0
hsa-miR-297	0.0645909135351829	0.861677844526309	3.70783009789595	0.23239410161088	0.816231929770221	NA	yes_vs_no	NA	0.032	0.076	0	0
hsa-miR-297-3p:Novel	0.804270202746208	0.497529961608912	0.725234492583265	0.686026335891339	0.492696501238005	NA	yes_vs_no	NA	0.54	0.896	0	0
hsa-miR-298	3.88533521798707	1.23028872053663	0.509600211968024	2.41422332966736	0.015768793697321	NA	yes_vs_no	NA	2.777	4.332	1.342	1.42
hsa-miR-298-3p:Novel	8.4575484521974	0.145889718789805	0.414311925018768	0.352125319065331	0.724744281008776	0.870386672407669	yes_vs_no	FALSE	8.686	7.628	5.191	3.727
hsa-miR-299-3p	0.904975473112972	1.3237433001582	0.542116661605798	2.44180523106809	0.0146140285979615	NA	yes_vs_no	NA	0.7	0.949	0.522	0
hsa-miR-299-5p	0.138404499814602	1.07079363668212	2.29065656575234	0.467461448691866	0.640169767641102	NA	yes_vs_no	NA	0.157	0.114	0	0
hsa-miR-29a-3p	11.5941611779629	0.943175474409894	0.559453139704108	1.68588824956588	0.091817325606143	0.321873585574608	yes_vs_no	FALSE	3.875	18.709	1.013	1.242
hsa-miR-29a-5p	0.206454080528457	0.260009038074277	1.50827798241391	0.172388008779487	0.863132498666418	NA	yes_vs_no	NA	0.179	0.198	0	0
hsa-miR-29b-1-5p	1.63604633815529	-0.166243796472209	0.666603977089517	-0.249389145858462	0.80305978031831	NA	yes_vs_no	NA	1.888	1.215	0.312	0
