ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	never.x	former.x	current.x	never.y	former.y	current.y
hsa-miR-6878-5p	8.0337302305907	0.417876759235766	0.269203266927274	1.55227224396447	0.120597096297897	0.477865005398195	current_vs_former	FALSE	7.562	7.159	10.217	4.59	4.984	6.123
hsa-miR-6879-3p	2.56311626942985	-0.0458915838088156	0.380261219243968	-0.120684365079502	0.903941043330036	NA	current_vs_former	NA	2.623	2.033	3.095	1.332	0.889	1.156
hsa-miR-6879-5p	33.9809558965217	-0.059378124237545	0.25705829162891	-0.230990892615374	0.817321877364489	0.950708480927003	current_vs_former	FALSE	37.585	29.698	28.91	23.669	22.539	19.715
hsa-miR-6880-3p	0.315342041998881	-0.447011171364406	0.749255633112076	-0.596607021168089	0.55076978247535	NA	current_vs_former	NA	0.392	0.279	0.145	0	0	0
hsa-miR-6880-5p	15.2995502614898	0.0459679064462066	0.28560695404679	0.160948134472509	0.872134250635132	0.966618017239044	current_vs_former	FALSE	16.458	13.298	14.382	9.127	6.386	8.826
hsa-miR-6881-3p	0.321274405642295	1.00966282356878	0.784987655959035	1.28621490529715	0.198368070543737	NA	current_vs_former	NA	0.242	0.143	0.805	0	0	0
hsa-miR-6881-5p	2.12201151735137	-0.264060999688126	0.339168713787201	-0.778553530894957	0.436242761618912	NA	current_vs_former	NA	2.133	1.921	2.275	1.031	0.977	1.007
hsa-miR-6882-3p	0.892265219594348	-0.669704457588206	0.46156464329271	-1.45094401687848	0.146795449731236	NA	current_vs_former	NA	0.945	1.051	0.431	0	0.304	0
hsa-miR-6882-5p	4.08170686439633	-0.182733481134889	0.299615426512634	-0.609893433264804	0.541932402794633	0.831550895405112	current_vs_former	FALSE	4.702	3.389	3.243	2.158	2.067	2.037
hsa-miR-6883-3p	0.149225610010833	0.383568339285577	1.09579560661054	0.350036390884987	0.726311387166078	NA	current_vs_former	NA	0.181	0.069	0.183	0	0	0
hsa-miR-6883-5p	6.97940070272064	0.270340073916821	0.35619760167619	0.758960960558573	0.447875910487337	0.783350882638337	current_vs_former	FALSE	6.367	4.911	11.533	2.236	2.948	2.519
hsa-miR-6884-3p	3.6905888910362	0.284921075550312	0.54523578166597	0.522564888679416	0.601277079678615	NA	current_vs_former	NA	4.485	2.816	2.71	0.519	0.621	0.874
hsa-miR-6884-5p	14.4708608279227	-0.019589165354881	0.302773703607127	-0.064699031393755	0.948413634044303	0.986311704152607	current_vs_former	FALSE	13.579	16.474	12.676	7.745	6.707	7.65
hsa-miR-6885-3p	1.13844185200838	-0.000287552461894942	0.619536791355544	-0.000464141058137611	0.999629669028974	NA	current_vs_former	NA	1.731	0.529	0.443	0	0	0
hsa-miR-6885-5p	1.17158591513006	0.249629733519076	0.385163454626192	0.648113756694143	0.516911377016798	NA	current_vs_former	NA	1.042	0.998	1.728	0.144	0.41	0.449
hsa-miR-6886-3p	5.46685449273486	-0.635823291952517	0.335604091985414	-1.8945635858938	0.0581502428647952	0.343243621267154	current_vs_former	FALSE	6.237	4.69	4.271	3.183	2.679	2.36
hsa-miR-6886-5p	2.93792543962809	0.385522562458366	0.367579689005871	1.04881356067584	0.294263934958536	NA	current_vs_former	NA	2.664	2.709	3.856	1.242	0.93	1.511
hsa-miR-6887-3p	2.53548918757529	0.114475145059111	0.375113149864261	0.305174972139835	0.760232893104264	NA	current_vs_former	NA	2.711	2.094	2.608	1.38	0.856	1.275
hsa-miR-6887-5p	5.73792390485507	-0.146871414955058	0.295064190898791	-0.497760892325413	0.618652583371038	0.859670087836805	current_vs_former	FALSE	5.572	6.09	5.236	3.29	2.387	2.988
hsa-miR-6888-3p	0.210935013631219	-0.312305466450901	0.926632155002424	-0.33703283958464	0.736092144465353	NA	current_vs_former	NA	0.192	0.17	0.313	0	0	0
hsa-miR-6888-5p	4.49604900659428	-0.131880580672888	0.443553330902596	-0.29732744967673	0.766216526892977	0.931335389488583	current_vs_former	FALSE	5.301	3.31	3.96	1.466	0.911	0.74
hsa-miR-6889-3p	0.810298389756694	0.099545732766666	0.746011743973454	0.133437219414884	0.893847611748409	NA	current_vs_former	NA	0.928	0.604	0.772	0	0	0
hsa-miR-6889-5p	16.9087701609241	-0.308651896347769	0.368414944683976	-0.83778332231481	0.402152407071393	0.750296104179004	current_vs_former	FALSE	18.446	14.517	15.49	5.742	4.965	5.27
hsa-miR-6890-3p	0.447376570176455	0.184802298107231	0.702261743803167	0.263153019138443	0.7924326401761	NA	current_vs_former	NA	0.549	0.232	0.49	0	0	0
hsa-miR-6890-5p	4.54732812671556	-0.0608123974518689	0.33793176399009	-0.179954665207655	0.857188159009954	0.959633805416242	current_vs_former	FALSE	4.403	4.03	5.47	2.044	2.022	2.358
hsa-miR-6891-3p	0.57123349466697	-0.4134033454759	0.575765432942833	-0.718006538466415	0.472753255281931	NA	current_vs_former	NA	0.773	0.285	0.446	0	0	0
hsa-miR-6891-5p	13.7083094328451	0.0239194975961795	0.29945885596359	0.0798757395877041	0.93633608516908	0.981749198522829	current_vs_former	FALSE	14.605	13.125	11.33	9.185	4.727	6.958
hsa-miR-6892-3p	1.01657967405877	0.192730232951075	0.472922336301196	0.407530408604614	0.68361846483926	NA	current_vs_former	NA	1.214	0.7	0.926	0	0	0
hsa-miR-6892-5p	4.95928193709164	0.580377530918079	0.41637853862171	1.39386994545693	0.163356881492279	0.533384729799433	current_vs_former	FALSE	5.321	3.939	5.301	1.292	2.286	1.511
hsa-miR-6893-3p	0.429607365728998	-0.302903306781274	0.73918858981315	-0.409778114753965	0.681968721826048	NA	current_vs_former	NA	0.446	0.488	0.263	0	0	0
hsa-miR-6893-5p	1.64389230727867	0.259135468351254	0.337138600107248	0.768631857250458	0.44211188799046	NA	current_vs_former	NA	1.601	1.482	1.915	0.431	0.765	0.679
hsa-miR-6894-3p	0.478511355741593	-0.728591669606247	0.658542534767702	-1.10636994748297	0.268566427621236	NA	current_vs_former	NA	0.62	0.414	0.165	0	0	0
hsa-miR-6894-5p	5.41590337753092	-0.109982477080799	0.284202143510402	-0.386986796518561	0.698765982748739	0.905765227285742	current_vs_former	FALSE	5.143	5.1	6.322	3.71	3.532	3.925
hsa-miR-6895-3p	19.0067013089219	0.295559972706545	0.302281515603145	0.977763963227497	0.328191078144105	0.692275054158876	current_vs_former	FALSE	17.645	17.665	23.643	10.428	11.057	10.504
hsa-miR-6895-5p	0.101455480272796	-0.129129499424818	1.44400674677384	-0.0894244432813875	0.928744598358699	NA	current_vs_former	NA	0.095	0.105	0.108	0	0	0
hsa-miR-7-1-3p	0.166005483836246	0.153083384848333	1.30472625325894	0.117329887756885	0.906598641589057	NA	current_vs_former	NA	0.096	0.109	0.438	0	0	0
