miRNA	age	age.p	age.fdr	bmi	bmi.p	bmi.fdr
hsa-miR-4528	-0.108	0.16	0.58025702811245	-0.087	0.271	0.844389036251105
hsa-miR-4528-5p:Novel	-0.095	0.166	0.582073631840796	-0.045	0.522	0.910657425742574
hsa-miR-4529-3p	0.05	0.514	0.817021199819576	0.032	0.683	0.949464299802761
hsa-miR-4529-5p	-0.154	0.046	0.394413625304136	-0.152	0.055	0.723208955223881
hsa-miR-4530	0.013	0.853	0.957620898375279	0.043	0.543	0.917321188878236
hsa-miR-4530-5p:Novel	0.103	0.142	0.557031833150384	0.109	0.129	0.808864429530201
hsa-miR-4531	-0.081	0.267	0.664483050847458	-0.01	0.889	0.987427674929401
hsa-miR-4531-5p:Novel	0.004	0.957	0.990026979472141	-0.076	0.313	0.859043613707165
hsa-miR-4533	-0.063	0.361	0.725293044469783	-0.007	0.926	0.994515994020927
hsa-miR-4533-3p:Novel	0.095	0.17	0.585610948191593	-0.083	0.237	0.844389036251105
hsa-miR-4534	0	0.998	0.998283281294351	0.005	0.942	0.994515994020927
hsa-miR-4534-5p:Novel	0.114	0.099	0.49160773480663	0.051	0.475	0.904292379471229
hsa-miR-4535	-0.157	0.025	0.343161048689139	-0.079	0.272	0.844518061674009
hsa-miR-4535-5p:Novel	-0.013	0.859	0.959477494491659	-0.02	0.792	0.967635734072022
hsa-miR-4536-3p	-0.06	0.433	0.772432323232323	0.033	0.675	0.947162055335968
hsa-miR-4536-5p	-0.105	0.176	0.588447817836812	0.062	0.438	0.897352668213457
hsa-miR-4537	-0.026	0.721	0.90840328923847	-0.106	0.161	0.808864429530201
hsa-miR-4537-3p:Novel	-0.12	0.083	0.462072669826224	-0.059	0.406	0.896943374197315
hsa-miR-4538	-0.053	0.467	0.795796905222437	-0.119	0.113	0.808864429530201
hsa-miR-4538-3p:Novel	0.078	0.26	0.659640028797696	0.068	0.342	0.872848398576512
hsa-miR-4539	0.083	0.245	0.651607547169811	-0.059	0.417	0.896943374197315
hsa-miR-4539-5p:Novel	-0.004	0.952	0.98937492642731	0.029	0.68	0.947162055335968
hsa-miR-454-3p	-0.086	0.227	0.632870253164557	-0.107	0.142	0.808864429530201
hsa-miR-454-5p	0.077	0.337	0.712813883901855	0.058	0.477	0.904292379471229
hsa-miR-4540	-0.05	0.499	0.811105166051661	0.002	0.983	0.99586904078116
hsa-miR-4540-5p:Novel	0.031	0.695	0.898299636363636	-0.056	0.489	0.904292379471229
hsa-miR-455-3p	-0.039	0.617	0.865913181999204	-0.194	0.015	0.549614678899083
hsa-miR-455-5p	0	0.998	0.998283281294351	-0.062	0.405	0.896943374197315
hsa-miR-4632-3p	0.049	0.514	0.817021199819576	-0.025	0.744	0.966612394572791
hsa-miR-4632-5p	0.008	0.908	0.977931540342298	-0.071	0.311	0.859043613707165
hsa-miR-4633-3p	-0.027	0.707	0.899446931407942	-0.006	0.94	0.994515994020927
hsa-miR-4633-5p	-0.095	0.201	0.611701947502117	-0.13	0.089	0.782134663341646
hsa-miR-4634	0.049	0.475	0.798235574630424	0.091	0.197	0.824257627118644
hsa-miR-4634-5p:Novel	0.102	0.139	0.551617117117117	0.098	0.165	0.808864429530201
hsa-miR-4635	-0.049	0.486	0.805016317016317	-0.095	0.187	0.818927070457355
hsa-miR-4635-5p:Novel	-0.189	0.009	0.262115702479339	-0.096	0.193	0.822408706166868
hsa-miR-4636	-0.127	0.087	0.471673846153846	-0.002	0.983	0.99586904078116
hsa-miR-4636-3p:Novel	-0.159	0.027	0.345992727272727	-0.038	0.609	0.933906005221932
hsa-miR-4637	-0.046	0.554	0.835463477146519	0	0.997	0.998132954545455
hsa-miR-4637-5p:Novel	-0.16	0.041	0.380483290488432	-0.11	0.171	0.808864429530201
hsa-miR-4638-3p	-0.079	0.262	0.660907659269864	-0.075	0.299	0.850522928399035
hsa-miR-4639-3p	-0.119	0.149	0.566425026968716	-0.106	0.208	0.826372040586246
hsa-miR-4639-5p	-0.038	0.604	0.859303996770287	0.058	0.439	0.897352668213457
hsa-miR-4640-3p	-0.125	0.117	0.517848069738481	-0.144	0.079	0.761945945945946
hsa-miR-4640-5p	-0.152	0.033	0.365698113207547	-0.043	0.557	0.922991207774179
hsa-miR-4641	0.039	0.578	0.849050437682368	-0.023	0.746	0.966612394572791
hsa-miR-4641-5p:Novel	-0.081	0.269	0.665699438202247	-0.131	0.08	0.761945945945946
hsa-miR-4642	-0.036	0.625	0.868151359873867	-0.012	0.875	0.986900255754476
hsa-miR-4642-3p:Novel	-0.205	0.003	0.160181818181818	-0.097	0.175	0.813588390501319
hsa-miR-4643	-0.156	0.047	0.395293556085919	-0.041	0.606	0.933275741710297
hsa-miR-4643-5p:Novel	-0.016	0.833	0.949382923673997	-0.074	0.345	0.872848398576512
hsa-miR-4644	-0.065	0.348	0.71997904540163	-0.001	0.989	0.997491700057241
hsa-miR-4644-5p:Novel	-0.118	0.09	0.473683899556869	-0.025	0.727	0.96349063670412
hsa-miR-4645-3p	-0.085	0.224	0.6315008	-0.02	0.777	0.967635734072022
hsa-miR-4645-5p	-0.064	0.416	0.759970969414204	-0.085	0.294	0.850522928399035
hsa-miR-4646-3p	0.094	0.253	0.655267935578331	-0.062	0.46	0.900534368070953
hsa-miR-4646-5p	-0.048	0.499	0.811105166051661	0.105	0.146	0.808864429530201
hsa-miR-4647	0.08	0.244	0.650420574886535	-0.104	0.141	0.808864429530201
hsa-miR-4647-3p:Novel	-0.02	0.771	0.931437778539596	-0.045	0.527	0.910754772393539
hsa-miR-4648	-0.144	0.042	0.380483290488432	-0.1	0.168	0.808864429530201
hsa-miR-4648-3p:Novel	-0.135	0.054	0.414588235294118	-0.099	0.17	0.808864429530201
hsa-miR-4649-3p	-0.096	0.205	0.611701947502117	-0.015	0.848	0.978056881333769
hsa-miR-4649-5p	0.033	0.64	0.875188203337214	-0.021	0.77	0.967635734072022
hsa-miR-4650-3p	-0.143	0.041	0.380483290488432	-0.081	0.259	0.844389036251105
hsa-miR-4650-5p	-0.078	0.273	0.666240997229917	-0.049	0.505	0.909532635774788
hsa-miR-4651	0.033	0.649	0.881	-0.007	0.923	0.994515994020927
hsa-miR-4651-3p:Novel	-0.023	0.735	0.917188385269122	0.017	0.806	0.970062841530055
hsa-miR-4652-3p	-0.207	0.009	0.262115702479339	-0.092	0.255	0.844389036251105
hsa-miR-4652-5p	0.119	0.095	0.48378612716763	0.049	0.508	0.909532635774788
hsa-miR-4653-3p	-0.033	0.661	0.884669443392654	-0.083	0.278	0.848538131962297
hsa-miR-4653-5p	-0.055	0.476	0.798773333333333	-0.202	0.01	0.533939393939394
hsa-miR-4654	0.06	0.382	0.741393185505679	0.041	0.566	0.922991207774179
hsa-miR-4654-3p:Novel	-0.029	0.682	0.892781575037147	-0.065	0.36	0.879173462335867
hsa-miR-4655-3p	-0.081	0.266	0.663399858457183	-0.032	0.665	0.945360479041916
hsa-miR-4655-5p	-0.022	0.748	0.924571027709576	-0.049	0.486	0.904292379471229
hsa-miR-4656	-0.089	0.214	0.624801988400994	-0.156	0.034	0.63394708994709
hsa-miR-4656-3p:Novel	-0.114	0.1	0.49160773480663	-0.066	0.356	0.877324061196106
hsa-miR-4657	-0.044	0.569	0.844987779182469	-0.096	0.224	0.844389036251105
hsa-miR-4657-3p:Novel	-0.04	0.597	0.855562423749492	0.012	0.878	0.987259731971921
hsa-miR-4658	-0.074	0.288	0.677511348464619	0.005	0.944	0.994515994020927
hsa-miR-4658-5p:Novel	-0.21	0.005	0.195777777777778	-0.184	0.015	0.549614678899083
hsa-miR-4659a-3p	-0.119	0.135	0.544948453608247	-0.027	0.739	0.96632133580705
hsa-miR-4659a-5p	-0.016	0.828	0.948549983824005	0.031	0.677	0.947162055335968
hsa-miR-4659b-3p	-0.096	0.231	0.637465935787001	-0.067	0.413	0.896943374197315
hsa-miR-4659b-5p	-0.008	0.914	0.979480362537764	0.027	0.708	0.957402916346892
hsa-miR-466	0.107	0.17	0.585610948191593	0.008	0.921	0.994515994020927
hsa-miR-466-5p:Novel	-0.043	0.586	0.851572783505155	0.078	0.334	0.872848398576512
hsa-miR-4660	0.023	0.74	0.920169371912491	-0.141	0.05	0.707630522088353
hsa-miR-4660-3p:Novel	-0.002	0.981	0.994546605293441	0.063	0.379	0.886849933598938
hsa-miR-4661-3p	0.075	0.344	0.717735938425104	-0.028	0.73	0.96349063670412
hsa-miR-4661-5p	-0.044	0.562	0.841328802039082	-0.022	0.778	0.967635734072022
hsa-miR-4662a-3p	0.006	0.941	0.987390838786437	-0.04	0.624	0.939034424139396
hsa-miR-4662a-5p	-0.015	0.849	0.955565633982753	0.05	0.544	0.918130268199234
hsa-miR-4662b	0.008	0.92	0.979480362537764	-0.065	0.419	0.896943374197315
hsa-miR-4662b-5p:Novel	0.06	0.423	0.765614791987673	-0.03	0.697	0.952026356589147
hsa-miR-4663	-0.111	0.119	0.519004950495049	-0.071	0.327	0.87167019667171
hsa-miR-4663-3p:Novel	-0.09	0.202	0.611701947502117	-0.101	0.163	0.808864429530201
hsa-miR-4664-3p	-0.048	0.49	0.805016317016317	-0.074	0.298	0.850522928399035
hsa-miR-4664-5p	0.041	0.574	0.84741348973607	-0.013	0.866	0.98481390856407
hsa-miR-4665-3p	-0.068	0.38	0.741393185505679	-0.007	0.925	0.994515994020927
hsa-miR-4665-5p	0.109	0.114	0.513728900255754	-0.051	0.469	0.902652102676133
hsa-miR-4666a-3p	0.023	0.761	0.928136693130825	0.013	0.868	0.98481390856407
hsa-miR-4666a-5p	0.026	0.709	0.900690699351117	-0.043	0.549	0.919739007092199
hsa-miR-4666b	0.036	0.633	0.8713640625	-0.024	0.757	0.967635734072022
hsa-miR-4666b-3p:Novel	-0.011	0.875	0.963894967177243	-0.169	0.018	0.561345132743363
hsa-miR-4667-3p	-0.015	0.837	0.950686816720257	-0.028	0.699	0.952542923433875
hsa-miR-4667-5p	-0.237	0.001	0.100685714285714	-0.091	0.207	0.824257627118644
hsa-miR-4668-3p	-0.148	0.066	0.429914972273567	0.101	0.22	0.839956663055255
hsa-miR-4668-5p	0.048	0.51	0.816185286103542	0.011	0.879	0.987427674929401
hsa-miR-4669	-0.063	0.376	0.74023687150838	-0.085	0.245	0.844389036251105
hsa-miR-4669-5p:Novel	-0.075	0.28	0.672152588555858	-0.083	0.245	0.844389036251105
hsa-miR-4670-3p	-0.069	0.322	0.699585696670777	-0.06	0.401	0.896943374197315
hsa-miR-4670-5p	0.023	0.769	0.930936447956029	-0.111	0.162	0.808864429530201
hsa-miR-4671-3p	-0.067	0.393	0.74338808373591	-0.047	0.558	0.922991207774179
hsa-miR-4671-5p	-0.03	0.675	0.889233644859813	-0.111	0.133	0.808864429530201
hsa-miR-4672	-0.151	0.031	0.360541254125413	-0.112	0.116	0.808864429530201
hsa-miR-4672-5p:Novel	0.013	0.854	0.95843821656051	0.016	0.832	0.975121433311214
hsa-miR-4673	-0.007	0.923	0.980896260554886	-0.034	0.649	0.940023016851623
hsa-miR-4673-3p:Novel	0.027	0.701	0.898299636363636	0.007	0.918	0.994515994020927
hsa-miR-4674	-0.011	0.873	0.963197244834064	-0.122	0.083	0.766880829015544
hsa-miR-4674-5p:Novel	-0.113	0.102	0.493747252747253	-0.124	0.079	0.761945945945946
hsa-miR-4675	-0.048	0.483	0.804011336797355	-0.015	0.829	0.975121433311214
hsa-miR-4675-5p:Novel	0.002	0.976	0.992905311778291	-0.075	0.303	0.853534772182254
hsa-miR-4676-3p	-0.101	0.208	0.615959663865546	-0.026	0.75	0.967635734072022
hsa-miR-4676-5p	-0.116	0.107	0.504751642575558	-0.105	0.153	0.808864429530201
hsa-miR-4677-3p	-0.107	0.137	0.547378684807256	0.021	0.774	0.967635734072022
hsa-miR-4677-5p	-0.091	0.248	0.653076352853966	-0.083	0.301	0.851987148594378
hsa-miR-4678	-0.071	0.362	0.726060330108139	-0.003	0.969	0.99586904078116
hsa-miR-4678-3p:Novel	-0.139	0.063	0.424497131931166	-0.112	0.146	0.808864429530201
hsa-miR-4679	-0.132	0.091	0.473683899556869	-0.063	0.436	0.896943374197315
hsa-miR-4679-3p:Novel	0.041	0.585	0.851572783505155	-0.04	0.606	0.933275741710297
hsa-miR-4680-3p	0.127	0.104	0.498634013605442	0.031	0.702	0.954048592364057
hsa-miR-4680-5p	-0.071	0.379	0.741393185505679	0.033	0.693	0.950245914396887
hsa-miR-4681	-0.107	0.151	0.56972591006424	-0.084	0.272	0.844518061674009
hsa-miR-4681-3p:Novel	-0.087	0.228	0.634654028436019	-0.022	0.77	0.967635734072022
hsa-miR-4682	-0.058	0.401	0.75166170212766	-0.103	0.147	0.808864429530201
hsa-miR-4682-3p:Novel	-0.092	0.183	0.595468144044321	-0.189	0.007	0.533939393939394
hsa-miR-4683	-0.016	0.811	0.944469266358229	-0.007	0.926	0.994515994020927
hsa-miR-4683-5p:Novel	0.05	0.473	0.797918621349928	0.025	0.728	0.96349063670412
hsa-miR-4684-3p	-0.05	0.473	0.797918621349928	0.034	0.63	0.939047539616347
hsa-miR-4684-5p	-0.116	0.158	0.579991666666667	-0.003	0.967	0.99586904078116
hsa-miR-4685-3p	-0.144	0.075	0.449489795918367	-0.063	0.446	0.898352279122116
hsa-miR-4685-5p	0.094	0.176	0.588447817836812	0.051	0.469	0.902652102676133
hsa-miR-4686	-0.058	0.422	0.765377251672671	-0.202	0.006	0.515707317073171
hsa-miR-4686-3p:Novel	-0.197	0.006	0.217979381443299	-0.082	0.266	0.844389036251105
hsa-miR-4687-3p	-0.071	0.306	0.687281070745698	-0.016	0.819	0.974723404255319
hsa-miR-4687-5p	-0.092	0.217	0.626105949470253	-0.017	0.82	0.974799191374663
hsa-miR-4688	-0.14	0.047	0.395293556085919	-0.026	0.715	0.958045627376426
hsa-miR-4688-5p:Novel	0.052	0.463	0.793199805542051	-0.016	0.827	0.975121433311214
hsa-miR-4689	-0.117	0.101	0.49160773480663	-0.082	0.263	0.844389036251105
hsa-miR-4689-3p:Novel	0.098	0.155	0.575574288724974	0.078	0.27	0.844389036251105
hsa-miR-4690-3p	0.083	0.239	0.644897396630934	0.086	0.23	0.844389036251105
hsa-miR-4690-5p	-0.01	0.882	0.966470149253731	-0.006	0.937	0.994515994020927
hsa-miR-4691-3p	0.01	0.899	0.974792615384615	-0.053	0.489	0.904292379471229
hsa-miR-4691-5p	-0.09	0.255	0.655448577680525	-0.063	0.44	0.897718228867165
hsa-miR-4692	-0.076	0.282	0.6743015551048	-0.166	0.023	0.591440559440559
hsa-miR-4692-5p:Novel	-0.159	0.026	0.343161048689139	-0.083	0.257	0.844389036251105
hsa-miR-4693-3p	0.018	0.795	0.940127516778524	0.097	0.168	0.808864429530201
hsa-miR-4693-5p	-0.032	0.684	0.895067211288526	-0.078	0.33	0.872848398576512
hsa-miR-4694-3p	-0.012	0.869	0.960889865076875	-0.039	0.597	0.932686369651522
hsa-miR-4694-5p	0.036	0.662	0.884669443392654	0.005	0.956	0.995550827423168
hsa-miR-4695-3p	-0.006	0.943	0.987851367419738	0.018	0.824	0.975075889858966
hsa-miR-4695-5p	0.027	0.696	0.898299636363636	-0.038	0.593	0.932083853702052
hsa-miR-4696	-0.112	0.138	0.550126696832579	-0.056	0.47	0.903048966267682
hsa-miR-4696-3p:Novel	-0.106	0.146	0.56291466083151	-0.06	0.426	0.896943374197315
hsa-miR-4697-3p	0.015	0.853	0.957620898375279	-0.051	0.54	0.917019721019721
hsa-miR-4697-5p	0.005	0.941	0.987390838786437	0.013	0.861	0.982566062176166
hsa-miR-4698	-0.023	0.742	0.921031349066573	0	1	1
hsa-miR-4698-5p:Novel	-0.049	0.483	0.804011336797355	-0.034	0.636	0.939047539616347
hsa-miR-4699-3p	-0.095	0.229	0.634929976396538	0.064	0.429	0.896943374197315
hsa-miR-4699-5p	-0.026	0.727	0.913024946543122	0.024	0.76	0.967635734072022
hsa-miR-4700-3p	-0.031	0.682	0.892781575037147	-0.124	0.112	0.808864429530201
hsa-miR-4700-5p	-0.072	0.294	0.681615789473684	-0.051	0.473	0.904292379471229
hsa-miR-4701-3p	-0.129	0.063	0.424497131931166	-0.112	0.117	0.808864429530201
hsa-miR-4701-5p	0.056	0.429	0.770931157572667	-0.043	0.551	0.919739007092199
hsa-miR-4703-3p	-0.097	0.225	0.631792828685259	0	0.996	0.998132954545455
hsa-miR-4703-5p	-0.19	0.014	0.29192899408284	-0.055	0.494	0.904292379471229
hsa-miR-4704-3p	-0.105	0.198	0.60832781168265	0.036	0.669	0.945360479041916
hsa-miR-4704-5p	-0.009	0.913	0.979480362537764	-0.017	0.839	0.977077329808328
hsa-miR-4705	-0.073	0.348	0.71997904540163	-0.022	0.784	0.967635734072022
hsa-miR-4705-3p:Novel	-0.216	0.004	0.183064935064935	-0.171	0.026	0.606781456953642
hsa-miR-4706	-0.052	0.453	0.784843657817109	-0.069	0.331	0.872848398576512
hsa-miR-4706-3p:Novel	-0.073	0.289	0.678957333333333	-0.058	0.416	0.896943374197315
hsa-miR-4707-3p	-0.229	0.003	0.160181818181818	-0.087	0.279	0.848538131962297
hsa-miR-4707-5p	-0.035	0.617	0.865913181999204	-0.024	0.742	0.966530823181986
hsa-miR-4708-3p	-0.032	0.67	0.887290492296129	-0.031	0.689	0.950245914396887
hsa-miR-4708-5p	-0.134	0.063	0.424497131931166	-0.024	0.746	0.966612394572791
hsa-miR-4709-3p	-0.004	0.954	0.98937492642731	-0.017	0.814	0.97271481858257
hsa-miR-4709-5p	-0.024	0.762	0.928136693130825	0.038	0.643	0.939830775611779
hsa-miR-4710	-0.04	0.577	0.849050437682368	-0.101	0.172	0.809630810092961
hsa-miR-4710-3p:Novel	-0.105	0.129	0.53356338028169	-0.048	0.498	0.905547987616099
hsa-miR-4711-3p	-0.093	0.228	0.634654028436019	-0.056	0.478	0.904292379471229
hsa-miR-4711-5p	-0.137	0.074	0.447300171526587	-0.045	0.57	0.924381040036815
hsa-miR-4712-3p	-0.098	0.171	0.585620991253644	-0.079	0.284	0.848696666666667
hsa-miR-4712-5p	-0.142	0.058	0.422297520661157	0.027	0.72	0.96
hsa-miR-4713-3p	-0.018	0.795	0.940127516778524	0.023	0.747	0.966612394572791
hsa-miR-4713-5p	0.049	0.546	0.83222491349481	-0.029	0.731	0.963964125560538
hsa-miR-4714-3p	-0.069	0.371	0.735736634777715	0.036	0.649	0.940023016851623
hsa-miR-4714-5p	-0.118	0.095	0.48378612716763	0.007	0.928	0.994515994020927
hsa-miR-4715-3p	0.024	0.754	0.927368421052632	-0.083	0.284	0.848696666666667
hsa-miR-4715-5p	-0.059	0.41	0.757770354906054	0.067	0.366	0.879212981744422
hsa-miR-4716-3p	0.078	0.261	0.660907659269864	0.071	0.316	0.859910424710425
hsa-miR-4716-5p	-0.077	0.345	0.71854609929078	0.054	0.525	0.910754772393539
hsa-miR-4717-3p	0.064	0.383	0.741393185505679	-0.032	0.668	0.945360479041916
hsa-miR-4717-5p	-0.116	0.096	0.486768345323741	-0.114	0.111	0.808864429530201
hsa-miR-4718	0.068	0.392	0.74269247311828	0.205	0.012	0.549194805194805
hsa-miR-4718-3p:Novel	0.004	0.954	0.98937492642731	-0.004	0.955	0.995550827423168
hsa-miR-4719	-0.046	0.557	0.836687127024723	0.135	0.092	0.788827250608273
hsa-miR-4719-5p:Novel	-0.007	0.929	0.983932893948472	0.052	0.518	0.909532635774788
hsa-miR-4720-3p	-0.233	0.003	0.160181818181818	-0.092	0.245	0.844389036251105
hsa-miR-4720-5p	-0.076	0.34	0.713615247170935	-0.087	0.291	0.850318407960199
hsa-miR-4721	-0.04	0.567	0.843083544303797	-0.009	0.902	0.989924634070383
hsa-miR-4721-5p:Novel	-0.077	0.278	0.67146812885538	-0.108	0.137	0.808864429530201
hsa-miR-4722-3p	0.021	0.798	0.94114859437751	0.113	0.184	0.817674653215637
hsa-miR-4722-5p	-0.029	0.678	0.891186870570683	-0.103	0.156	0.808864429530201
hsa-miR-4723-3p	-0.046	0.503	0.813230769230769	0.04	0.572	0.926345588235294
hsa-miR-4723-5p	0.034	0.64	0.875188203337214	-0.097	0.196	0.824257627118644
hsa-miR-4724-3p	-0.207	0.005	0.195777777777778	-0.023	0.76	0.967635734072022
hsa-miR-4724-5p	-0.075	0.309	0.68744696969697	0.063	0.403	0.896943374197315
hsa-miR-4725-3p	-0.057	0.408	0.75713112164297	-0.113	0.112	0.808864429530201
hsa-miR-4725-5p	-0.079	0.25	0.653076352853966	-0.052	0.461	0.900534368070953
hsa-miR-4726-3p	-0.113	0.156	0.57746218487395	-0.118	0.151	0.808864429530201
hsa-miR-4726-5p	0.056	0.44	0.776444667000501	-0.068	0.358	0.877324061196106
hsa-miR-4727-3p	-0.028	0.702	0.898600799128224	-0.046	0.537	0.916785299806576
hsa-miR-4727-5p	-0.151	0.062	0.424497131931166	-0.037	0.66	0.944489068825911
hsa-miR-4728-3p	-0.044	0.532	0.824073846153846	-0.073	0.313	0.859043613707165
hsa-miR-4728-5p	-0.111	0.136	0.54710502283105	-0.122	0.11	0.808864429530201
hsa-miR-4729	0.023	0.766	0.930822068965517	0.078	0.322	0.864225437928408
hsa-miR-4729-3p:Novel	-0.078	0.284	0.67485906945381	-0.019	0.796	0.967944789510007
hsa-miR-4730	-0.094	0.197	0.607905429071804	-0.243	0.001	0.293666666666667
hsa-miR-4730-3p:Novel	-0.09	0.203	0.611701947502117	-0.157	0.031	0.62783908045977
hsa-miR-4731-3p	-0.05	0.528	0.822214759169244	-0.069	0.397	0.896943374197315
hsa-miR-4731-5p	-0.037	0.62	0.867704527402701	-0.003	0.965	0.99586904078116
hsa-miR-4732-3p	-0.192	0.015	0.296966292134831	-0.164	0.044	0.692752136752137
hsa-miR-4732-5p	-0.074	0.284	0.67485906945381	-0.111	0.118	0.808864429530201
hsa-miR-4733-3p	-0.005	0.949	0.98937492642731	-0.024	0.771	0.967635734072022
hsa-miR-4733-5p	-0.011	0.884	0.967758931345138	-0.022	0.786	0.967635734072022
hsa-miR-4734	0.075	0.273	0.666240997229917	0.056	0.428	0.896943374197315
hsa-miR-4734-5p:Novel	0.08	0.269	0.665699438202247	0.087	0.243	0.844389036251105
hsa-miR-4735-3p	0.127	0.12	0.522074074074074	0.003	0.975	0.99586904078116
hsa-miR-4735-5p	0.045	0.586	0.851572783505155	0.016	0.848	0.978056881333769
hsa-miR-4736	-0.127	0.111	0.509328125	-0.059	0.467	0.901263964950712
hsa-miR-4736-3p:Novel	-0.134	0.067	0.433225688073395	-0.047	0.532	0.91362962962963
hsa-miR-4737	-0.07	0.309	0.68744696969697	-0.175	0.013	0.549614678899083
hsa-miR-4737-3p:Novel	-0.162	0.02	0.327813953488372	-0.095	0.183	0.816318987341772
hsa-miR-4738-3p	0.015	0.825	0.948063760572544	0.065	0.358	0.877324061196106
hsa-miR-4738-5p	-0.043	0.599	0.856686688311688	0.122	0.141	0.808864429530201
hsa-miR-4739	0.083	0.227	0.632870253164557	0.127	0.072	0.748725212464589
hsa-miR-4739-3p:Novel	-0.097	0.158	0.579991666666667	-0.12	0.09	0.786997518610422
hsa-miR-4740-3p	-0.139	0.056	0.41988085106383	-0.139	0.064	0.733703470031546
hsa-miR-4740-5p	-0.121	0.086	0.469139318885449	-0.04	0.581	0.927034234234234
hsa-miR-4741	0.005	0.942	0.987390838786437	0.02	0.773	0.967635734072022
hsa-miR-4741-5p:Novel	-0.02	0.778	0.934448534423994	-0.106	0.136	0.808864429530201
hsa-miR-4742-3p	-0.077	0.338	0.712813883901855	-0.009	0.909	0.993584367245658
hsa-miR-4742-5p	-0.002	0.984	0.995011764705882	-0.1	0.212	0.826424778761062
hsa-miR-4743-3p	-0.048	0.541	0.828185925282363	-0.051	0.527	0.910754772393539
hsa-miR-4743-5p	-0.096	0.193	0.606719000892061	0.016	0.828	0.975121433311214
hsa-miR-4744	-0.132	0.083	0.462072669826224	-0.072	0.355	0.876678346180799
hsa-miR-4744-3p:Novel	-0.014	0.843	0.952768441308531	-0.004	0.959	0.99586904078116
hsa-miR-4745-3p	-0.05	0.526	0.821641843971631	0.004	0.957	0.99570947741364
hsa-miR-4745-5p	-0.06	0.434	0.772432323232323	-0.081	0.299	0.850522928399035
hsa-miR-4746-3p	-0.062	0.385	0.741393185505679	-0.05	0.489	0.904292379471229
hsa-miR-4746-5p	0.102	0.153	0.571762460233298	0.035	0.636	0.939047539616347
hsa-miR-4747-3p	-0.061	0.412	0.757770354906054	-0.218	0.004	0.4405
hsa-miR-4747-5p	-0.084	0.262	0.660907659269864	-0.008	0.915	0.994449784349969
hsa-miR-4748	0.044	0.525	0.821536412078153	-0.056	0.426	0.896943374197315
hsa-miR-4748-3p:Novel	0.03	0.663	0.884669443392654	0.045	0.52	0.910322901142573
hsa-miR-4749-3p	-0.013	0.869	0.960889865076875	-0.019	0.824	0.975075889858966
hsa-miR-4749-5p	-0.129	0.083	0.462072669826224	0.041	0.593	0.932083853702052
hsa-miR-4750-3p	-0.174	0.024	0.338304	-0.073	0.358	0.877324061196106
hsa-miR-4750-5p	0.039	0.577	0.849050437682368	0.078	0.276	0.848538131962297
hsa-miR-4751	-0.023	0.74	0.920169371912491	-0.129	0.074	0.748725212464589
hsa-miR-4751-3p:Novel	-0.154	0.029	0.358582456140351	0.015	0.833	0.975121433311214
hsa-miR-4752	-0.004	0.955	0.990026979472141	0.032	0.671	0.945360479041916
hsa-miR-4752-3p:Novel	-0.049	0.488	0.805016317016317	-0.11	0.132	0.808864429530201
hsa-miR-4753-3p	0.006	0.943	0.987851367419738	0.186	0.021	0.582708661417323
hsa-miR-4753-5p	-0.04	0.587	0.851621243310004	0.033	0.656	0.94241500203832
hsa-miR-4754	-0.023	0.745	0.921832865168539	0.044	0.542	0.917321188878236
hsa-miR-4754-3p:Novel	0.073	0.291	0.679578528827038	0.082	0.244	0.844389036251105
hsa-miR-4755-3p	-0.023	0.745	0.921832865168539	0.08	0.266	0.844389036251105
hsa-miR-4755-5p	-0.021	0.782	0.935279620853081	-0.085	0.279	0.848538131962297
hsa-miR-4756-3p	-0.109	0.151	0.56972591006424	0.034	0.665	0.945360479041916
hsa-miR-4756-5p	-0.067	0.367	0.730682485875706	-0.015	0.846	0.978056881333769
hsa-miR-4757-3p	0.004	0.953	0.98937492642731	-0.063	0.386	0.891976393442623
hsa-miR-4757-5p	-0.022	0.762	0.928136693130825	-0.036	0.627	0.939034424139396
hsa-miR-4758-3p	-0.108	0.163	0.58025702811245	-0.02	0.806	0.970062841530055
hsa-miR-4758-5p	-0.086	0.21	0.619280334728033	-0.098	0.166	0.808864429530201
hsa-miR-4759	-0.209	0.007	0.230542056074766	-0.07	0.377	0.886849933598938
hsa-miR-4759-3p:Novel	0.025	0.735	0.917188385269122	-0.028	0.703	0.954303543913713
hsa-miR-4760-3p	-0.149	0.072	0.441266086956522	-0.043	0.609	0.933906005221932
hsa-miR-4760-5p	-0.097	0.165	0.580299401197605	-0.072	0.316	0.859910424710425
hsa-miR-4761-3p	0.101	0.153	0.571762460233298	-0.038	0.602	0.932914687774846
hsa-miR-4761-5p	-0.171	0.027	0.345992727272727	-0.086	0.28	0.848538131962297
hsa-miR-4762-3p	-0.099	0.208	0.615959663865546	-0.033	0.679	0.947162055335968
hsa-miR-4762-5p	-0.113	0.144	0.557031833150384	-0.206	0.01	0.533939393939394
hsa-miR-4763-3p	0.024	0.73	0.915161864105301	0.059	0.401	0.896943374197315
hsa-miR-4763-5p	-0.016	0.838	0.950686816720257	-0.097	0.211	0.826424778761062
hsa-miR-4764-3p	0.027	0.743	0.921299085151302	-0.04	0.639	0.939047539616347
hsa-miR-4764-5p	-0.025	0.732	0.916039772727273	0.036	0.628	0.939047539616347
hsa-miR-4765	-0.136	0.05	0.40787037037037	-0.085	0.231	0.844389036251105
