miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-6773-5p	81.8152298677374	0.8329658821502	0.00194419657921097	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-451b	22.1319193030279	5.95867838000301	2.19387284821419e-07	1.47404537855689e-05	O16_never	14_117	TRUE	hsa-miR-194-1-3p:Novel	160.436292029557	3.14908381003944	4.98126755943544e-07	3.2516607679648e-05	O16_U16	14_29	TRUE
hsa-miR-7106-3p	4.20879426512709	-1.0877919965465	0.00215931280044951	0.0985032179466411	U16_never	29_117	FALSE	hsa-miR-486-3p	85.7773918023234	3.67299783952391	2.02015152648201e-07	1.47404537855689e-05	O16_never	14_117	TRUE	hsa-let-7c-5p	24.1345725633802	3.18371353866456	5.56776324101971e-07	3.53628205848549e-05	O16_U16	14_29	TRUE
hsa-miR-106b-5p	25.7810400312431	1.20254986407967	0.00232946950713269	0.0996893489078066	U16_never	29_117	FALSE	hsa-miR-363-3p	12.7838770118903	5.46232023395022	2.71700314967171e-07	1.77749206054838e-05	O16_never	14_117	FALSE	hsa-miR-4483-5p:Novel	12.1714892811294	4.34254860063958	6.92685650996756e-07	4.18986246651496e-05	O16_U16	14_29	FALSE
hsa-miR-5572-5p:Novel	12.37256493817	-0.886128974889653	0.00227209165229532	0.0996893489078066	U16_never	29_117	FALSE	hsa-miR-106b-3p	6.32162154613328	3.98111523257449	3.37124694741264e-07	2.148953823402e-05	O16_never	14_117	FALSE	hsa-miR-6860	30.6162051792593	2.20116048646445	6.95338877421631e-07	4.18986246651496e-05	O16_U16	14_29	TRUE
hsa-miR-1271-3p	5.05746786955575	1.75251628570752	0.00247877317234265	0.10103754852946	U16_never	29_117	FALSE	hsa-miR-199a-5p	5.10870926274796	2.59812469764542	4.92742626220686e-07	3.06239542196156e-05	O16_never	14_117	FALSE	hsa-miR-320a-3p	112.908044966988	3.00965697230919	1.67101554813386e-06	9.72795731815876e-05	O16_U16	14_29	TRUE
hsa-miR-3911	9.23452677293771	-0.912164683332419	0.00248204882546906	0.10103754852946	U16_never	29_117	FALSE	hsa-miR-144-5p	7.16456062128414	4.2238053167614	6.05132449814164e-07	3.66916895180003e-05	O16_never	14_117	FALSE	hsa-miR-6829-5p	27.2349902586218	2.5215864875743	1.69721808529578e-06	9.72795731815876e-05	O16_U16	14_29	TRUE
hsa-miR-12136-3p:Novel	23.6801099274635	0.70205808454519	0.00278645958567054	0.108786960276399	U16_never	29_117	FALSE	hsa-miR-146b-5p	28.8731802808404	2.42193393474157	6.94150331427031e-07	4.02215079536389e-05	O16_never	14_117	TRUE	hsa-miR-363-3p	12.7838770118903	6.00949027175153	1.74831161216743e-06	9.78221973474631e-05	O16_U16	14_29	FALSE
hsa-miR-6724-5p	25.9422336444274	-0.859725186004896	0.00285611682781431	0.108786960276399	U16_never	29_117	FALSE	hsa-miR-320a-3p	112.908044966988	2.68713252161375	6.95705889785388e-07	4.02215079536389e-05	O16_never	14_117	TRUE	hsa-miR-30d-5p	46.4643980838169	3.00008229130221	2.26517358487638e-06	0.000123794370336267	O16_U16	14_29	TRUE
hsa-miR-6809-5p	5.1702907479644	-1.11533975929535	0.00286796060644791	0.108786960276399	U16_never	29_117	FALSE	hsa-miR-7-3-3p:Novel	11.1534660251955	2.64561687329196	8.71170213938258e-07	4.92211170875116e-05	O16_never	14_117	FALSE	hsa-miR-4717-5p	14.3087188474306	2.53006512728356	3.03728204374274e-06	0.000162218472790806	O16_U16	14_29	FALSE
hsa-miR-4426	6.8523350774951	-1.77888448924723	0.00307724096930884	0.112616978339149	U16_never	29_117	FALSE	hsa-miR-4480	4.43840549927157	2.81670732173376	9.45495028359954e-07	5.22333475667299e-05	O16_never	14_117	FALSE	hsa-miR-342-5p	7.33149962696237	3.06819516014682	3.36545232475496e-06	0.000175751399181648	O16_U16	14_29	FALSE
hsa-miR-4466-3p:Novel	71.0102279361456	-0.947661093226228	0.00310388316572849	0.112616978339149	U16_never	29_117	FALSE	hsa-miR-183-5p	11.9240947088672	2.96321301207852	1.11571686890196e-06	6.02972203497884e-05	O16_never	14_117	FALSE	hsa-miR-23b-3p	3.51643343010137	3.29095101315017	5.00269517708313e-06	0.00025557247100316	O16_U16	14_29	FALSE
hsa-miR-12114-3p:Novel	15.9921674599526	1.02605253235009	0.00324369600884331	0.115185715718287	U16_never	29_117	FALSE	hsa-miR-1286-5p:Novel	8.17936600360759	2.3371738193421	1.3456581411814e-06	6.96938778953534e-05	O16_never	14_117	FALSE	hsa-miR-142-5p	14.8389099563304	3.997820190626	5.50766857501231e-06	0.000275383428750615	O16_U16	14_29	FALSE
hsa-miR-5685	6.31324558626863	-0.99329455276359	0.00334385135571427	0.116268498180982	U16_never	29_117	FALSE	hsa-miR-6860	30.6162051792593	1.83438611037283	1.32579812479042e-06	6.96938778953534e-05	O16_never	14_117	TRUE	hsa-miR-1304-5p	3.73866489139098	2.7848202175294	6.37891607207208e-06	0.000312301099361862	O16_U16	14_29	FALSE
hsa-miR-1200	4.64863647887104	-1.16119729645566	0.00343953065831675	0.117154625892462	U16_never	29_117	FALSE	hsa-miR-4693-5p	2.0854453725444	-5.52522529033431	1.45932058865071e-06	7.40381833344015e-05	O16_never	14_117	FALSE	hsa-miR-20a-5p	9.92477686137901	5.5871418648647	7.13098344230082e-06	0.000341996144681774	O16_U16	14_29	FALSE
hsa-miR-4692	5.14881649583604	-1.0374130882267	0.00409511052926271	0.136694789466789	U16_never	29_117	FALSE	hsa-miR-22-3p	43.5939998550417	2.83396558281233	1.74265802558376e-06	8.66449570320246e-05	O16_never	14_117	TRUE	hsa-miR-98-5p	15.8075686090089	2.83621635918827	7.44283444016791e-06	0.000349813218687892	O16_U16	14_29	TRUE
hsa-miR-1276-3p:Novel	11.0794957255901	1.09814385495619	0.00468876679293144	0.14765192032835	U16_never	29_117	FALSE	hsa-miR-142-5p	14.8389099563304	3.54491262659403	1.81960146537597e-06	8.86966518220521e-05	O16_never	14_117	FALSE	hsa-miR-10a-5p	61.4445350523603	3.02162791860486	7.96434074209512e-06	0.000366984328312226	O16_U16	14_29	TRUE
hsa-miR-4312-5p:Novel	4.90764994497322	-0.918960933570646	0.0046789886495964	0.14765192032835	U16_never	29_117	FALSE	hsa-miR-17-5p	6.34083153468716	4.75361524233817	1.96666663941542e-06	9.22477974639007e-05	O16_never	14_117	FALSE	hsa-miR-151a-3p	134.093293189194	1.44477794602798	9.05095057677196e-06	0.00040290475595003	O16_U16	14_29	TRUE
hsa-miR-6129	10.2079610280688	-0.810334453955888	0.0046314989779919	0.14765192032835	U16_never	29_117	FALSE	hsa-miR-20a-5p	9.92477686137901	4.98176668459715	1.93889614016853e-06	9.22477974639007e-05	O16_never	14_117	FALSE	hsa-miR-15b-5p	5.37997091102175	4.17400562931138	9.08678811291558e-06	0.00040290475595003	O16_U16	14_29	FALSE
