miRNA	min	max	mean	median	sd
hsa-miR-6855-3p	0	308	7.21	2	24.3824321365222
hsa-miR-6855-5p	0	573	19.93	3	72.5595997491816
hsa-miR-6856-3p	0	10	0.35	0	1.03565987983994
hsa-miR-6856-5p	0	121	11.83	5	18.2176108552019
hsa-miR-6857-3p	0	21	1	0	2.63104804082013
hsa-miR-6857-5p	0	20	1.81	1	2.95972171693639
hsa-miR-6858-3p	0	63	3.11	1	8.24022375628527
hsa-miR-6858-5p	0	309	8.34	3	25.0391258137824
hsa-miR-6859-3p	0	379	18.14	7	36.3909759430455
hsa-miR-6859-5p	0	22	1.42	1	2.35889331730018
hsa-miR-6860	0	336	11.95	6	26.0584043936726
hsa-miR-6860-5p:Novel	0	21	1.75	1	2.65717967368835
hsa-miR-6861-3p	0	20	1.18	0	2.54871872618043
hsa-miR-6861-5p	0	440	18.84	4	50.1055405284994
hsa-miR-6862-3p	0	841	15.32	3	61.3950905866476
hsa-miR-6862-5p	0	169	5.13	2	13.0598980396585
hsa-miR-6863	0	66	2.45	1	7.00236487252006
hsa-miR-6863-5p:Novel	0	304	6.42	1	21.9341312155271
hsa-miR-6864-3p	0	321	8.88	1	31.948225305835
hsa-miR-6864-5p	0	26	1.68	0	3.5457954515237
hsa-miR-6865-3p	0	27	1.1	0	2.95332067413815
hsa-miR-6865-5p	0	186	4.75	2	13.2410611083412
hsa-miR-6866-3p	0	14	1.6	1	2.56810447104851
hsa-miR-6866-5p	0	153	2.51	1	10.5451049225429
hsa-miR-6867-3p	0	26	1.2	0	2.97077671350202
hsa-miR-6867-5p	0	388	47.61	25	64.901565361132
hsa-miR-6868-3p	0	6	0.31	0	0.781662333839779
hsa-miR-6868-5p	0	11	1.15	1	1.83645761923407
hsa-miR-6869-3p	0	119	3.88	0	12.5721007760101
hsa-miR-6869-5p	0	527	74.6	47	89.0601326606902
hsa-miR-6870-3p	0	5	0.12	0	0.51440691468811
hsa-miR-6870-5p	0	183	14.74	6	23.582078722629
hsa-miR-6871-3p	0	429	18.76	7	37.8899868376898
hsa-miR-6871-5p	0	411	32.9	19	43.765811324998
hsa-miR-6872-3p	0	21	0.58	0	1.94845331662532
hsa-miR-6872-5p	0	9	0.4	0	1.02947891976161
hsa-miR-6873-3p	0	423	2.94	0	28.0067078478596
hsa-miR-6873-5p	0	181	3.2	1	12.8873633832193
hsa-miR-6874-3p	0	7	0.33	0	0.776509686467236
hsa-miR-6874-5p	0	190	16.98	8	24.813866804521
hsa-miR-6875-3p	0	68	1.65	0	5.70282054795351
hsa-miR-6875-5p	0	310	7.61	2	26.1352136632139
hsa-miR-6876-3p	0	292	5.42	1	21.9259073282079
hsa-miR-6876-5p	0	71	3.44	1	7.11223684779499
hsa-miR-6877-3p	0	3	0.22	0	0.526843437555905
hsa-miR-6877-5p	0	82	5.17	2	8.45588758952853
hsa-miR-6878-3p	0	282	1.83	0	18.7099540286535
hsa-miR-6878-5p	0	183	12.67	6	22.8276798491038
hsa-miR-6879-3p	0	112	3.43	1	8.51753234564675
hsa-miR-6879-5p	0	642	46.92	25	70.0262712599208
hsa-miR-6880-3p	0	34	0.44	0	2.29818860406387
hsa-miR-6880-5p	0	297	21.36	10	33.5743791811294
hsa-miR-6881-3p	0	41	0.51	0	2.77165482076394
hsa-miR-6881-5p	0	69	3.44	1	6.99305930879856
hsa-miR-6882-3p	0	18	1.19	0	2.49854182722534
hsa-miR-6882-5p	0	98	5.85	3	10.6708268566382
hsa-miR-6883-3p	0	5	0.26	0	0.734113478139752
hsa-miR-6883-5p	0	126	6.46	3	11.6296922147288
hsa-miR-6884-3p	0	58	4.09	1	9.4672581752488
hsa-miR-6884-5p	0	360	19.09	8	38.4106825154263
hsa-miR-6885-3p	0	128	1.93	0	10.3455182049577
hsa-miR-6885-5p	0	75	2.17	1	6.81291626472768
hsa-miR-6886-3p	0	151	6.97	3	13.7027755371652
hsa-miR-6886-5p	0	419	5.87	2	28.0624976412318
hsa-miR-6887-3p	0	46	3.65	1	6.51683536011522
hsa-miR-6887-5p	0	171	9.82	3	21.2550632086185
hsa-miR-6888-3p	0	4	0.26	0	0.664848168508316
hsa-miR-6888-5p	0	129	5.22	1	14.5092709437118
hsa-miR-6889-3p	0	34	1.02	0	3.27536040650666
hsa-miR-6889-5p	0	742	21.33	6	60.1244833048423
hsa-miR-6890-3p	0	77	0.8	0	5.14761382337383
hsa-miR-6890-5p	0	234	6.25	3	17.2915619036549
hsa-miR-6891-3p	0	9	0.56	0	1.13992553288014
hsa-miR-6891-5p	0	688	20.44	8	51.6376361190488
hsa-miR-6892-3p	0	62	1.65	0	4.82590961182149
hsa-miR-6892-5p	0	204	8.51	2	22.9960850468642
hsa-miR-6893-3p	0	15	0.6	0	1.82189420803015
hsa-miR-6893-5p	0	39	2.76	1	5.47212993345221
hsa-miR-6894-3p	0	12	0.61	0	1.59937922691874
hsa-miR-6894-5p	0	187	8.25	4	16.3501634608824
hsa-miR-6895-3p	0	1468	34.61	11	107.567053542633
hsa-miR-6895-5p	0	9	0.18	0	0.732347384799787
hsa-miR-7-1-3p	0	4	0.15	0	0.466266204490263
hsa-miR-7-2-3p	0	9	0.13	0	0.659399990066357
hsa-miR-7-3-3p:Novel	0	275	7.24	3	19.9777912433495
hsa-miR-7-5p	0	136	7.08	3	12.4130511552074
hsa-miR-708-3p	0	8	0.6	0	1.10265598868901
hsa-miR-708-5p	0	40	0.92	0	3.1262588111368
hsa-miR-7106-3p	0	222	6.96	3	17.3118770721387
hsa-miR-7106-5p	0	35	3.09	2	4.01779838501896
hsa-miR-7107-3p	0	27	1.18	0	2.85303013792094
hsa-miR-7107-5p	0	87	3.28	1	8.00615790824036
hsa-miR-7108-3p	0	100	4.63	2	9.52543272406724
hsa-miR-7108-5p	0	555	31.92	11	68.3016714417767
hsa-miR-7109-3p	0	3	0.14	0	0.413172910986723
hsa-miR-7109-5p	0	11	0.82	0	1.50635032867947
hsa-miR-711	0	10152	439.56	198	937.81662576868
hsa-miR-711-5p:Novel	0	102	9.88	6	12.1105958154372
hsa-miR-7110-3p	0	568	7.59	2	38.0250748766193
hsa-miR-7110-5p	0	425	16.38	7	41.1195043465877
hsa-miR-7111-3p	0	28	0.91	0	2.95944043725207
hsa-miR-7111-5p	0	18	1.09	0	2.02474700009287
hsa-miR-7112-3p	0	105	2.97	0	9.81922588501297
hsa-miR-7112-5p	0	40	1.15	0	3.31560948279728
hsa-miR-7113-3p	0	9	0.46	0	0.999870496276225
hsa-miR-7113-5p	0	3860	184.65	63	379.245480172365
hsa-miR-7114-3p	0	30	1.58	1	3.46075162863993
hsa-miR-7114-5p	0	875	8.09	1	58.0128524235995
hsa-miR-7150	0	628	14.85	4	47.4474499591045
hsa-miR-7150-3p:Novel	0	117	14.2	8	18.4968448445217
hsa-miR-7151-3p	0	33	0.88	0	2.49882316536812
hsa-miR-7151-5p	0	25	1.51	0	3.34265998247993
hsa-miR-7152-3p	0	5	0.32	0	0.732549439538022
hsa-miR-7152-5p	0	5	0.25	0	0.792100632973577
hsa-miR-7153-3p	0	4	0.2	0	0.614197378223728
hsa-miR-7153-5p	0	208	3.46	0	16.4960731892319
hsa-miR-7154-3p	0	53	2.52	1	5.56161419590673
hsa-miR-7154-5p	0	12	0.48	0	1.49163966841848
hsa-miR-7155-3p	0	13	0.5	0	1.42672902822999
hsa-miR-7155-5p	0	61	3.72	1	8.41459808923777
hsa-miR-7156-3p	0	41	2.29	1	5.18874549088008
hsa-miR-7156-5p	0	54	1.99	1	4.68673054954552
hsa-miR-7157-3p	0	50	1.4	0	4.68760279350563
hsa-miR-7157-5p	0	5	0.41	0	0.820707470304088
hsa-miR-7158-3p	0	10542	113.95	1	788.839056893688
hsa-miR-7158-5p	0	7	0.42	0	0.94826980772214
hsa-miR-7159-3p	0	5	0.17	0	0.671052001570372
hsa-miR-7159-5p	0	332	11.52	2	34.8223424048541
hsa-miR-7160-3p	0	53	0.79	0	3.63132348953239
hsa-miR-7160-5p	0	84	2.25	1	6.96111740616408
hsa-miR-7161-3p	0	764	53.66	27	83.0325604650398
hsa-miR-7161-5p	0	69	2.29	1	6.54367110216171
hsa-miR-7162-3p	0	52	4.58	2	7.16220191722442
hsa-miR-7162-5p	0	46	1.05	0	4.78115101847011
hsa-miR-718	0	437	24.65	11	41.3479319016924
hsa-miR-718-5p:Novel	0	98	12.09	7	16.2093368237689
hsa-miR-744-3p	0	10	0.17	0	0.766969245338013
hsa-miR-744-5p	0	30	2.22	1	4.0449185394547
hsa-miR-7515	0	281	3.82	1	18.8727345532135
hsa-miR-7515-5p:Novel	0	424	25.36	13	46.2125765059666
hsa-miR-758-3p	0	99	2.5	1	7.63223905294989
hsa-miR-758-5p	0	18	1	0	2.01074698763317
hsa-miR-759	0	12	0.81	0	1.58428300555958
hsa-miR-759-3p:Novel	0	77	2.52	1	6.47480631121861
hsa-miR-760	0	351	29.52	11	46.6140666283958
hsa-miR-760-5p:Novel	0	167	9.2	4	17.0734870151789
hsa-miR-761	0	244	5.24	1	20.8205650775025
hsa-miR-761-3p:Novel	0	95	5.33	2	11.3667714270264
hsa-miR-762	0	69	5.97	3	9.18437707739818
hsa-miR-762-5p:Novel	0	106	9.82	5	14.3030297923271
hsa-miR-764	0	170	8.56	3	18.8904906335725
hsa-miR-764-3p:Novel	0	250	12.36	5	25.4695551367393
hsa-miR-765	0	76	8.83	5	12.1429119567265
hsa-miR-765-5p:Novel	0	246	25.47	13	38.3591247396466
hsa-miR-766-3p	0	56	2.51	1	5.33539869238922
hsa-miR-766-5p	0	707	27.54	7	75.7561839589437
hsa-miR-767-3p	0	35	1.15	0	2.83530590897252
hsa-miR-767-5p	0	397	8.68	1	33.7561525917549
hsa-miR-769-3p	0	2452	54.47	3	237.272959252716
hsa-miR-769-5p	0	232	8.41	2	27.186016812649
hsa-miR-770-3p:Novel	0	197	19.04	11	28.2637403539468
hsa-miR-770-5p	0	11	0.65	0	1.26139911186036
hsa-miR-7702	0	620	4.58	0	40.8589318107667
hsa-miR-7702-3p:Novel	0	61	2.95	1	6.01308941719677
hsa-miR-7703	0	116	9.99	4	16.2891415642205
hsa-miR-7703-5p:Novel	0	79	4.1	2	6.96070547781279
hsa-miR-7704	0	31	3.44	2	4.78929653028447
hsa-miR-7704-3p:Novel	0	484	56.12	32	75.2646305675772
hsa-miR-7705	0	133	4.76	1	13.5093423569057
hsa-miR-7705-3p:Novel	0	170	5.3	1	15.4840525311761
hsa-miR-7706	0	211	14.84	7	23.8008803965594
hsa-miR-7706-5p:Novel	0	30	3.74	2	5.22698129248579
hsa-miR-7843-3p	0	17	1.11	0	2.65315257535838
hsa-miR-7843-5p	0	1339	26.85	3	109.68569985509
hsa-miR-7844-3p:Novel	0	545	25.73	11	52.7355758243477
hsa-miR-7844-5p	0	39	3.74	2	5.82319605147885
hsa-miR-7845-3p:Novel	0	427	34.98	17	51.862421312673
hsa-miR-7845-5p	0	104	2.69	1	7.63661525519441
hsa-miR-7846-3p	0	124	4.31	2	9.80581967264439
hsa-miR-7846-5p:Novel	0	128	5.36	3	10.6057313592531
hsa-miR-7847-3p	0	603	15.02	7	42.3728285645693
hsa-miR-7847-5p:Novel	0	605	18.12	9	43.1089933091583
hsa-miR-7848-3p	0	5	0.19	0	0.555889265534495
hsa-miR-7848-5p:Novel	0	239	14.59	8	23.8891519125973
hsa-miR-7849-3p	0	453	8.07	1	37.0836020369187
hsa-miR-7849-5p:Novel	0	454	7.28	1	36.1661220262587
hsa-miR-7850-3p:Novel	0	25	2.63	1	4.29038370473737
hsa-miR-7850-5p	0	24	1.52	1	2.76227466306171
hsa-miR-7851-3p	0	181	15.38	9	21.5275489391366
hsa-miR-7851-5p:Novel	0	202	25.94	15	33.5624915512807
hsa-miR-7852-3p	0	428	25.79	3	63.9930380907074
hsa-miR-7852-5p:Novel	0	225	14.24	3	33.200281545297
hsa-miR-7853-3p:Novel	0	102	4.29	2	9.98968314934466
hsa-miR-7853-5p	0	6	0.71	0	1.1517114431085
hsa-miR-7854-3p	0	27	1.28	0	3.42235596472188
hsa-miR-7854-5p:Novel	0	18	1.64	1	2.75855524748483
hsa-miR-7855-3p:Novel	0	52	3.18	1	6.351224829114
hsa-miR-7855-5p	0	3	0.27	0	0.588761854183205
hsa-miR-7856-3p:Novel	0	120	11.43	6	17.6434049029512
hsa-miR-7856-5p	0	72	2.71	1	6.89082176497945
hsa-miR-7973	0	15	0.69	0	1.55658882596663
hsa-miR-7973-1-3p:Novel	0	551	16.42	4	53.3503763205516
hsa-miR-7974	0	22	2.07	1	3.19947550089615
hsa-miR-7974-5p:Novel	0	40	3.06	1	5.54226498813949
hsa-miR-7975	0	87	5.79	2	10.2559266463285
hsa-miR-7975-5p:Novel	0	13	1.04	0	2.08096086115722
hsa-miR-7976	0	7	0.51	0	1.12617820171396
hsa-miR-7976-3p:Novel	0	8	0.54	0	1.02944297991557
hsa-miR-7977	0	7	0.6	0	1.09086578479033
hsa-miR-7977-3p:Novel	0	87	5.22	2	11.2702681120744
hsa-miR-7978	0	72	2.39	0	8.51207909986381
hsa-miR-7978-3p:Novel	0	787	17.54	4	59.3497764085548
hsa-miR-802	0	20	1.12	0	2.2029283455985
hsa-miR-802-3p:Novel	0	85	6.15	2	11.9920488185941
hsa-miR-8052	0	11	0.88	0	1.55623224908197
hsa-miR-8052-3p:Novel	0	268	7.84	3	20.4028187047673
hsa-miR-8053	0	431	28.01	11	52.3217401151606
hsa-miR-8053-3p:Novel	0	40	2.69	1	4.94092300507455
hsa-miR-8054	0	346	3.52	0	23.9113091020691
hsa-miR-8054-3p:Novel	0	668	7.59	2	44.310933419219
hsa-miR-8055	0	26	2.81	1	4.03950907477526
hsa-miR-8055-5p:Novel	0	35	2.79	1	5.06028113527045
hsa-miR-8056	0	56	3.48	1	7.47530342622911
hsa-miR-8056-5p:Novel	0	19	1.38	1	2.57725820954059
hsa-miR-8057	0	175	8.98	3	20.8938131548214
hsa-miR-8057-3p:Novel	0	472	27.3	14	46.6538687462799
hsa-miR-8058	0	36	1.95	1	3.4904306909276
hsa-miR-8058-5p:Novel	0	20	2.31	1	3.50991744878168
hsa-miR-8059	0	185	7.58	3	18.1234910932343
hsa-miR-8059-3p:Novel	0	300	13.78	5	29.0848814937944
hsa-miR-8060	0	758	14.78	2	60.5680151611345
hsa-miR-8060-5p:Novel	0	77	4.41	2	7.53453152558597
hsa-miR-8061	0	35	0.94	0	2.69740802690985
hsa-miR-8061-3p:Novel	0	1120	14.73	2	76.5221519820844
hsa-miR-8062	0	34	1.42	0	3.74795094726346
hsa-miR-8062-3p:Novel	0	54	1.45	0	4.0777372885106
hsa-miR-8063	0	197	13.89	5	27.000885898018
hsa-miR-8063-5p:Novel	0	88	3.99	2	8.23731596325684
hsa-miR-8064	0	3250	25.64	3	217.750682265414
hsa-miR-8064-3p:Novel	0	101	4.41	1	9.83928309310672
hsa-miR-8065	0	197	4.91	1	16.0749755653245
hsa-miR-8065-5p:Novel	0	56	2.36	1	4.76866421068828
hsa-miR-8066	0	150	5.64	2	14.6731217940112
hsa-miR-8066-5p:Novel	0	42	3.13	1	5.63351865931325
hsa-miR-8067	0	83	4.18	1	9.99246793445167
hsa-miR-8067-3p:Novel	0	392	6.07	1	28.1549668925789
hsa-miR-8068	0	7	0.33	0	0.83358981796118
hsa-miR-8068-3p:Novel	0	48	1.18	0	3.97246144144955
hsa-miR-8069	0	138	4.73	2	10.9288383270017
hsa-miR-8069-5p:Novel	0	65	9.91	6	11.6782075380117
hsa-miR-8070	0	27	0.88	0	2.36591747270323
hsa-miR-8070-3p:Novel	0	84	4.4	2	8.58423771752979
hsa-miR-8071	0	128	10.29	5	15.4638279970017
hsa-miR-8071-5p:Novel	0	1367	37.63	1	149.352341125324
hsa-miR-8072	0	1017	103.64	52	143.28230087684
hsa-miR-8072-3p:Novel	0	207	29.76	21	32.9854030394462
hsa-miR-8073	0	6	0.55	0	1.09776300583951
hsa-miR-8073-3p:Novel	0	68	4.03	2	7.28184015843115
hsa-miR-8074	0	3612	53.67	11	251.185149550572
hsa-miR-8074-5p:Novel	0	328	16.26	5	39.7930286172772
hsa-miR-8075	0	1128	38.85	10	103.666138492481
hsa-miR-8075-5p:Novel	0	1127	38.45	10	104.619624700286
hsa-miR-8076	0	196	15.76	8	24.7811577451892
hsa-miR-8076-5p:Novel	0	34	1.73	0	4.40315603173571
hsa-miR-8077	0	149	18.46	11	21.9717628263865
hsa-miR-8077-5p:Novel	0	149	8.25	3	17.0300902856355
hsa-miR-8078	0	178	12.3	6	20.6518101409674
hsa-miR-8078-5p:Novel	0	25	1.44	0	2.65984479023211
hsa-miR-8079	0	59	3.53	1	6.62546962210848
hsa-miR-8079-3p:Novel	0	1869	82.45	21	238.577788377292
hsa-miR-8080	0	500	50.47	28	66.5655629806411
hsa-miR-8080-3p:Novel	0	122	11.58	5	18.818642297288
hsa-miR-8081	0	93	3.68	2	7.60968582377353
hsa-miR-8081-5p:Novel	0	15	1.29	0	2.26264064678042
hsa-miR-8082	0	137	2.23	0	9.7868413105832
hsa-miR-8082-3p:Novel	0	327	18.65	10	29.4959700053944
hsa-miR-8083	0	68	6.03	3	8.98462419664894
hsa-miR-8083-3p:Novel	0	215	24.44	13	32.189990120584
hsa-miR-8084	0	27	1.04	0	2.7445642322996
hsa-miR-8084-3p:Novel	0	37	0.91	0	2.98350876524875
hsa-miR-8085	0	292	18	8	29.9624042953138
hsa-miR-8085-3p:Novel	0	683	25.92	8	63.7114132931407
hsa-miR-8086	0	154	16.34	8	20.9661603572117
hsa-miR-8086-3p:Novel	0	39	2.73	1	4.56559739700455
hsa-miR-8087	0	57	2.37	1	5.79917410541096
hsa-miR-8087-3p:Novel	0	45	2.02	1	4.72335144132234
hsa-miR-8088	0	58	5.51	3	7.24337484925008
hsa-miR-8088-3p:Novel	0	775	16.71	3	65.2211805329676
hsa-miR-8089	0	342	15.92	8	30.7130385265529
hsa-miR-8089-5p:Novel	0	100	10.43	5	14.0401546809868
hsa-miR-8485	0	6	0.59	0	1.11503508513558
hsa-miR-8485-5p:Novel	0	33	1.93	1	3.57608271978791
hsa-miR-873-3p	0	122	3.4	1	9.30097321296554
hsa-miR-873-5p	0	86	2.45	0	8.6552198780897
hsa-miR-874-3p	0	609	19.55	6	50.1458081929601
hsa-miR-874-5p	0	9	0.55	0	1.31565409054025
hsa-miR-875-3p	0	349	3.54	0	24.3074650323141
hsa-miR-875-5p	0	22	1	0	2.56468052725803
hsa-miR-876-3p	0	72	3.09	1	6.83937738577212
hsa-miR-876-5p	0	63	1.55	0	4.7013281432477
hsa-miR-877-3p	0	6	0.22	0	0.677199003583395
hsa-miR-877-5p	0	58	4.69	2	7.47931882944126
hsa-miR-885-3p	0	1522	39.74	8	130.249272771751
hsa-miR-885-5p	0	5	0.11	0	0.474875648725281
hsa-miR-887-3p	0	9	0.73	0	1.43901996232704
hsa-miR-887-5p	0	10	0.67	0	1.37278081171844
hsa-miR-888-3p	0	9	0.94	0	1.48885902581703
hsa-miR-888-5p	0	15	0.56	0	1.68598151496033
hsa-miR-889-3p	0	19	0.61	0	1.81140549771839
hsa-miR-889-5p	0	28	1.4	1	2.83913328598688
hsa-miR-890	0	16	0.47	0	1.44438356928476
hsa-miR-890-3p:Novel	0	1884	48.48	4	200.864104431369
hsa-miR-891a-3p	0	40	2.42	1	4.60631969640393
hsa-miR-891a-5p	0	6	0.21	0	0.640818396009509
hsa-miR-891b	0	16	0.69	0	1.8543414494209
hsa-miR-891b-3p:Novel	0	244	2.09	0	16.0705753947341
hsa-miR-892a	0	120	3	0	10.0359259207545
hsa-miR-892a-5p:Novel	0	41	1.44	0	4.3734444580226
hsa-miR-892b	0	521	3.63	0	34.1760474590038
hsa-miR-892b-5p:Novel	0	34	2.14	1	3.74833592400692
hsa-miR-892c-3p	0	15	1.69	1	2.70356650856102
hsa-miR-892c-5p	0	3	0.18	0	0.49036144184023
hsa-miR-9-3p	0	259	14.97	7	29.2860333233622
hsa-miR-9-5p	0	52	3.27	1	5.56852518131893
hsa-miR-920	0	199	13.17	5	25.9057586667529
hsa-miR-920-5p:Novel	0	154	8.3	4	14.5588233887157
hsa-miR-921	0	4	0.43	0	0.843890018063342
hsa-miR-921-3p:Novel	0	101	11.35	6	15.3191396515135
hsa-miR-922	1	23810	672.32	119	1973.56915705104
hsa-miR-922-5p:Novel	0	1683	124.92	51	228.7719709577
hsa-miR-924	0	205	3.13	0	16.3187718936389
hsa-miR-924-3p:Novel	0	134	10.8	4	18.291169825679
hsa-miR-92a-1-5p	0	2501	55.02	7	228.112380910595
hsa-miR-92a-2-5p	0	1183	30.84	3	113.98589224895
hsa-miR-92a-3p	0	3026	93.26	18	283.064594721183
hsa-miR-92b-3p	0	9	0.53	0	1.15968296739883
hsa-miR-92b-5p	0	778	30.97	13	71.3567967153252
hsa-miR-93-3p	0	42	3.24	1	5.53069053669058
hsa-miR-93-5p	0	138	4.08	1	12.094564439218
hsa-miR-933	0	133	3.55	1	11.4665334635177
hsa-miR-933-5p:Novel	0	20	2.55	1	3.54386453985877
hsa-miR-934	0	74	7.27	4	10.8771392269438
hsa-miR-934-3p:Novel	0	28	1.97	1	3.69979340166938
hsa-miR-935	0	531	49.7	28	74.0105003769737
hsa-miR-935-5p:Novel	0	254	26.66	14	36.5367394330717
hsa-miR-936	0	48	4.19	2	6.14680004608666
hsa-miR-936-3p:Novel	0	79	6.56	3	10.2510444823507
hsa-miR-937-3p	0	7	0.59	0	1.16756838096393
hsa-miR-937-5p	0	102	3.12	1	8.15366197733687
hsa-miR-938	0	27	1.84	1	3.36552154019722
hsa-miR-938-3p:Novel	0	180	7.75	3	15.7365240769733
hsa-miR-939-3p	0	30	2.84	1	4.86504264410525
hsa-miR-939-5p	0	1723	21.2	3	121.576868660696
hsa-miR-940	0	508	29.73	16	46.3300760938914
hsa-miR-940-5p:Novel	0	302	19.55	8	37.91470022456
hsa-miR-941	0	410	16.69	5	35.6927592792945
hsa-miR-941-5p:Novel	0	259	6.91	1	23.7539400313293
hsa-miR-942-3p	0	1267	29.65	3	115.519942322291
hsa-miR-942-5p	0	6	0.43	0	0.963155025925867
hsa-miR-943	0	48	5.66	3	7.85167788702242
hsa-miR-943-5p:Novel	0	453	41.2	22	55.1352146081972
hsa-miR-944	0	238	10.53	3	24.0470093294015
hsa-miR-944-5p:Novel	0	5313	214.76	77	478.939131817487
hsa-miR-95-3p	0	13	0.64	0	1.62681121383825
hsa-miR-95-5p	0	20	1.12	0	2.36113517221381
hsa-miR-9500	0	49	2.74	0	7.22440468738905
hsa-miR-9500-3p:Novel	0	365	18.16	8	36.7946962810093
hsa-miR-96-3p	0	5	0.23	0	0.639720460262432
hsa-miR-96-5p	0	9	0.59	0	1.17158592766852
hsa-miR-9718	0	146	9.9	6	14.8076063714757
hsa-miR-9718-5p:Novel	0	101	8.39	4	11.159783713504
hsa-miR-98-3p	0	19	0.73	0	1.68975181923158
hsa-miR-98-5p	0	259	11.14	3	22.9021160321688
hsa-miR-9851-3p	0	17	2.2	1	3.05235869317987
hsa-miR-9851-5p	0	298	7.52	2	22.8480925621371
hsa-miR-9898	0	144	15.9	9	21.1850152000114
hsa-miR-9898-5p:Novel	0	260	18.46	10	27.8586226561396
hsa-miR-9899	0	194	16.34	9	24.2986283308298
hsa-miR-9899-5p:Novel	0	718	39.42	6	91.9107696288925
hsa-miR-9900	0	51	5.7	3	8.55231617072078
hsa-miR-9900-5p:Novel	0	125	3.5	1	10.4072771553831
hsa-miR-9901	0	160	20	13	23.8748533124217
hsa-miR-9901-3p:Novel	0	2296	99.94	42	196.161869721797
hsa-miR-9902	0	1338	17.88	3	94.4992563042698
hsa-miR-9902-3p:Novel	0	135	8.26	3	15.113226401201
hsa-miR-9903	0	1556	33.44	6	135.508039394588
hsa-miR-9903-5p:Novel	0	46	5.1	3	7.11443700178035
hsa-miR-9983-3p	0	29	0.94	0	2.61886293953092
hsa-miR-9983-5p:Novel	0	30	1.12	0	2.85771429728093
hsa-miR-9985	0	16	1.07	0	2.22811159475327
hsa-miR-9985-3p:Novel	0	506	14.14	5	37.9041216227511
hsa-miR-9986	0	181	17.71	7	27.3410558647597
hsa-miR-9986-3p:Novel	0	19	1.76	1	3.02328661402947
hsa-miR-99a-3p	0	162	5.12	1	14.1054940452775
hsa-miR-99a-5p	0	105	5.07	2	13.464016745723
hsa-miR-99b-3p	0	793	32.35	8	78.2497422500685
hsa-miR-99b-5p	0	20	0.95	0	2.20547974167253
