miRNA...1	baseMean...2	log2FoldChange...3	pvalue...6	padj...7	comparison...8	size...9	sig...10	miRNA...11	baseMean...12	log2FoldChange...13	pvalue...16	padj...17	comparison...18	size...19	sig...20	miRNA...21	baseMean...22	log2FoldChange...23	pvalue...26	padj...27	comparison...28	size...29	sig...30
hsa-miR-6784-5p	18.8471052197329	-1.12211484818035	0.00927262269412244	0.675762701810302	Light_Abst	144_19	FALSE	hsa-miR-1294	19.5350486395553	1.17016302621989	0.00750505788728028	0.338952920501046	Heavy_Abst	69_19	FALSE	hsa-miR-5193	28.4933466724414	-0.603053443261588	0.00297039571736379	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-592-3p:Novel	3.59449348241981	-1.25093237533322	0.00979440391101638	0.68062061163083	Light_Abst	144_19	FALSE	hsa-miR-2682-5p	2.63314421633451	1.19373001570849	0.00843948343953565	0.373531537033848	Heavy_Abst	69_19	FALSE	hsa-miR-5581-3p	7.55967061829231	-0.906658915048907	0.00295324445651683	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-641	10.1852916026616	-0.846341694830331	0.00989217759851022	0.68062061163083	Light_Abst	144_19	FALSE	hsa-miR-3156-3p	44.7787164435117	1.388647419628	0.00888817983670878	0.385677293698755	Heavy_Abst	69_19	FALSE	hsa-miR-5693-5p:Novel	3.85824247370134	-1.17838810388483	0.00264001902653538	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-1302-5-5p:Novel	1.00173428697489	-1.57340461298675	0.0114912604791135	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-412-5p	4.72545623785444	-1.02088775222192	0.0108638971791692	0.44521860106484	Heavy_Abst	69_19	FALSE	hsa-miR-573-3p:Novel	2.39657905264294	-0.720531479476729	0.00263387279680916	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-3972	23.7560324145204	-0.951191947083314	0.0114886300660908	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-7848-5p:Novel	15.3379336957412	-1.00033717813753	0.0108046306896537	0.44521860106484	Heavy_Abst	69_19	FALSE	hsa-miR-575	9.27442214885854	-0.584651717613231	0.00276724730505584	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-4263	22.1048330904863	-1.1101390722977	0.0104864034523686	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-8065	2.9371094255636	-1.28821191405223	0.010719849550333	0.44521860106484	Heavy_Abst	69_19	FALSE	hsa-miR-641	10.1852916026616	0.566833086414616	0.00307402837947966	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-4433b-3p	5.55380998600273	-0.989962223321586	0.0105669828579567	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-3197	23.8325246876603	-0.979996131836853	0.0112781971497488	0.453793641679893	Heavy_Abst	69_19	FALSE	hsa-miR-711	279.805504188937	-0.551034983653631	0.00276668843335434	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-504-3p	3.92208587398847	-1.29505445394833	0.0107663914962584	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-3663-3p	8.8114033244682	1.16080777630978	0.0120353152666452	0.465534957613894	Heavy_Abst	69_19	FALSE	hsa-miR-7162-3p	3.15400742032211	-0.802888888489389	0.00275505741594176	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-5047-5p:Novel	2.37582184444161	1.49845938309654	0.0114699607023929	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-378j-3p:Novel	19.1579320177516	-1.03834953011204	0.0122010969460487	0.465534957613894	Heavy_Abst	69_19	FALSE	hsa-miR-8059-3p:Novel	10.140672772498	-0.832491407861823	0.00292206174948119	0.0998582987122665	Heavy_Light	69_144	FALSE
hsa-miR-5092-5p:Novel	17.2270019245965	1.78522710991224	0.0109910535093328	0.695221258986369	Light_Abst	144_19	FALSE	hsa-miR-631-3p:Novel	13.2353507590627	-1.11070498849861	0.0118603892715138	0.465534957613894	Heavy_Abst	69_19	FALSE	hsa-miR-935	34.7536242090219	0.508339518228818	0.00247511633913715	0.0998582987122665	Heavy_Light	69_144	FALSE
