ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	all.x	nowine.x	abstemious.y	all.y	nowine.y
hsa-miR-1269b-3p:Novel	4.99550282766313	0.769286769690925	0.575104544244463	1.33764682854587	0.181011591502163	0.940773249107654	nowine_vs_abstemious	FALSE	5.361	4.177	8.169	2.091	2.049	2.834
hsa-miR-127-3p	3.67221828089352	-0.567722514752389	0.530077790620459	-1.07101735782566	0.284161624974287	0.999770134585052	nowine_vs_abstemious	FALSE	14.391	2.841	2.644	1.99	1.386	1.498
hsa-miR-127-5p	3.03534838382649	0.238391875885428	0.564091537138669	0.422612041114216	0.672578339926753	0.999770134585052	nowine_vs_abstemious	FALSE	5.507	2.671	3.274	1.64	1.386	0.925
hsa-miR-1270	3.49882701321618	0.225702120721631	0.581757588046317	0.387965924913148	0.698041250386628	0.999770134585052	nowine_vs_abstemious	FALSE	2.936	3.606	2.79	2.246	1.224	0.891
hsa-miR-1270-3p:Novel	11.3977860098758	-0.624511296967068	0.589641209975291	-1.05913780516331	0.289537024861164	0.999770134585052	nowine_vs_abstemious	FALSE	11.784	11.251	10.539	6.274	4.777	3.332
hsa-miR-1271-3p	5.05746786955575	0.859675294536212	0.874238934717747	0.98334135028402	0.325439465272896	0.999770134585052	nowine_vs_abstemious	FALSE	1.417	2.334	19.703	0	0.335	0
hsa-miR-1271-5p	0.0605999839713494	-0.453519461249086	3.30692025016778	-0.137142545613574	0.890918123620735	0.999770134585052	nowine_vs_abstemious	FALSE	0.185	0.054	0.018	0	0	0
hsa-miR-1272	66.1758681582253	0.31696993733226	0.325478498024649	0.973858301718769	0.330126900261722	0.999770134585052	nowine_vs_abstemious	FALSE	150.429	55.597	67.496	32.587	43.128	48.289
hsa-miR-1272-3p:Novel	17.8691891394338	-0.0951273171430365	0.43040511760303	-0.221018090288541	0.825078347259923	0.999770134585052	nowine_vs_abstemious	FALSE	15.526	18.801	12.986	7.821	12.984	8.77
hsa-miR-1273c	16.6720385724663	-0.0651091146116672	0.477344187269372	-0.136398674893521	0.89150612117071	0.999770134585052	nowine_vs_abstemious	FALSE	29.972	16.929	6.658	8.956	6.211	5.395
hsa-miR-1273c-3p:Novel	2.69367200181307	0.403141854463058	0.496703971742237	0.811634046430107	0.417001649163885	0.999770134585052	nowine_vs_abstemious	FALSE	4.699	2.453	2.522	2.49	1.479	1.837
hsa-miR-1273h-3p	0.58404194215564	0.368792528933436	0.865073627227572	0.426313457405191	0.669879453119591	0.999770134585052	nowine_vs_abstemious	FALSE	0.552	0.558	0.653	0	0	0
hsa-miR-1273h-5p	6.39586293827557	-0.891973306813471	0.468303442986154	-1.90469090110842	0.0568202624548205	0.840698095980472	nowine_vs_abstemious	FALSE	21.689	5.102	4.217	3.522	3.307	2.753
hsa-miR-1275	0.356169339640077	0.553093401767051	0.840180118014089	0.658303368418647	0.510343213965764	0.999770134585052	nowine_vs_abstemious	FALSE	0.343	0.367	0.264	0	0	0
hsa-miR-1275-3p:Novel	19.2596615585729	-0.122321702407314	0.360388529799547	-0.339416191950812	0.734296222391837	0.999770134585052	nowine_vs_abstemious	FALSE	41.346	17.334	15.042	13.208	10.996	11.614
hsa-miR-1276	1.08887342853521	0.0867093543844433	0.513603011560971	0.168825634649048	0.865933794207265	0.999770134585052	nowine_vs_abstemious	FALSE	2.123	0.94	1.158	1.14	0.574	0.457
hsa-miR-1276-3p:Novel	11.0794957255901	0.0576792476813179	0.590088130297808	0.0977468359721252	0.922133323871585	0.999770134585052	nowine_vs_abstemious	FALSE	7.439	12.277	5.662	4.746	3.341	2.753
hsa-miR-1277-3p	0.535151079819167	0.792185185649273	0.895186093497132	0.88493911087752	0.376189472358091	0.999770134585052	nowine_vs_abstemious	FALSE	0.469	0.504	0.654	0	0	0
hsa-miR-1277-5p	0.0974904778129398	0.284533713879234	2.36991754870287	0.120060596215665	0.904435146209516	0.999770134585052	nowine_vs_abstemious	FALSE	0.039	0.098	0.112	0	0	0
hsa-miR-1278	1.45016493068579	0.00727102700437489	0.782836728949768	0.00928805041394711	0.992589314525594	0.999770134585052	nowine_vs_abstemious	FALSE	2.603	1.453	0.631	0.684	0	0
hsa-miR-1278-5p:Novel	0.359791082100603	-0.102317591186528	0.955206726718913	-0.107115651852646	0.914697230225601	0.999770134585052	nowine_vs_abstemious	FALSE	0.263	0.397	0.182	0	0	0
hsa-miR-1279	0.554433897306078	0.759005932869525	0.746322288829436	1.01699486164346	0.309155873812792	0.999770134585052	nowine_vs_abstemious	FALSE	0.356	0.578	0.47	0	0	0
hsa-miR-1279-3p:Novel	0.714929248365901	0.561192043947863	0.783272499096148	0.716471016913586	0.473700557565685	0.999770134585052	nowine_vs_abstemious	FALSE	0.461	0.765	0.538	0	0	0
hsa-miR-128-1-5p	10.010339233182	0.144034494460972	0.425567191791268	0.338453003989127	0.73502183687475	0.999770134585052	nowine_vs_abstemious	FALSE	21.013	8.604	9.969	6.309	5.356	7.809
hsa-miR-128-2-5p	9.73915234170826	-0.216956328137978	0.522602829380845	-0.415145720498716	0.678035231380139	0.999770134585052	nowine_vs_abstemious	FALSE	12.96	9.793	6.639	5.662	4.428	3.199
hsa-miR-128-3p	21.3543293932985	-0.00508681440609991	0.366416036194178	-0.0138826194915885	0.988923628031522	0.999770134585052	nowine_vs_abstemious	FALSE	34.808	19.956	18.662	17.033	12.613	15.199
hsa-miR-1281	64.6913485758975	-0.358475137695569	0.78081848116991	-0.459101758399035	0.646161094011999	0.999770134585052	nowine_vs_abstemious	FALSE	25.949	76.847	17.032	7.149	6.376	5.13
hsa-miR-1281-5p:Novel	329.133086506671	1.08523503068104	0.926900987165815	1.17082088131049	0.241670782591789	0.988366257973026	nowine_vs_abstemious	FALSE	172.009	380.384	115.692	4.183	6.069	3.983
hsa-miR-1282	9.83783273183895	0.0495312727264987	0.343809133582458	0.144066192222375	0.885448200877475	0.999770134585052	nowine_vs_abstemious	FALSE	9.709	9.845	8.921	5.706	7.349	7.827
hsa-miR-1282-3p:Novel	9.8749577313481	0.350822443250927	0.415930121100625	0.843464864536832	0.398968508112652	0.999770134585052	nowine_vs_abstemious	FALSE	9.369	9.88	9.52	6.319	7.202	5.625
hsa-miR-1283	9.072255143055	0.626899138512923	0.415069837560607	1.51034616776119	0.130955117052531	0.914124072843688	nowine_vs_abstemious	FALSE	9.327	9.452	6.33	4.866	4.138	2.594
hsa-miR-1283-1-3p:Novel	1.0512720742465	0.391311278742699	0.757741422884903	0.516417958586563	0.605562525605344	0.999770134585052	nowine_vs_abstemious	FALSE	1.376	1.004	1.309	0	0	0
hsa-miR-1283-2-3p:Novel	1.35062348318751	-0.920696862128954	0.689737858876468	-1.33485040770228	0.181925311637522	0.942009006734299	nowine_vs_abstemious	FALSE	1.923	1.358	0.859	1.279	0.335	0
hsa-miR-1284	23.1941731322122	0.774767924703203	0.402644710710567	1.92419744775967	0.0543298389308962	0.840343794299184	nowine_vs_abstemious	FALSE	19.313	21.975	29.586	20.471	15.121	15.452
hsa-miR-1284-3p:Novel	0.761187871042781	0.320364586209362	0.655994027131747	0.48836509626485	0.62529126017226	0.999770134585052	nowine_vs_abstemious	FALSE	0.845	0.748	0.68	0.663	0	0
hsa-miR-1285-2:Novel	7.12023856414166	0.499808208450166	0.501546784490062	0.996533571555714	0.318990963812155	0.999770134585052	nowine_vs_abstemious	FALSE	21.8	5.815	4.811	3.019	2.908	3.038
hsa-miR-1285-3p	28.3003907292604	-0.922382696408406	0.360089174155166	-2.56153964798437	0.0104209345991729	0.603893160022072	nowine_vs_abstemious	FALSE	81.534	24.805	14.114	23.869	15.154	12.676
hsa-miR-1285-5p	15.4303934786104	0.821059586092444	0.515386359937885	1.59309529687863	0.11113881426581	0.904725515141507	nowine_vs_abstemious	FALSE	12.734	14.712	18.657	6.633	7.261	7.277
hsa-miR-1286	25.2273252008049	-0.739704672672042	0.694772092076427	-1.06467240280381	0.287024202783773	0.999770134585052	nowine_vs_abstemious	FALSE	20.26	25.975	22.783	2.509	5.605	4.826
hsa-miR-1286-5p:Novel	8.17936600360759	0.149994059827571	0.557455520911423	0.26906910811886	0.787876502204724	0.999770134585052	nowine_vs_abstemious	FALSE	65.444	2.83	3.149	2.013	1.293	1.648
hsa-miR-1287-3p	0.372508748050102	-0.51374019849916	0.892968887513202	-0.575317019084346	0.565076913387901	0.999770134585052	nowine_vs_abstemious	FALSE	1.166	0.314	0.189	0	0	0
hsa-miR-1287-5p	60.9894758283416	-0.156795732132167	0.391936566599806	-0.400053849255321	0.689116855060899	0.999770134585052	nowine_vs_abstemious	FALSE	288.8	39.271	41.528	28.598	29.449	26.637
hsa-miR-1288-3p	12.7007714798627	0.900686255620649	0.452770915497989	1.98927586731142	0.0466707618628075	0.785948580044733	nowine_vs_abstemious	FALSE	11.847	11.321	18.247	7.299	7.159	8.878
hsa-miR-1288-5p	36.0374325202626	-0.240220752271204	0.371541188619381	-0.646552144498019	0.517921838722265	0.999770134585052	nowine_vs_abstemious	FALSE	35.979	35.324	37.465	18.956	25.98	24.858
hsa-miR-1289	6.73064323109159	-0.21623464454293	0.387197619805516	-0.558460676105246	0.576529849820412	0.999770134585052	nowine_vs_abstemious	FALSE	9.792	6.376	6.279	5.307	4.78	4.298
hsa-miR-1289-1-5p:Novel	5.12034637057656	-0.0294991782004903	0.458258581096541	-0.0643723422044895	0.948673752062155	0.999770134585052	nowine_vs_abstemious	FALSE	4.204	4.965	5.839	2.013	3.098	3.226
hsa-miR-1289-2-5p:Novel	3.06456081992309	0.160860070651511	0.453334156062992	0.354837747167585	0.722711147924715	0.999770134585052	nowine_vs_abstemious	FALSE	4.921	2.596	4.104	3.317	1.656	2.231
hsa-miR-129-3p	1.02876520375709	-0.166652403919413	0.621235331340887	-0.268259700490163	0.788499424010481	0.999770134585052	nowine_vs_abstemious	FALSE	1.832	0.911	1.046	0.456	0.247	0.519
hsa-miR-129-5p	5.3615401848697	0.456905151431655	0.416703233565602	1.09647613607904	0.272870461133406	0.999770134585052	nowine_vs_abstemious	FALSE	5.862	5.275	5.707	6.052	3.78	4.048
hsa-miR-1290	1.64337298367404	0.642871601519277	0.563535318778378	1.14078315963032	0.253960170262054	0.993272791902318	nowine_vs_abstemious	FALSE	1.64	1.615	1.903	1.279	0.886	0.922
hsa-miR-1290-5p:Novel	145.337365709777	-0.186346485128591	0.561886445141034	-0.331644386049956	0.740157799412929	0.999770134585052	nowine_vs_abstemious	FALSE	673.675	105.016	45.843	36.073	29.408	22.715
hsa-miR-1291	6.03793862421642	1.12668539008818	0.793062610079096	1.42067647089781	NA	NA	nowine_vs_abstemious	NA	1.096	6.977	3.436	0.82	1.133	1.1
hsa-miR-1291-3p:Novel	23.9651070952271	-0.798417648913714	0.405822449286383	-1.96740631356813	0.0491363870649324	0.795497890037843	nowine_vs_abstemious	FALSE	36.9	22.672	21.732	14.599	12.586	18.322
hsa-miR-1292-3p	0.226789898734957	1.20152177891965	1.29805340876531	0.925633545435176	0.35463645408582	0.999770134585052	nowine_vs_abstemious	FALSE	0.047	0.24	0.228	0	0	0
hsa-miR-1292-5p	12.9416289623348	-0.770874472477662	0.594962737061028	-1.29566849225818	0.195089720905822	0.950027412019996	nowine_vs_abstemious	FALSE	13.74	13.706	7.41	9.961	3.935	4.245
hsa-miR-1293	21.7440635636081	0.60277023852326	0.377975162529251	1.59473504684745	0.1107714973216	0.904725515141507	nowine_vs_abstemious	FALSE	15.604	20.548	28.566	13.035	13.69	21.283
hsa-miR-1293-3p:Novel	3.21126600821858	0.36602972942524	0.464172345809412	0.788564275165868	0.430366717882836	0.999770134585052	nowine_vs_abstemious	FALSE	4.582	3.052	2.879	2.433	1.914	1.62
hsa-miR-1294	19.5350486395553	1.16740007665739	0.500929331836291	2.33046859599532	0.0197813979442575	0.66776621992411	nowine_vs_abstemious	FALSE	14.526	19.382	21.135	5.39	9.116	6.746
hsa-miR-1294-3p:Novel	15.4800866477079	-0.0626059921797482	0.631100930646323	-0.0992012357130137	0.920978493742826	0.999770134585052	nowine_vs_abstemious	FALSE	4.336	16.057	16.737	3.164	4.05	3.134
hsa-miR-1295a	4.06150039156737	0.443301951881644	0.401305044661501	1.10465083302296	0.269310915560067	0.999770134585052	nowine_vs_abstemious	FALSE	4.168	3.604	5.901	2.49	3.359	4.144
hsa-miR-1295a-5p:Novel	2.57990761473703	0.140935565646747	0.643520723263666	0.21900703513009	0.82664456755577	0.999770134585052	nowine_vs_abstemious	FALSE	3.015	2.309	3.709	1.577	0.97	1.27
hsa-miR-1295b-3p	4.70614080804438	0.412381403069698	0.422269916315397	0.976582482285303	0.328775895073712	0.999770134585052	nowine_vs_abstemious	FALSE	4.473	4.287	6.416	2.653	3.256	5.311
hsa-miR-1295b-5p	0.720257027479592	1.01977079492719	0.786676396363249	1.2963027741032	0.194871193226746	0.950027412019996	nowine_vs_abstemious	FALSE	0.49	0.633	1.206	0	0	0
hsa-miR-1296-3p	3.70399847370207	0.646184357341474	0.525539396566922	1.22956406610554	0.218860393149836	0.970424079053526	nowine_vs_abstemious	FALSE	7.64	2.959	4.822	2.652	1.664	1.534
hsa-miR-1296-5p	0.763828571749923	-0.735919519910156	1.19345518898699	-0.616629368828507	0.537479218528261	0.999770134585052	nowine_vs_abstemious	FALSE	1.934	0.669	0.506	0	0	0
hsa-miR-1297	0.845440010749729	-0.412817916156708	0.828652446771506	-0.498179807185845	0.618357313690677	0.999770134585052	nowine_vs_abstemious	FALSE	1.492	0.829	0.469	0.228	0	0
hsa-miR-1297-5p:Novel	1.12261123082518	0.411286590891929	0.901533118024007	0.456207966927929	0.648240436963015	0.999770134585052	nowine_vs_abstemious	FALSE	0.508	1.159	1.149	0	0	0
hsa-miR-1298-3p	5.14863130132913	1.36173770961033	0.847314242607727	1.60712241236426	0.108027517695678	0.904614316622964	nowine_vs_abstemious	FALSE	1.057	5.768	3.703	0	0.578	0.854
hsa-miR-1298-5p	0.995156076732311	-0.00733134493093436	0.625190351392007	-0.0117265804160459	0.990643756969204	0.999770134585052	nowine_vs_abstemious	FALSE	2.081	0.775	1.369	0.333	0	0
hsa-miR-1299	1.40318642135244	0.701354898009968	0.542434559814333	1.29297605641136	0.196019340401996	0.950027412019996	nowine_vs_abstemious	FALSE	2.888	1.215	1.764	1.046	0.497	1.083
hsa-miR-1299-5p:Novel	3.93426998798628	-0.956259119449976	0.526871605897719	-1.81497561976345	0.0695276562449543	0.879370718127206	nowine_vs_abstemious	FALSE	14.158	2.977	2.704	2.652	1.913	1.043
hsa-miR-1301-3p	3.55227670454859	-0.151135626935832	0.440755761393345	-0.342901080766483	0.731672878672937	0.999770134585052	nowine_vs_abstemious	FALSE	6.54	3.02	4.497	2.433	2.025	2.184
hsa-miR-1301-5p	2.30151306061597	-0.0153096645152148	0.663278257043671	-0.0230818127273646	0.981585013163008	0.999770134585052	nowine_vs_abstemious	FALSE	1.964	2.245	2.537	0	0.738	1.623
hsa-miR-1302	106.18612548089	0.214835056038777	0.285801095940339	0.75169430450198	0.452234916302061	0.999770134585052	nowine_vs_abstemious	FALSE	102.908	102.19	118.799	87.797	75.363	89.71
hsa-miR-1302-3-5p:Novel	0.545565907300064	0.698795567737657	0.834909887960124	0.83697124422011	0.402608731851539	0.999770134585052	nowine_vs_abstemious	FALSE	0.504	0.498	0.795	0	0	0
hsa-miR-1302-4-5p:Novel	8.63828395345303	0.483064674323344	0.528855147471571	0.913415850508123	0.361023872330918	0.999770134585052	nowine_vs_abstemious	FALSE	10.761	9.162	3.888	3.955	1.574	1.423
hsa-miR-1302-5-5p:Novel	1.00173428697489	-1.05566094521222	0.721426658922388	-1.46329627850056	0.143386325621012	0.915278021497784	nowine_vs_abstemious	FALSE	4.748	0.579	0.971	0.734	0	0
hsa-miR-1302-6-5p:Novel	0.260777577780371	-0.244985131370629	1.19939207380292	-0.204257754175291	0.838152081249282	0.999770134585052	nowine_vs_abstemious	FALSE	0.303	0.266	0.176	0	0	0
hsa-miR-1302-7-5p:Novel	0.282094759981022	0.567595553117979	1.40870095688336	0.402921251912641	0.687006156728568	0.999770134585052	nowine_vs_abstemious	FALSE	0.158	0.319	0.132	0	0	0
hsa-miR-1302-8-5p:Novel	2.55538342346817	0.322792091622563	0.485879860223033	0.664345485475343	0.506469215188878	0.999770134585052	nowine_vs_abstemious	FALSE	3.755	2.401	2.398	1.245	1.148	0.236
hsa-miR-1302:Novel	2.63093041463482	0.249577633285802	0.600011870011249	0.415954493168815	0.677443303054725	0.999770134585052	nowine_vs_abstemious	FALSE	3.525	2.398	2.981	0.791	1.148	1.518
hsa-miR-1303	6.59464310650467	-0.991925539234153	0.768378923587248	-1.29093277910755	0.196726987821224	0.950027412019996	nowine_vs_abstemious	FALSE	4.952	7.03	4.452	2.383	1.18	1.34
hsa-miR-1303-5p:Novel	4.66428782451227	0.139410356850335	0.462474108024488	0.30144467426694	0.763075432441842	0.999770134585052	nowine_vs_abstemious	FALSE	17.412	3.594	2.557	2.383	2.038	1.861
hsa-miR-1304-3p	2.40984395396736	0.654244774078748	0.646452236791201	1.01205431251383	0.311512085455409	0.999770134585052	nowine_vs_abstemious	FALSE	3.144	2.264	2.413	1.369	0.729	1.488
hsa-miR-1304-5p	3.73866489139098	0.287189083835543	0.581200400311258	0.494130911956945	0.621213728064836	0.999770134585052	nowine_vs_abstemious	FALSE	21.941	2.095	1.686	1.046	0.69	1.119
hsa-miR-1305	1.16403852378587	-0.0759106941252262	0.681205477216184	-0.111435824672818	0.911270752978942	0.999770134585052	nowine_vs_abstemious	FALSE	1.857	1.103	0.942	1.245	0	0.28
hsa-miR-1305-5p:Novel	3.32020813245691	0.347509923104045	0.515403966447192	0.674247669259354	0.500153867860784	0.999770134585052	nowine_vs_abstemious	FALSE	4.953	3.297	2.155	0	0.413	0.118
hsa-miR-1306-3p	54.2695522132403	0.245942234343905	0.499667381747053	0.492211906016329	0.622569548589908	0.999770134585052	nowine_vs_abstemious	FALSE	28.445	57.428	47.983	12.637	30.383	26.731
hsa-miR-1306-5p	3.68494667746326	0.0915948815989406	0.479503332434843	0.1910203233288	0.848509670618336	0.999770134585052	nowine_vs_abstemious	FALSE	2.441	3.967	2.556	2.383	2.789	1.705
hsa-miR-1307-3p	16.7127052469431	0.101571700672352	0.406615603022972	0.249797843263318	0.802743687713023	0.999770134585052	nowine_vs_abstemious	FALSE	36.652	14.986	12.82	7.379	10.767	6.949
hsa-miR-1307-5p	1.38063210693503	0.437166503412384	0.629816719355538	0.69411701845533	0.487608826698393	0.999770134585052	nowine_vs_abstemious	FALSE	1.47	1.315	1.467	0.663	0.139	0.118
hsa-miR-130a-3p	0.864273364874566	-0.266592668971666	0.745898176454592	-0.357411611111367	0.720783685633547	0.999770134585052	nowine_vs_abstemious	FALSE	2.241	0.689	0.886	0	0	0
hsa-miR-130a-5p	1.23647281963005	0.728169610590539	0.725769000466088	1.00330767795663	0.315712432732008	0.999770134585052	nowine_vs_abstemious	FALSE	0.591	1.309	1.059	0	0.289	0
hsa-miR-130b-3p	5.06344855282861	-0.224386712439991	0.419882909277759	-0.534403062096427	0.593062700900469	0.999770134585052	nowine_vs_abstemious	FALSE	6.447	4.795	5.15	5.995	3.451	3.608
hsa-miR-130b-5p	1.69429825115002	0.652555284477038	1.25143499389912	0.521445610565723	NA	NA	nowine_vs_abstemious	NA	1.297	0.669	6.72	0	0	0
hsa-miR-132-3p	1.22825350629436	-0.107342463679541	0.697295007214659	-0.153941248064173	0.877656060469322	0.999770134585052	nowine_vs_abstemious	FALSE	4.208	0.975	0.766	0	0	0
hsa-miR-132-5p	1.45298432521318	-0.992441980724785	0.620745162133237	-1.59879132575787	0.109866977082161	0.904725515141507	nowine_vs_abstemious	FALSE	5.478	1.179	0.474	1.245	0.297	0
hsa-miR-1321	0.349910164784235	0.0923624524590463	0.918968731392811	0.100506632384607	0.919942117620401	0.999770134585052	nowine_vs_abstemious	FALSE	0.663	0.257	0.595	0	0	0
hsa-miR-1321-5p:Novel	2.79138993381911	2.34927499570303	0.913010586643511	2.57310816552482	NA	NA	nowine_vs_abstemious	NA	0.85	1.532	10.659	0	0	0
hsa-miR-1322	0.824095354495043	-0.0929043569609992	0.665521017287545	-0.139596428283585	0.888978862805842	0.999770134585052	nowine_vs_abstemious	FALSE	1.362	0.742	0.867	0.663	0	0
hsa-miR-1322-5p:Novel	1.98383277339316	-0.934110301408843	0.608564870136367	-1.53493957217663	0.124798671985296	0.913822646145782	nowine_vs_abstemious	FALSE	3.455	1.846	1.619	1.369	0.808	0.814
hsa-miR-1323	0.815507386544509	0.779744061372694	0.678050798071531	1.14997882694098	0.250152591982014	0.990638453669092	nowine_vs_abstemious	FALSE	0.603	0.781	0.985	0	0	0
hsa-miR-1323-3p:Novel	1.44360798299106	0.971898112352946	0.614764373274761	1.58092783935378	0.113894538059519	0.905432797204643	nowine_vs_abstemious	FALSE	1.627	1.399	1.375	0.881	0.624	0.874
hsa-miR-1324	29.7354967691203	-0.322241961115227	0.463656514866028	-0.695001473684325	0.487054378017456	0.999770134585052	nowine_vs_abstemious	FALSE	37.906	30.467	18.595	24.05	13.963	8.622
hsa-miR-1324-5p:Novel	6.7998270494552	-0.819108462703015	0.812837005855872	-1.00771551590535	0.313591054093098	0.999770134585052	nowine_vs_abstemious	FALSE	6.393	5.41	13.053	1.577	0.849	0
hsa-miR-133a-3p	1.83695822858203	0.389187570661591	0.571606190914086	0.68086661209743	0.495955896137698	0.999770134585052	nowine_vs_abstemious	FALSE	1.839	1.866	1.51	0.82	1.037	0.425
hsa-miR-133a-5p	11.1593917420796	0.518099740548228	0.448957487300193	1.15400623712464	0.248497611845693	0.989288716886341	nowine_vs_abstemious	FALSE	12.154	11.099	9.886	7.149	4.955	6.642
hsa-miR-133b	16.6629276235051	-0.191133655610763	0.529639934628707	-0.360874705840966	0.718193113045392	0.999770134585052	nowine_vs_abstemious	FALSE	11.452	17.983	12.706	4.732	7.171	5.427
hsa-miR-133b-5p:Novel	9.48089003669931	0.540447624526171	0.412238090848305	1.31100845973266	0.189854905501653	0.943036437756067	nowine_vs_abstemious	FALSE	11.021	8.999	9.952	7.677	5.106	7.186
hsa-miR-134-3p	0.413898360056476	1.4087631075569	1.08786930628779	1.29497458878045	0.19532899568233	0.950027412019996	nowine_vs_abstemious	FALSE	0.137	0.279	1.169	0	0	0
hsa-miR-134-5p	11.365506423521	0.616096680382734	0.534607820702534	1.15242736174924	0.249145502716696	0.989288716886341	nowine_vs_abstemious	FALSE	8.27	11.141	12.697	5.304	4.847	5.696
hsa-miR-1343-3p	0.32104094975	0.195811226727994	1.14782463880721	0.170593329423105	0.864543543387186	0.999770134585052	nowine_vs_abstemious	FALSE	1.911	0.174	0.158	0	0	0
hsa-miR-1343-5p	2.99447837731157	0.160250816243426	0.50116497009823	0.319756618687887	0.749152835629831	0.999770134585052	nowine_vs_abstemious	FALSE	4.693	2.862	2.413	2.248	1.942	1.42
hsa-miR-135a-2-3p	1.55811541268427	0.0841879333039294	0.55279835513476	0.152294109636788	0.878954970560002	0.999770134585052	nowine_vs_abstemious	FALSE	3.225	1.288	1.827	1.046	0.751	1.309
hsa-miR-135a-3p	0.905020048048855	0.246006743974856	0.654493575722886	0.37587342809766	0.707010995730859	0.999770134585052	nowine_vs_abstemious	FALSE	1.102	0.91	0.654	0.333	0	0.2
hsa-miR-135a-5p	3.69730667993379	-0.190707697521695	0.514537093034328	-0.37063935740192	0.710906163722938	0.999770134585052	nowine_vs_abstemious	FALSE	6.103	3.512	3.242	2.49	1.674	2.422
hsa-miR-135b-3p	1.04397425630709	-0.574987745244399	0.666021542287047	-0.863317038169594	0.387963178877865	0.999770134585052	nowine_vs_abstemious	FALSE	1.154	0.992	1.137	0.333	0.232	0
hsa-miR-135b-5p	0.807849775020933	0.544142988053095	0.696722997818805	0.78100333957199	0.434800530538712	0.999770134585052	nowine_vs_abstemious	FALSE	3.029	0.496	1.058	0.294	0	0.626
hsa-miR-136-3p	0.201296663324755	-0.147872981402968	1.73621640988137	-0.0851696715693823	0.932126501530375	0.999770134585052	nowine_vs_abstemious	FALSE	0.061	0.222	0.15	0	0	0
hsa-miR-136-5p	1.94982081399636	0.473006149595901	0.611117033113775	0.774002562464723	0.438929275917783	0.999770134585052	nowine_vs_abstemious	FALSE	2.584	1.882	1.72	1.582	0.741	0.492
hsa-miR-137-3p	84.6478277046181	-0.421312462580666	0.492828146080559	-0.854887177064349	0.392613610102264	0.999770134585052	nowine_vs_abstemious	FALSE	416.763	54.716	45.567	23.831	21.632	21.672
hsa-miR-137-5p	6.542526957488	0.426004718237447	0.593592881462351	0.717671541457775	0.472959834467432	0.999770134585052	nowine_vs_abstemious	FALSE	5.861	6.762	4.947	2.433	2.853	2.619
hsa-miR-138-1-3p	0.255143956122503	0.988476390671298	0.954434769906161	1.03566678607956	0.300357622644063	0.999770134585052	nowine_vs_abstemious	FALSE	0.115	0.239	0.376	0	0	0
hsa-miR-138-2-3p	0.362180419361995	1.00399044288354	1.34973396898152	0.743843206110554	0.456971337854769	0.999770134585052	nowine_vs_abstemious	FALSE	0.095	0.296	0.777	0	0	0
hsa-miR-138-5p	6.25428555599587	0.266816293154	0.352866468137387	0.756139552058872	0.449565530296848	0.999770134585052	nowine_vs_abstemious	FALSE	8.535	5.982	5.92	5.307	4.352	4.24
hsa-miR-139-3p	5.7332147862192	0.865170303218779	0.645717422511436	1.33985900497126	0.180291188168642	0.939806008654821	nowine_vs_abstemious	FALSE	3.994	5.837	5.374	1.327	0.93	0.21
hsa-miR-139-5p	3.35579797424319	-0.463469967100208	0.667515274075907	-0.694321141552641	0.487480835460068	0.999770134585052	nowine_vs_abstemious	FALSE	13.239	2.142	3.668	0.449	0	0
hsa-miR-140-3p	12.1839794727003	-0.293469491845393	0.774029278764109	-0.379145207935771	NA	NA	nowine_vs_abstemious	NA	46.723	10.5	1.322	1.902	0.698	0
hsa-miR-140-5p	1.05300414270322	0.0472542889613944	0.878741854687391	0.0537749382362184	0.957114477010769	0.999770134585052	nowine_vs_abstemious	FALSE	7.832	0.434	0.366	0	0	0
hsa-miR-141-3p	12.4552429000138	0.349331792612253	0.534715440454609	0.653304105666474	0.513560246093598	0.999770134585052	nowine_vs_abstemious	FALSE	51.164	8.95	7.965	5.214	4.44	4.769
hsa-miR-141-5p	1.95109197054689	0.26011446105368	0.663482321472752	0.392044298145422	0.695025483190537	0.999770134585052	nowine_vs_abstemious	FALSE	3.969	1.693	1.887	0.692	0.638	0.907
hsa-miR-142-3p	5.28018084503369	0.425998250699953	0.788515862070944	0.540253241806853	0.589022399706657	0.999770134585052	nowine_vs_abstemious	FALSE	33.145	2.849	2.13	0.791	0.399	0.274
hsa-miR-142-5p	14.8389099563304	1.78551360318295	0.824706878889052	2.16502814380327	NA	NA	nowine_vs_abstemious	NA	82.921	9.782	2.065	1.577	0.408	0.658
hsa-miR-143-3p	74.3081405351174	-0.81543745008354	0.461928026442842	-1.76529113499122	0.0775148486504872	0.883331991672042	nowine_vs_abstemious	FALSE	397.501	46.114	33.948	24.31	20.673	19.119
hsa-miR-143-5p	0.847615959820853	0.461904652090984	0.637312144648578	0.724769888616642	0.468593211463104	0.999770134585052	nowine_vs_abstemious	FALSE	1.444	0.754	0.877	0	0	0
hsa-miR-144-3p	22.2620837581393	-0.99433237567644	0.737680974463507	-1.34791652502572	NA	NA	nowine_vs_abstemious	NA	69.587	20.817	1.913	1.577	1.051	1.147
hsa-miR-144-5p	7.16456062128414	-0.430729292806617	0.89890412795624	-0.479171559469783	0.631816585216707	0.999770134585052	nowine_vs_abstemious	FALSE	21.05	6.459	2.412	0.663	0	0.533
