ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.x	all.x	nowine.x	abstemious.y	all.y	nowine.y
hsa-miR-4304	7.73255709912959	-0.112074860553524	0.384842738392215	-0.291222490053333	0.770881163081487	0.92198647210846	nowine_vs_all	FALSE	3.769	8.813	3.685	3.137	2.335	1.532
hsa-miR-4304-3p:Novel	1.69075671232057	-0.181103599289537	0.358164772389875	-0.505643249281924	0.61310711440648	0.853002322453156	nowine_vs_all	FALSE	1.848	1.721	1.264	1.327	0.874	0.441
hsa-miR-4305	2.72349331165725	0.48676313515785	0.329743780953567	1.4761859457977	0.139893981370294	0.478446458405658	nowine_vs_all	FALSE	2.815	2.578	3.226	2.091	1.561	1.491
hsa-miR-4305-3p:Novel	8.52074814324429	0.739254532223091	0.376619165571063	1.96287018771912	0.0496612596396645	0.299217150501915	nowine_vs_all	FALSE	4.896	8.143	11.352	2.091	2.188	2.469
hsa-miR-4306	5.7604593507244	0.44770986239344	0.324153412673715	1.38116658621791	0.167227745983415	0.512890205035326	nowine_vs_all	FALSE	8.051	5.042	7.427	3.962	2.641	3.394
hsa-miR-4306-5p:Novel	19.8048292683101	0.167354357323024	0.217148352652678	0.77069135122891	0.440889899558902	0.750358797387497	nowine_vs_all	FALSE	17.863	19.925	19.275	10.428	14.371	16.599
hsa-miR-4307	1.87303847836918	0.499538517672935	0.481191659749558	1.03812796325881	0.299210484411894	0.638477409895375	nowine_vs_all	FALSE	1.717	1.928	1.499	0.999	0	0.582
hsa-miR-4307-5p:Novel	0.850592780675039	0.319301004564388	0.42393717685935	0.753180004004044	0.451341753603611	0.758501456603986	nowine_vs_all	FALSE	0.779	0.855	0.752	0	0.139	0.409
hsa-miR-4308	2.26964382262129	0.717767958233043	0.3458549564702	2.07534385384726	0.0379546778043887	0.26058119421617	nowine_vs_all	FALSE	2.666	1.793	4.091	2.383	1.148	0.79
hsa-miR-4308-5p:Novel	1.35402434476881	-0.19417984192024	0.416445212885211	-0.466279443038679	0.641015491227255	0.864274648175651	nowine_vs_all	FALSE	2.418	1.319	0.787	0.82	0.519	0
hsa-miR-4309	32.1227759502899	-0.327903722137853	0.260122830127467	-1.2605726378464	0.20746286205131	0.549946929914751	nowine_vs_all	FALSE	59.544	30.121	23.739	22.083	19.133	13.502
hsa-miR-4309-3p:Novel	44.4162854552509	-0.693368504007948	0.328140901753402	-2.11302065759853	0.0345989998164081	0.253922751241364	nowine_vs_all	FALSE	42.685	47.233	25.868	26.109	13.976	11.909
