ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	abstemious.28.x	light.28.x	heavy.28.x	abstemious.28.y	light.28.y	heavy.28.y
hsa-miR-1288-3p	12.4383860889418	-0.298236577916942	0.419055607115074	-0.711687358081441	0.476658397756725	0.955453351756341	heavy.28_vs_abstemious.28	FALSE	11.847	13.332	9.676	7.299	8.607	5.182
hsa-miR-1288-5p	35.7102326484137	-0.267492042440329	0.336569288522798	-0.794760697312437	0.426752717289032	0.952323439706152	heavy.28_vs_abstemious.28	FALSE	35.979	35.675	35.724	18.956	24.222	28.879
hsa-miR-1289	6.64077158549483	-0.374796737325744	0.35545043265157	-1.05442757385286	0.291687203542358	0.907993618376422	heavy.28_vs_abstemious.28	FALSE	9.792	6.561	5.686	5.307	5.106	3.837
hsa-miR-1289-1-5p:Novel	5.03812754354606	-0.178919883680059	0.418297010973512	-0.42773407169144	0.668844740935671	0.974377942189973	heavy.28_vs_abstemious.28	FALSE	4.204	5.465	3.934	2.013	3.229	3.081
hsa-miR-1289-2-5p:Novel	3.02040263614643	-0.653818788158461	0.425588312104231	-1.53627054494469	0.124472040474208	0.837533097413792	heavy.28_vs_abstemious.28	FALSE	4.921	2.987	2.394	3.317	2.053	1.051
hsa-miR-129-3p	1.00711963662832	-0.661995250846814	0.568827912809423	-1.16378826695976	0.244509828170195	NA	heavy.28_vs_abstemious.28	NA	1.832	0.853	1.202	0.456	0.287	0.289
hsa-miR-129-5p	5.3899419113335	-0.0919841136909732	0.380776929769321	-0.241569555557628	0.809113714624964	0.98113296757991	heavy.28_vs_abstemious.28	FALSE	5.862	5.627	4.413	6.052	3.974	3.625
hsa-miR-1290	1.66166293783862	-0.0163547195186705	0.520592057817257	-0.0314156147276674	0.974938088545816	NA	heavy.28_vs_abstemious.28	NA	1.64	1.676	1.622	1.279	0.814	1.038
hsa-miR-1290-5p:Novel	142.405166279798	0.766189648271002	0.509237797108559	1.50458126364816	0.132431766306274	0.837533097413792	heavy.28_vs_abstemious.28	FALSE	673.675	62.686	203.219	36.073	26.077	42.156
hsa-miR-1291	5.94595885317391	0.66470747183859	0.72995541863815	0.910613792111729	0.362498900907918	0.952323439706152	heavy.28_vs_abstemious.28	FALSE	1.096	7.484	2.68	0.82	1.036	1.156
hsa-miR-1291-3p:Novel	23.6912524860607	-1.16273377351785	0.367282483545156	-3.16577518833645	0.00154670282142531	0.190538414384948	heavy.28_vs_abstemious.28	FALSE	36.9	25.271	13.281	14.599	16.71	10.323
hsa-miR-1292-3p	0.222165088660204	0.395420646365513	1.19957319903256	0.329634445554816	0.741676192206833	NA	heavy.28_vs_abstemious.28	NA	0.047	0.197	0.374	0	0	0
hsa-miR-1292-5p	12.7319521114353	-0.136838271409284	0.536178653405222	-0.255210218721384	0.798560738944775	0.98113296757991	heavy.28_vs_abstemious.28	FALSE	13.74	9.515	23.11	9.961	3.995	4.281
hsa-miR-1293	21.3874501814069	-0.33445330555608	0.350784836884514	-0.953442881187561	0.340365723553799	0.946629383842276	heavy.28_vs_abstemious.28	FALSE	15.604	22.471	20.005	13.035	14.445	12.624
hsa-miR-1293-3p:Novel	3.15017467712885	0.154905359331179	0.420248258860806	0.36860440481322	0.712422611864725	0.974377942189973	heavy.28_vs_abstemious.28	FALSE	4.582	2.863	3.557	2.433	1.844	1.856
hsa-miR-1294	19.2560580011424	1.0484624527211	0.454739985395105	2.30563066014556	0.0211312785863348	0.532307659428549	heavy.28_vs_abstemious.28	FALSE	14.526	19.64	19.804	5.39	7.871	12.296
hsa-miR-1294-3p:Novel	15.2023455149378	-0.323280827788575	0.580733695169887	-0.556676546371229	0.577748444058132	0.963736681777306	heavy.28_vs_abstemious.28	FALSE	4.336	18.458	8.519	3.164	4.482	3.754
hsa-miR-1295a	4.00673424429652	0.00936302919997429	0.376373735872952	0.0248769462573097	0.980153115764398	0.997484865494535	heavy.28_vs_abstemious.28	FALSE	4.168	4.117	3.576	2.49	3.492	3.347
hsa-miR-1295a-5p:Novel	2.58430419652976	-0.625776104773394	0.589317676000789	-1.06186549336178	0.28829675219358	0.903047140986145	heavy.28_vs_abstemious.28	FALSE	3.015	2.656	2.179	1.577	0.945	1.027
hsa-miR-1295b-3p	4.6324523866292	0.0346361319923858	0.392002415051856	0.0883569352188913	0.929592988091428	0.993902376519657	heavy.28_vs_abstemious.28	FALSE	4.473	4.645	4.651	2.653	3.513	3.487
hsa-miR-1295b-5p	0.710136295453302	0.00105877012617191	0.743749904984158	0.00142355665402668	0.998864166507954	NA	heavy.28_vs_abstemious.28	NA	0.49	0.746	0.675	0	0	0
hsa-miR-1296-3p	3.63170674586974	-0.425138204610246	0.49366396904961	-0.861189455306435	0.389133706723903	0.952323439706152	heavy.28_vs_abstemious.28	FALSE	7.64	2.972	4.286	2.652	1.679	1.635
hsa-miR-1296-5p	0.746991109410346	-1.18633975081572	1.1327509351256	-1.0473085600977	0.294957289328474	NA	heavy.28_vs_abstemious.28	NA	1.934	0.664	0.564	0	0	0
hsa-miR-1297	0.827648691126245	-0.458403938782492	0.750079001446009	-0.61114087702599	0.541106320206863	NA	heavy.28_vs_abstemious.28	NA	1.492	0.775	0.747	0.228	0	0
hsa-miR-1297-5p:Novel	1.10403166734303	0.412146405289029	0.824332788368979	0.49997575142498	0.617092151720454	NA	heavy.28_vs_abstemious.28	NA	0.508	1.148	1.189	0	0	0
hsa-miR-1298-3p	5.06176969453383	1.54177038929177	0.777230614327818	1.98367171965447	0.0472924482047188	0.679395941408706	heavy.28_vs_abstemious.28	FALSE	1.057	3.077	13.257	0	0.627	0.578
hsa-miR-1298-5p	0.974197498155419	-1.0586673919743	0.58641103056358	-1.80533335288193	0.0710225334543677	NA	heavy.28_vs_abstemious.28	NA	2.081	0.967	0.568	0.333	0	0
hsa-miR-1299	1.43708750759909	-0.0947376400534739	0.508075023479918	-0.186463879693583	0.852081001910921	NA	heavy.28_vs_abstemious.28	NA	2.888	1.474	0.752	1.046	0.689	0.232
hsa-miR-1299-5p:Novel	3.8499564682969	-0.711863202092433	0.473082157807997	-1.50473483377775	0.132392263644364	0.837533097413792	heavy.28_vs_abstemious.28	FALSE	14.158	2.791	3.397	2.652	1.883	1.685
