ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold
hsa-miR-26a-1-3p	0.660241328180507	0.669239218540614	0.679496407554857	0	0	0	-0.105909948946661	0.821475027313735	NA	_53_vs__37	NA
hsa-miR-26a-2-3p	1.3784129041679	1.83788629044575	2.09880770008126	0.98720331904917	0.982643285074744	1.18879398034319	0.370558225581657	0.125347957026243	0.463622628370348	_53_vs__37	FALSE
hsa-miR-26a-5p	1.99269015958738	2.42055758817309	2.57044066818774	1.37903506071279	1.32235487649944	1.61859478769223	0.306675935834152	0.170371995609343	0.518412009788152	_53_vs__37	FALSE
hsa-miR-26b-3p	0.744485081512644	0.943699610094389	1.21675698447319	0	0	0	0.020421490626232	0.952072629002311	NA	_53_vs__37	NA
hsa-miR-26b-5p	50.5611118968085	33.6330301905722	15.4814311513186	2.07585734659965	1.55090282289618	1.64965364550264	-0.179544429737065	0.593128894693222	0.845908667563871	_53_vs__37	FALSE
hsa-miR-27a-3p	40.6675099572204	13.0425334569538	13.6917783361299	5.02442069352648	4.01690825356153	4.1152993623144	-0.139094167103274	0.606480247071943	0.849007758014984	_53_vs__37	FALSE
hsa-miR-27a-5p	3.81714448644643	2.7240265371474	2.8902734141245	1.6036281062575	1.18323820437622	1.79521105829032	0.0375504346570321	0.876454788766783	0.962489406711726	_53_vs__37	FALSE
hsa-miR-27b-3p	28.4620489427276	13.0880426946438	13.140475986539	2.58297245679907	1.87040503299534	2.46798909039103	-0.0697553728219936	0.826484926624856	0.945785197733048	_53_vs__37	FALSE
hsa-miR-27b-5p	3.730544541578	3.76560107978574	4.43087929955584	2.63629283764778	2.28451856293866	2.88678748094643	0.243723302323543	0.235035279115977	0.586749656667136	_53_vs__37	FALSE
hsa-miR-28-3p	13.6555566800295	5.0759831839377	4.32404318920366	1.57499067398448	1.04254705231654	1.18519049692481	-0.243151817237433	0.432178321173143	0.746903689001958	_53_vs__37	FALSE
hsa-miR-28-5p	4.07430514533676	1.06176925733369	1.2247349315654	0	0	0	-0.177402996989731	0.62694211763184	0.861002074637104	_53_vs__37	FALSE
hsa-miR-2861	23.9926487727608	21.6650363811643	22.5697495023642	17.1348179847358	12.4352184916887	15.505500223545	0.109632149270068	0.522079934706498	0.810719520580852	_53_vs__37	FALSE
hsa-miR-2861-5p:Novel	54.5412571449356	55.9202568754269	63.8917036744695	29.9793542043467	23.7449528175277	32.4667125352727	-0.229626486427269	0.265268460286599	0.606954553606153	_53_vs__37	FALSE
hsa-miR-2909	1.07403419341634	0.983616449881385	1.04089292026911	0.626241202818172	0.512062192010103	0.540045239300818	-0.201690808068696	0.420096884591041	NA	_53_vs__37	NA
hsa-miR-2909-3p:Novel	87.2003208268831	15.5871118748454	14.4889267992518	10.623562015093	7.62278151907589	8.40832627311643	-0.607461593601916	0.0277815615381698	0.238689646070232	_53_vs__37	FALSE
hsa-miR-296-3p	2.74695965881139	1.66434250162167	1.72740095337854	1.06705388615355	0.736982463806058	1.14363498156976	0.101482329920234	0.716032878540397	0.906012855034802	_53_vs__37	FALSE
hsa-miR-296-5p	0.532169711077319	0.296390762156589	0.276091215879286	0	0	0	-0.218985577110172	0.700777011861755	NA	_53_vs__37	NA
hsa-miR-297	0.0848438300977723	0.0520964329747788	0.0359593832510215	0	0	0	-0.50720231583108	0.714282836160276	NA	_53_vs__37	NA
hsa-miR-297-3p:Novel	1.36122315721537	1.17506792574618	1.00096865626944	0.682044112453608	0	0	-0.670520816027683	0.0359927911728929	0.264798894812343	_53_vs__37	FALSE
hsa-miR-298	5.76467213059348	4.37799888061627	5.65628114307817	2.7631599690251	1.79994545158998	3.050979783199	0.267753132531177	0.280514388873131	0.627340083819821	_53_vs__37	FALSE
hsa-miR-298-3p:Novel	8.4023364943396	8.09756937656229	11.0855704594918	4.94763626795212	4.89245077037839	6.55597674053782	0.413771190809412	0.0475539450873778	0.290137960699548	_53_vs__37	FALSE
hsa-miR-299-3p	2.60161037651706	1.51665501611291	1.75006418134893	0.75492980590296	0.473757549943885	0.852220522855396	-0.595347996772152	0.0438780536008554	0.28553317553626	_53_vs__37	FALSE
