ID	CMa001	CMa002	CMa003	CMa004	CMa005	CMa007	CMa009	CMa010	CMa010b	CMa011	Cii001	Cii002	Cii003	Cii004	Cii005	Cii006	Cii007	Cii008	Cii009	Cii010	Cii011	Cii012	Cii013	Cii014Zymo	Cii014	Cii015	Cii016	Cii017	Cii018	Cii019	Cii020	Cii021	Cii022	Cii023	Cii024	Cii025	Cii026	Cii027	Cii029	Cii030	Cii031	Cii032	Cii033	Cii034	Cii035
hsa-miR-4326-5p:Novel	81	35	43	39	66	18	16	152	15	168	21	22	66	72	21	15	198	35	70	7	24	11	16	235	49	97	4	17	68	46	90	79	7	63	354	32	103	3	45	19	17	591	98	25	118
hsa-miR-4327-3p:Novel	30	37	9	29	31	11	13	117	17	132	16	46	30	12	41	24	18	21	25	12	17	9	10	83	11	25	25	37	12	8	39	41	100	21	71	78	27	3	23	34	35	132	52	65	111
hsa-miR-4327-5p:Novel	6	2	0	2	75	3	12	720	8	24	5	33	26	3	19	253	4	4	1	2	1	1	1	11	2	0	0	1	2	56	21	7	178	1	18	7	2	6	10	3	1	3	12	3	7
hsa-miR-4328-3p:Novel	1	5	0	3	30	1	12	372	7	9	0	42	2	0	24	351	1	3	1	1	1	1	0	2	0	1	0	24	2	26	4	8	230	0	82	4	1	11	4	5	0	4	20	2	5
hsa-miR-4328-5p:Novel	7	1	1	1	40	2	1	25	3	38	0	0	8	4	0	1	1	3	2	0	0	0	0	2	1	7	10	1	1	1	2	6	0	1	13	8	1	0	2	5	5	2	4	0	1
hsa-miR-4329-3p:Novel	12	24	1	40	65	3	10	88	16	179	5	19	54	7	11	12	12	35	16	19	19	2	8	7	1	16	14	19	6	5	9	31	5	15	26	30	8	5	60	17	11	30	8	22	65
hsa-miR-4329-5p:Novel	0	0	1	0	9	3	3	21	2	16	2	7	1	2	3	12	0	26	0	0	2	0	0	12	0	1	26	2	2	1	1	2	3	1	1	1	1	1	1	1	1	1	2	6	3
hsa-miR-433-3p:mirBase	1	3	2	1	0	0	0	21	0	3	2	6	1	2	5	3	1	1	0	0	1	1	1	0	0	2	0	1	0	0	4	6	4	0	5	1	2	0	2	1	3	2	1	2	3
hsa-miR-433-5p:mirBase	2	5	1	0	1	0	2	16	1	4	1	7	7	2	4	0	3	1	1	0	6	0	5	2	0	2	1	3	1	1	7	3	3	0	9	3	1	1	3	0	2	1	3	0	4
hsa-miR-4330-3p:Novel	13	79	23	61	64	13	7	77	2	57	14	46	42	33	124	17	3	11	58	9	13	7	5	243	29	12	22	20	7	10	199	82	31	14	127	37	33	23	29	19	18	46	18	40	598
hsa-miR-4330-5p:Novel	5	17	3	29	19	15	10	40	4	19	12	21	71	12	10	11	5	90	7	3	3	11	4	24	2	6	4	26	1	3	26	50	12	5	193	18	10	17	8	5	13	104	10	17	62
hsa-miR-4418-3p:Novel	32	143	9	215	63	34	54	48	1	10	30	22	137	24	111	35	9	49	30	11	28	11	40	64	9	20	13	134	11	6	66	152	49	17	27	26	66	7	12	1	59	481	44	20	215
hsa-miR-4418-5p:Novel	1	7	1	5	5	0	28	8	3	19	3	5	484	1	5	0	7	3	3	0	1	0	4	60	23	1	0	3	0	11	0	4	0	4	92	5	5	1	3	0	1	7	1	2	11
hsa-miR-4420-3p:Novel	3	4	1	2	9	5	1	12	1	6	4	16	4	2	4	4	3	3	0	0	8	28	2	7	2	8	0	80	7	5	151	4	0	0	97	13	29	4	8	0	5	0	34	28	19
hsa-miR-4420-5p:Novel	2	3	6	11	55	1	2	20	0	17	12	1	7	1	14	8	1	4	1	5	3	1	1	15	2	4	0	2	0	22	12	32	4	1	18	5	6	0	17	4	8	33	1	4	6
hsa-miR-4421-3p:Novel	6	70	15	40	106	23	29	321	4	132	22	42	62	21	203	50	6	37	30	4	10	17	14	63	7	5	0	53	5	62	40	62	22	8	75	22	17	8	29	21	8	13	39	32	60
hsa-miR-4421-5p:Novel	12	18	13	1	5	0	25	41	5	5	4	2	18	3	6	84	0	3	1	2	3	2	2	11	4	14	0	1	0	49	98	6	54	9	6	2	12	9	16	25	0	3	15	0	30
hsa-miR-4422-3p:Novel	2	8	2	3	7	1	0	18	0	14	3	2	4	2	4	7	1	5	0	0	3	1	3	12	0	2	1	2	0	2	3	25	3	0	11	6	0	2	10	4	1	0	1	3	11
hsa-miR-4422-5p:Novel	13	20	17	107	113	27	12	336	5	141	4	25	120	43	34	84	10	21	10	10	5	5	7	108	20	5	28	30	7	8	17	15	80	11	17	23	9	7	24	5	16	9	16	27	42
hsa-miR-4423-3p:mirBase	1	1	0	0	3	1	0	0	1	0	0	1	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1
hsa-miR-4423-5p:mirBase	1	2	0	0	1	0	1	2	0	1	0	0	0	0	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	1	3	7	0	0	0	1	0	0	0	9	0	0	0	1	8
hsa-miR-4424-3p:Novel	0	1	1	1	27	3	0	2	1	5	2	2	0	5	2	0	1	2	0	0	0	0	0	2	0	3	1	1	0	3	1	7	1	0	2	1	1	0	3	0	4	1	0	4	2
hsa-miR-4424-5p:Novel	2	6	1	2	113	1	0	283	1	7	2	2	6	2	3	2	0	1	1	1	1	0	0	1	1	17	0	4	0	0	1	48	1	1	12	0	2	0	1	0	5	0	0	4	6
hsa-miR-4425-3p:Novel	15	32	4	2	50	5	6	35	14	41	4	33	11	17	20	6	6	7	4	3	5	0	5	21	5	3	4	6	3	6	17	16	2	6	57	6	9	2	14	0	18	9	14	20	13
hsa-miR-4425-5p:Novel	14	15	5	5	11	5	7	20	3	46	7	8	11	7	14	1	1	9	19	0	1	2	4	13	3	7	3	1	0	0	6	11	0	1	29	5	7	3	11	1	4	4	3	13	18
hsa-miR-4426-3p:Novel	15	7	3	11	501	5	8	216	4	167	7	6	16	8	6	11	4	14	2	5	11	1	2	14	2	14	0	7	6	14	9	62	7	1	24	15	8	3	12	1	6	8	13	9	18
hsa-miR-4426-5p:Novel	0	2	0	2	7	6	0	6	0	40	12	7	106	5	5	19	1	2	5	0	1	9	0	5	1	0	25	2	1	10	1	18	4	1	4	11	1	0	15	0	0	3	17	29	2
hsa-miR-4427-3p:Novel	0	5	0	2	24	0	1	8	0	8	2	1	6	0	0	2	1	5	2	0	1	0	9	5	0	0	0	2	1	2	3	4	1	1	42	1	1	0	4	0	1	3	0	1	4
hsa-miR-4427-5p:Novel	3	2	3	0	15	3	7	95	2	148	3	5	3	13	8	5	2	25	1	4	2	2	1	16	1	11	13	0	4	4	5	6	14	0	6	6	2	0	26	4	1	2	3	5	9
hsa-miR-4428-3p:Novel	10	3	2	1	46	7	3	1107	17	58	5	26	7	13	26	66	6	16	2	4	0	8	5	16	2	11	5	11	2	7	30	54	83	3	20	31	11	9	13	5	8	6	28	28	14
hsa-miR-4428-5p:Novel	0	4	1	1	10	0	1	16	1	8	1	4	3	2	4	3	1	3	6	1	4	3	0	2	1	1	2	2	7	1	6	8	0	1	5	5	4	1	4	1	2	19	0	1	12
hsa-miR-4429-3p:Novel	11	46	6	18	110	3	8	362	7	45	17	14	22	12	10	22	30	16	15	7	34	13	11	80	22	17	5	15	8	17	39	29	8	10	74	54	17	4	72	13	6	20	22	21	43
hsa-miR-4429-5p:Novel	32	13	10	23	65	28	7	40	5	110	4	29	27	15	27	2	2	37	10	2	4	5	4	52	7	13	2	19	3	2	55	15	3	5	70	20	28	10	12	6	7	3	4	45	62
hsa-miR-4430-3p:Novel	21	51	11	95	221	14	18	166	9	132	13	23	56	30	151	19	9	14	24	7	12	19	14	37	7	12	9	24	9	2	28	108	15	8	37	13	15	5	250	17	33	30	17	24	80
hsa-miR-4430-5p:Novel	4	3	4	10	17	6	2	10	0	5	3	2	5	3	6	2	0	13	7	4	0	1	1	6	0	1	3	3	3	1	3	14	0	4	8	2	11	2	11	4	2	6	4	14	29
hsa-miR-4431-3p:Novel	24	14	17	19	91	9	10	81	5	42	18	11	22	11	12	14	5	23	8	0	11	10	17	35	9	19	7	15	12	1	21	30	9	4	75	17	15	2	43	4	13	6	22	50	79
hsa-miR-4431-5p:Novel	10	30	16	10	193	10	22	137	2	185	29	48	21	8	6	12	17	41	7	3	32	3	17	37	3	26	11	49	11	9	32	25	12	5	75	7	61	1	67	11	17	1	7	26	130
hsa-miR-4432-3p:Novel	17	15	4	5	39	4	0	45	16	29	2	5	22	2	7	4	13	1	5	1	11	3	4	153	12	3	4	10	1	4	12	11	7	0	11	2	6	1	3	3	44	20	25	7	12
hsa-miR-4432-5p:Novel	2	0	0	1	3	0	0	13	0	13	1	2	3	1	3	2	0	2	0	0	0	0	3	4	1	0	3	0	0	2	1	2	1	1	6	1	1	1	3	6	4	1	1	1	6
hsa-miR-4433a-3p:mirBase	14	8	2	5	32	0	3	93	5	15	5	5	10	2	16	13	5	4	1	3	3	2	3	21	1	5	2	1	0	2	0	26	2	0	16	4	5	1	34	1	7	6	11	2	7
hsa-miR-4433a-5p:mirBase	0	5	4	2	1	0	0	4	0	2	0	6	1	1	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	3	1	0	0	1	2	0	1	5	1	2
hsa-miR-4433b-3p:mirBase	11	11	120	12	23	8	3	34	0	88	7	11	37	4	32	15	7	11	4	5	6	1	2	36	7	7	7	6	8	1	9	47	9	5	7	6	9	4	48	42	12	25	2	12	18
hsa-miR-4433b-5p:mirBase	1	1	3	1	1	1	1	3	0	0	0	1	5	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	2	0	0	0	0	0	0	2	1	4
hsa-miR-4434-3p:Novel	2	0	0	0	3	1	1	6	2	6	0	4	5	1	2	2	0	1	2	0	2	0	0	1	2	1	2	0	1	0	7	3	1	0	10	1	0	0	3	2	4	1	1	0	6
hsa-miR-4434-5p:Novel	3	6	2	9	5	3	3	30	1	15	2	13	13	3	2	6	2	1	8	1	11	4	4	1	0	4	1	3	0	4	4	27	12	0	8	4	2	2	1	3	3	3	4	11	27
hsa-miR-4435-1-3p:Novel	1	3	0	2	30	1	1	14	0	21	0	2	5	5	7	5	1	4	0	1	0	0	2	11	0	1	2	2	2	0	6	18	1	1	2	3	1	0	5	10	1	3	5	3	11
hsa-miR-4435-1-5p:Novel	2	7	2	2	2	1	1	19	1	2	3	2	4	1	2	0	2	1	0	0	0	0	0	5	0	2	0	3	0	4	6	5	1	3	5	0	1	1	5	0	1	1	2	0	8
hsa-miR-4435-2-3p:Novel	1	7	2	3	18	5	1	16	0	26	1	2	1	2	5	5	0	2	1	3	1	0	2	11	1	0	0	2	0	0	3	22	1	3	4	2	3	0	6	14	3	2	2	2	12
hsa-miR-4435-2-5p:Novel	3	1	2	0	6	0	1	21	0	2	0	3	3	2	2	1	2	2	0	1	1	0	0	4	0	1	1	2	1	3	5	2	3	3	3	1	3	1	3	0	1	1	1	1	7
hsa-miR-4436a-3p:Novel	2	12	1	4	24	4	5	22	1	23	3	4	9	6	12	14	4	17	3	3	1	3	0	6	2	13	5	3	3	10	7	9	7	1	43	4	5	2	22	9	1	9	3	6	8
hsa-miR-4436a-5p:Novel	2	7	4	9	13	15	0	8	0	7	4	6	4	4	11	4	4	3	13	5	5	6	2	19	1	2	5	11	5	0	3	21	1	8	13	4	10	1	3	2	5	15	7	7	13
hsa-miR-4436b-1-3p:Novel	3	5	2	5	12	3	4	29	2	10	7	13	18	5	8	4	3	6	11	2	8	4	4	17	2	12	2	7	7	5	9	16	4	6	47	7	16	2	6	5	8	13	8	11	15
hsa-miR-4436b-1-5p:Novel	17	22	24	11	247	3	11	17	1	35	27	63	54	12	5	3	16	24	5	3	31	4	3	24	2	7	5	7	2	6	17	28	4	0	38	2	14	8	86	15	12	10	7	12	22
hsa-miR-4436b-2-3p:Novel	3	10	0	11	15	6	6	21	2	5	3	14	13	7	11	13	3	5	20	1	9	3	5	19	2	8	4	15	5	5	5	13	6	2	44	4	10	0	9	4	9	13	12	6	10
hsa-miR-4436b-2-5p:Novel	16	17	15	10	251	3	19	18	0	32	29	78	51	10	12	7	16	26	0	7	46	5	11	24	1	8	4	17	4	6	13	28	8	2	31	7	15	6	81	20	11	7	5	11	35
hsa-miR-4437-3p:Novel	47	119	44	102	143	21	54	1055	10	413	31	42	135	108	219	179	28	122	113	32	43	25	35	169	19	95	33	62	28	24	101	176	205	77	216	62	99	10	269	83	73	158	43	192	226
hsa-miR-4437-5p:Novel	0	1	2	2	6	0	1	6	0	3	0	3	7	0	2	2	3	1	1	0	1	0	2	13	0	3	0	2	0	1	5	1	0	0	2	1	0	0	4	1	4	1	2	0	8
hsa-miR-4438-3p:Novel	70	9	2	12	7	34	1	23	1	14	3	15	15	3	6	14	3	5	6	0	3	3	4	7	0	4	5	4	2	2	8	7	5	1	211	9	5	0	13	75	2	21	5	7	16
hsa-miR-4438-5p:Novel	0	5	0	1	6	2	1	223	1	4	1	5	3	0	1	11	0	6	1	1	0	2	0	3	1	0	1	3	2	5	1	7	20	0	2	57	0	1	5	0	0	4	1	2	6
hsa-miR-4439-3p:Novel	1	7	0	3	12	1	2	5	1	4	1	1	4	0	3	2	0	2	1	0	5	0	0	2	0	0	3	1	0	1	5	10	0	0	11	5	0	0	2	1	3	3	0	3	22
hsa-miR-4439-5p:Novel	1	0	0	0	7	0	2	26	2	10	0	2	0	1	2	1	1	5	0	0	1	0	0	0	0	2	1	0	0	0	2	1	1	1	2	4	2	1	1	0	0	2	0	0	4
hsa-miR-4440-3p:Novel	2	35	0	4	24	12	2	45	0	23	8	15	6	15	24	3	2	6	2	0	5	2	3	25	3	5	4	7	4	4	18	89	3	1	46	3	21	5	4	3	2	13	9	49	28
hsa-miR-4440-5p:Novel	24	83	1	4	37	19	6	274	5	286	4	37	16	41	67	15	3	215	0	2	7	6	3	51	2	2	48	7	15	5	32	48	55	1	79	8	59	2	10	3	4	23	18	117	83
hsa-miR-4441-3p:Novel	49	41	11	54	37	38	15	142	37	88	52	68	80	28	54	383	10	30	43	21	112	12	12	1555	60	24	47	46	32	44	200	113	71	19	256	43	51	29	60	41	48	15	47	75	151
hsa-miR-4441-5p:Novel	14	9	10	4	22	21	10	50	8	47	9	50	10	9	8	16	5	5	6	1	3	8	7	28	4	4	1	7	10	17	28	24	28	3	58	9	11	8	19	11	10	14	11	15	20
hsa-miR-4442-3p:Novel	5	11	5	7	45	5	3	101	2	164	4	19	11	8	8	10	5	36	2	2	8	4	6	52	5	8	11	10	2	4	14	12	5	4	30	7	16	1	31	8	10	22	27	5	20
hsa-miR-4442-5p:Novel	0	1	0	0	2	0	0	15	0	3	1	1	4	0	4	0	3	5	1	0	1	0	1	4	0	0	0	5	0	2	1	0	3	0	1	0	0	0	1	0	0	8	5	0	9
hsa-miR-4443-3p:Novel	49	46	38	138	535	14	25	394	45	262	46	59	94	62	73	24	42	37	144	30	61	15	46	118	19	110	50	98	47	7	79	196	21	67	317	43	88	31	212	62	155	168	300	35	219
hsa-miR-4443-5p:Novel	12	14	5	38	240	4	16	51	5	45	20	15	55	12	1	16	9	6	14	10	14	2	7	34	5	12	7	27	9	2	16	57	4	20	31	8	8	3	38	10	19	45	39	5	33
hsa-miR-4444-1-3p:Novel	0	4	0	2	6	1	1	17	3	21	2	3	1	3	5	9	0	3	4	1	4	2	0	4	0	1	1	39	0	4	6	4	59	1	9	1	0	0	3	1	3	5	0	3	5
hsa-miR-4444-1-5p:Novel	1	7	1	45	9	3	1	13	0	10	0	14	26	2	3	6	5	5	26	1	4	7	11	7	1	1	0	9	2	3	14	2	2	3	10	4	5	2	5	4	3	18	1	6	10
hsa-miR-4444-2-3p:Novel	2	2	1	2	16	0	3	17	2	34	5	1	4	3	1	16	0	8	1	1	1	3	0	2	0	2	1	46	0	5	2	2	61	4	4	2	3	1	4	2	3	7	2	0	5
hsa-miR-4444-2-5p:Novel	3	3	1	42	9	5	1	11	0	8	0	10	10	2	0	3	3	9	19	0	6	15	5	7	0	5	2	10	2	1	7	1	0	3	8	5	5	2	2	2	1	6	1	1	12
hsa-miR-4445-3p:mirBase	0	0	0	0	1	0	0	0	0	0	2	7	0	0	5	5	0	0	0	2	0	1	1	0	0	0	2	1	0	1	0	4	1	0	0	4	1	0	2	1	0	3	1	0	1
hsa-miR-4445-5p:mirBase	0	0	2	0	28	0	1	21	2	21	1	1	6	2	6	1	2	11	0	1	1	0	1	3	0	10	2	4	1	3	2	1	4	0	9	0	1	0	6	8	2	0	3	0	8
hsa-miR-4446-3p:mirBase	0	0	1	5	1	0	1	4	0	2	0	1	2	0	0	2	0	0	0	0	0	0	1	1	0	1	0	0	1	3	1	0	0	0	5	1	0	0	2	1	0	9	0	3	0
hsa-miR-4446-5p:mirBase	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4447-3p:Novel	7	9	2	46	57	8	2	66	2	18	2	20	31	10	7	13	4	6	42	0	10	54	14	26	3	14	0	17	17	6	20	19	5	6	61	42	7	3	19	7	11	18	14	20	24
hsa-miR-4447-5p:Novel	53	15	52	29	99	399	9	41	12	49	11	8	35	24	33	7	24	5	7	7	2	7	5	91	13	16	245	25	9	4	8	58	8	12	52	18	49	1	84	39	31	22	31	10	121
hsa-miR-4448-3p:Novel	6	11	0	3	9	1	5	8	3	6	0	2	28	1	14	15	0	7	0	0	2	0	6	4	1	5	1	26	1	1	4	7	1	2	8	2	3	1	5	2	3	5	1	2	18
hsa-miR-4448-5p:Novel	43	38	144	31	137	36	64	89	13	132	97	7	85	191	13	4	7	36	12	12	8	3	8	22	3	112	47	10	5	8	32	198	15	12	278	39	23	3	102	34	22	84	28	17	87
hsa-miR-4449-3p:Novel	112	114	50	108	100	25	34	47	5	40	36	67	98	59	184	94	11	20	73	48	157	22	65	99	26	66	28	101	22	24	50	98	9	49	296	30	313	10	121	52	41	443	22	113	184
hsa-miR-4449-5p:Novel	5	1	4	5	7	1	2	10	1	6	3	4	6	3	7	3	3	2	2	3	0	0	5	4	0	3	3	1	3	1	2	10	3	2	4	4	3	1	9	3	4	5	4	7	8
hsa-miR-4450-3p:Novel	31	14	37	16	17	7	10	39	3	18	37	13	34	15	5	4	8	2	7	3	2	2	15	29	4	10	5	6	1	12	63	21	7	6	52	6	38	3	23	2	44	8	26	19	65
hsa-miR-4450-5p:Novel	3	3	0	3	2	0	0	4	0	5	2	1	0	3	4	0	0	1	1	0	0	0	0	2	1	2	0	4	0	2	2	2	1	1	3	1	0	0	5	2	1	7	2	2	2
hsa-miR-4451-3p:Novel	7	24	1	29	75	5	19	126	6	37	2	6	24	2	22	13	12	13	14	4	6	4	13	29	4	10	2	17	7	18	33	33	9	5	67	33	13	3	22	18	14	10	13	22	46
hsa-miR-4451-5p:Novel	23	64	26	39	230	24	41	166	8	356	27	61	116	15	34	62	181	124	17	20	24	13	40	112	10	38	20	146	113	162	74	173	24	53	115	55	69	9	359	42	69	136	67	38	169
hsa-miR-4452-3p:Novel	20	17	4	23	70	8	34	501	31	180	20	38	37	17	33	251	26	16	15	3	20	8	15	28	2	8	11	19	9	22	105	154	834	10	41	15	19	12	275	17	7	8	58	31	80
hsa-miR-4452-5p:Novel	0	0	4	0	0	0	1	14	1	3	0	1	1	7	2	4	0	4	0	2	1	0	0	1	0	0	1	1	0	2	2	9	1	0	4	1	0	0	5	1	0	2	4	2	3
hsa-miR-4453-3p:Novel	41	41	8	57	45	11	22	214	18	125	19	33	52	28	148	172	15	21	36	11	22	19	133	58	19	62	7	106	8	65	101	79	115	13	60	27	38	9	47	12	24	108	56	44	109
hsa-miR-4453-5p:Novel	9	26	5	26	6	3	4	51	0	24	7	20	32	10	11	7	2	15	7	8	2	3	17	14	1	11	3	11	4	5	14	29	16	8	37	12	13	2	7	9	10	31	5	37	58
hsa-miR-4454-3p:Novel	34	7	7	20	343	10	15	510	6	945	13	6	36	19	23	13	5	127	5	3	3	2	3	29	7	72	28	3	6	3	6	143	16	3	127	18	16	1	126	19	13	19	1	10	30
hsa-miR-4454-5p:Novel	7	1	3	5	9	0	2	13	2	4	2	1	14	2	15	11	0	4	0	1	2	2	2	5	0	0	1	3	0	0	6	4	2	1	1	4	1	0	2	0	0	0	1	0	1
hsa-miR-4455-3p:Novel	6	22	5	21	20	3	3	85	3	204	2	6	22	11	29	60	12	1	3	4	1	3	2	22	1	3	2	27	9	5	17	132	92	5	14	36	5	0	7	59	24	15	8	82	19
hsa-miR-4455-5p:Novel	2	2	2	2	10	1	2	27	0	9	3	2	6	1	11	11	1	6	1	1	0	0	0	9	0	3	1	8	0	0	2	10	2	0	3	5	2	2	4	5	4	4	3	5	7
hsa-miR-4456-3p:Novel	14	24	1	4	14	7	2	33	5	41	2	10	22	4	105	5	6	7	1	0	0	16	7	31	1	16	1	10	2	3	7	12	13	1	49	15	6	1	8	5	32	9	1	29	87
hsa-miR-4456-5p:Novel	4	4	1	9	10	0	0	14	1	16	2	7	5	2	5	3	3	1	2	0	0	0	3	3	0	1	0	4	0	0	8	3	7	0	4	1	2	2	10	1	2	7	2	6	9
hsa-miR-4457-3p:Novel	4	7	3	13	43	5	1	38	1	27	2	8	2	7	6	10	3	12	3	2	3	0	1	12	0	3	6	4	2	8	7	23	4	0	16	6	4	0	14	3	7	4	5	7	13
hsa-miR-4457-5p:Novel	2	4	1	0	4	0	7	22	0	56	2	2	1	0	1	5	0	13	1	0	2	0	3	2	0	2	7	1	1	2	3	14	4	0	10	1	2	2	11	2	2	1	3	3	0
hsa-miR-4458-3p:Novel	6	18	2	9	67	5	8	105	2	29	6	6	22	17	33	30	6	11	17	4	3	4	6	13	3	5	3	6	5	7	22	27	15	5	11	9	1	3	14	10	5	27	7	15	34
hsa-miR-4458-5p:Novel	1	0	2	2	4	2	1	3	1	6	0	1	3	1	2	4	0	6	1	1	0	0	0	2	0	4	1	1	1	7	2	6	5	1	6	0	0	0	7	3	0	0	2	3	6
hsa-miR-4460-3p:Novel	17	63	5	32	34	2	8	64	3	42	3	2	13	11	18	6	1	5	2	9	2	1	1	12	0	1	13	18	15	11	25	90	15	18	10	38	6	4	16	42	11	134	3	15	65
hsa-miR-4460-5p:Novel	4	7	0	2	7	6	1	8	1	2	1	5	5	7	4	2	2	2	0	0	4	5	1	2	0	2	0	3	0	2	5	10	2	2	6	4	1	1	9	2	2	2	3	1	9
hsa-miR-4462-3p:Novel	7	14	22	5	40	18	8	33	1	40	5	27	23	16	5	4	4	13	3	1	4	5	3	8	1	10	3	14	5	28	5	12	15	6	34	19	15	0	17	6	6	5	3	12	33
hsa-miR-4462-5p:Novel	1	8	3	12	9	2	6	34	2	47	0	2	6	7	21	8	0	5	3	1	2	2	2	3	2	5	5	0	2	3	3	28	3	0	5	11	5	2	5	31	3	6	4	5	14
hsa-miR-4463-3p:Novel	16	2	7	6	18	3	6	536	4	59	7	11	10	17	11	11	6	17	0	0	4	2	3	27	2	14	44	3	2	4	5	60	14	0	5	3	6	2	107	1	5	4	3	4	13
hsa-miR-4463-5p:Novel	4	13	4	12	49	6	7	364	7	96	5	23	10	16	10	18	7	131	3	1	1	0	6	17	5	17	7	4	2	4	11	8	66	1	30	4	8	15	63	10	6	11	7	5	42
hsa-miR-4464-3p:Novel	6	3	2	3	9	6	2	7	0	15	5	5	4	4	9	7	3	2	2	0	5	1	1	3	0	2	1	2	0	5	0	7	5	0	5	3	6	0	5	1	2	6	0	3	8
hsa-miR-4464-5p:Novel	1	4	1	1	25	3	4	34	1	11	0	17	6	6	2	7	2	0	1	0	0	0	0	7	1	3	0	0	2	3	6	22	7	0	73	4	36	0	7	3	0	2	1	3	36
hsa-miR-4465-3p:Novel	3	9	1	1	0	4	0	4	1	1	0	1	5	3	3	0	1	0	2	0	0	6	0	0	1	2	0	3	0	1	0	3	0	2	2	3	0	0	1	0	3	4	2	0	1
hsa-miR-4465-5p:Novel	0	4	3	5	20	3	3	21	1	15	3	3	11	6	1	2	3	8	2	0	1	1	1	2	1	7	0	4	1	2	1	2	2	0	11	4	0	0	6	0	1	3	0	7	8
hsa-miR-4466-3p:Novel	17	111	64	33	116	21	20	27	9	44	35	82	31	32	499	19	12	70	19	16	64	16	140	115	23	10	34	117	13	4	40	165	4	58	53	27	151	9	54	43	59	61	71	23	109
hsa-miR-4466-5p:Novel	8	17	5	21	7	7	5	3	2	5	9	2	12	2	13	8	2	3	11	1	2	1	4	12	4	1	5	13	5	1	5	26	3	7	21	3	15	0	26	7	13	16	5	13	9
hsa-miR-4467-3p:Novel	21	10	3	3	21	11	2	21	1	24	3	17	75	2	4	7	5	3	6	0	8	5	4	36	1	2	29	8	5	2	22	8	10	5	65	3	10	1	12	4	5	7	8	5	52
hsa-miR-4467-5p:Novel	3	8	2	1	5	1	2	6	1	5	3	2	4	0	2	0	3	0	4	2	3	0	2	8	1	3	3	3	2	0	1	4	4	0	6	0	11	2	1	10	2	3	22	2	10
hsa-miR-4468-3p:Novel	31	117	2	10	13	2	5	93	12	67	7	14	9	11	4	7	14	50	2	0	7	3	7	4	0	5	5	23	11	5	304	23	5	4	21	22	6	0	7	8	8	14	10	5	10
hsa-miR-4468-5p:Novel	0	2	1	0	4	1	0	17	2	4	2	6	1	2	4	32	0	2	1	1	2	0	1	1	0	2	3	1	0	1	3	5	6	1	3	2	0	0	3	3	1	4	3	0	4
hsa-miR-4469-3p:Novel	2	9	5	3	23	3	1	199	4	178	5	9	4	7	13	11	9	76	2	1	4	1	3	8	0	2	8	6	6	0	10	8	12	3	9	4	5	0	9	5	20	9	9	2	10
hsa-miR-4469-5p:Novel	6	30	13	16	31	1	9	77	2	37	8	19	26	11	60	12	7	36	25	5	15	2	17	52	4	17	11	17	4	5	21	43	5	11	45	17	25	3	24	20	11	37	22	19	35
hsa-miR-4470-3p:Novel	7	7	7	0	311	1	6	93	10	85	5	13	12	6	16	40	3	15	2	1	3	1	2	17	3	5	8	12	12	43	14	20	25	4	23	38	4	6	12	8	2	16	16	16	63
hsa-miR-4470-5p:Novel	2	2	1	3	27	4	1	27	2	13	2	2	6	4	1	7	2	2	2	4	4	5	0	13	3	4	1	7	1	1	21	8	4	0	11	4	4	3	5	1	3	5	8	10	9
hsa-miR-4471-3p:Novel	6	9	2	3	4	4	10	21	1	18	9	4	13	8	3	12	4	6	4	3	3	15	6	38	2	9	1	53	1	5	8	29	31	2	46	42	10	0	7	5	3	8	5	17	23
hsa-miR-4471-5p:Novel	1	0	1	1	3	1	0	8	0	0	0	1	5	3	2	3	0	3	0	0	1	0	0	10	1	3	2	1	2	1	2	5	1	0	12	0	1	0	33	1	0	1	0	3	6
hsa-miR-4472-1-3p:Novel	9	65	3	10	54	24	6	108	9	94	7	54	16	10	25	27	6	12	6	2	18	6	107	27	2	28	3	56	5	6	21	45	68	3	31	27	18	9	99	91	8	7	20	58	193
hsa-miR-4472-1-5p:Novel	6	12	0	5	34	1	1	8	4	5	1	2	7	8	12	13	1	3	12	2	6	0	3	8	1	2	11	1	4	1	21	10	2	2	6	4	4	2	5	2	0	14	8	2	21
hsa-miR-4472-2-3p:Novel	4	19	5	14	51	2	10	70	8	14	4	28	12	6	24	10	0	2	8	1	15	5	11	13	2	4	6	2	5	4	12	15	6	5	14	19	22	2	9	3	10	22	12	7	25
hsa-miR-4472-2-5p:Novel	12	10	1	14	156	21	5	38	0	14	1	53	31	4	10	9	2	13	8	5	8	11	14	8	2	14	2	14	5	2	16	15	4	2	8	24	18	1	7	19	5	9	12	5	28
hsa-miR-4473-3p:Novel	148	25	24	17	283	13	40	119	41	206	20	132	51	49	18	104	8	59	14	8	13	13	2	25	2	56	4	86	12	20	48	123	36	14	151	65	82	19	51	16	21	12	81	62	462
