ID	CMa001	CMa002	CMa003	CMa004	CMa005	CMa007	CMa009	CMa010	CMa010b	CMa011	Cii001	Cii002	Cii003	Cii004	Cii005	Cii006	Cii007	Cii008	Cii009	Cii010	Cii011	Cii012	Cii013	Cii014Zymo	Cii014	Cii015	Cii016	Cii017	Cii018	Cii019	Cii020	Cii021	Cii022	Cii023	Cii024	Cii025	Cii026	Cii027	Cii029	Cii030	Cii031	Cii032	Cii033	Cii034	Cii035
hsa-miR-338-5p:mirBase	3	2	2	1	5	3	1	88	2	10	3	3	10	1	2	8	0	3	0	3	0	2	0	5	0	2	1	0	0	0	3	7	4	1	8	9	1	0	4	8	0	4	1	0	3
hsa-miR-339-3p:mirBase	1	2	2	0	8	2	0	65	0	7	0	5	3	0	2	0	2	5	2	0	0	1	1	6	1	6	0	3	0	1	9	4	3	1	59	1	4	1	9	3	2	1	0	3	4
hsa-miR-339-5p:mirBase	3	8	5	5	9	1	2	14	4	8	8	5	4	6	6	4	3	5	4	0	0	0	5	14	0	5	3	2	3	4	5	24	8	4	18	3	2	6	8	3	3	2	14	9	8
hsa-miR-33a-3p:mirBase	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-33a-5p:mirBase	1	4	0	10	53	1	2	71	1	15	0	38	2	3	2	3	31	7	1	2	2	7	1	1	0	0	1	11	16	3	8	9	1	0	13	11	4	0	6	14	2	8	6	10	1
hsa-miR-33b-3p:mirBase	2	3	2	7	7	0	3	35	1	5	2	1	1	5	3	3	1	1	1	2	2	2	1	21	5	1	2	2	1	3	3	20	4	2	9	3	1	0	5	1	6	13	2	3	10
hsa-miR-33b-5p:mirBase	5	4	2	4	1883	4	6	212	12	140	4	2	8	7	4	2	12	12	1	2	18	1	5	4	3	10	2	1	54	48	5	13	3	0	23	3	3	2	36	33	1	5	72	7	5
hsa-miR-340-3p:mirBase	0	1	0	1	0	0	1	3	0	1	0	0	2	2	1	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	8	2	1	0	1	0	3	0	2	0	1	2	3	2	8
hsa-miR-340-5p:mirBase	1	5	1	3	9	1	14	6	2	12	2	4	8	2	9	8	7	0	0	1	4	0	25	3	1	4	10	17	1	3	3	8	2	1	22	3	0	0	6	2	0	5	11	0	5
hsa-miR-342-3p:mirBase	2	5	1	4	25	18	3	22	1	2	1	22	3	2	2	3	0	3	2	0	1	1	1	2	1	2	0	1	0	1	7	7	0	6	6	5	4	0	12	6	2	15	3	2	6
hsa-miR-342-5p:mirBase	18	13	7	7	9	2	9	7	1	4	3	17	21	43	14	5	0	3	1	2	6	5	24	3	2	5	1	28	2	11	6	10	13	9	93	5	34	0	5	1	13	7	11	7	141
hsa-miR-345-3p:mirBase	18	17	17	55	74	23	16	159	15	64	44	17	33	43	44	16	7	45	24	15	33	6	33	101	10	45	3	38	11	30	33	81	15	40	65	26	33	6	75	27	36	129	18	30	152
hsa-miR-345-5p:mirBase	1	4	5	3	1	1	0	6	0	15	2	1	1	0	0	1	0	3	1	0	0	1	0	14	0	2	3	0	2	1	9	16	2	1	2	1	1	0	2	2	13	0	1	0	2
hsa-miR-346-3p:Novel	9	8	8	9	25	1	2	42	3	51	9	1	4	13	4	11	1	8	5	1	1	1	1	11	0	6	7	7	4	6	7	21	6	2	17	4	5	2	42	4	7	20	5	5	34
hsa-miR-346-5p:Novel	3	11	6	5	15	3	1	25	2	16	6	14	10	1	92	6	4	22	5	2	1	3	8	10	1	3	2	12	3	1	3	19	5	8	15	6	16	3	12	2	0	14	2	7	15
hsa-miR-34a-3p:mirBase	0	2	1	0	20	1	0	6	0	1	0	5	3	1	1	1	0	8	1	1	2	0	0	0	0	1	0	2	0	0	1	1	2	0	0	3	2	1	2	0	0	3	0	4	17
hsa-miR-34a-5p:mirBase	0	5	3	1	21	2	2	15	1	8	1	1	4	3	3	6	1	3	2	0	2	2	0	2	0	1	0	1	1	1	2	5	3	0	10	3	0	58	6	0	1	3	9	1	16
hsa-miR-34b-3p:mirBase	1	0	1	1	3	2	0	1	0	2	0	0	3	0	0	0	0	1	2	0	0	0	0	2	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	3	0	0	0	2
hsa-miR-34b-5p:mirBase	6	20	3	10	20	1	10	41	4	17	13	20	3	3	6	83	5	13	15	1	10	2	14	13	9	7	3	8	10	13	4	29	16	0	37	14	16	2	14	1	5	3	50	17	29
hsa-miR-34c-3p:mirBase	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
