ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	_16.x	16_.x	_16.y	16_.y
hsa-miR-4799-3p	1.47897804768208	-0.794203821787925	0.724007731948257	-1.09695488976447	0.272661112193307	NA	O16_vs_never	NA	1.703	0.554	0.139	0
hsa-miR-4799-5p	0.227635487989631	-0.383255480331484	1.21887550184853	-0.314433656062693	0.753191697573568	NA	O16_vs_never	NA	0.354	0.032	0	0
hsa-miR-4800-3p	24.67618223233	-0.199389908515108	0.545747839833608	-0.365351713670364	0.714848880450029	0.908111205712296	O16_vs_never	FALSE	43.707	27.551	15.347	10.203
hsa-miR-4800-5p	4.69739021160417	0.354774744042618	0.439507793369274	0.807209222214034	0.419545953398675	0.747057833044084	O16_vs_never	FALSE	7.063	7.267	4.687	3.764
hsa-miR-4801	0.245320523615032	-0.331424754980738	1.29963022975838	-0.255014655239555	0.79871178012405	NA	O16_vs_never	NA	0.264	0.083	0	0
hsa-miR-4801-5p:Novel	0.434832944401646	0.536766671886617	1.00271271014601	0.535314518760271	0.592432388412538	NA	O16_vs_never	NA	0.346	1.309	0	0
hsa-miR-4802-3p	14.3938730440598	0.197646233463169	0.51696716993997	0.382318733095024	0.702224961200133	0.901988390958704	O16_vs_never	FALSE	15.898	8.172	7.026	7.046
hsa-miR-4802-5p	0.727714437468987	-0.705071834109891	0.766735744525686	-0.919576058823316	0.357794342474904	NA	O16_vs_never	NA	0.641	0.473	0	0
hsa-miR-4803	3.38720130562158	0.254774826755586	0.623113991915114	0.408873544907164	0.682632464360388	0.892144818201815	O16_vs_never	FALSE	2.674	1.756	1.195	0.53
hsa-miR-4803-3p:Novel	0.971147994416438	-0.494397653374072	0.636459601282681	-0.776793456140333	0.43728063816934	NA	O16_vs_never	NA	0.767	0.648	0.277	0.319
hsa-miR-4804-3p	0.226752981292956	-0.197309216690099	5.83196186799364	-0.0338323914243937	0.973010806102325	NA	O16_vs_never	NA	0.039	0.007	0	0
hsa-miR-4804-5p	3.7062713512255	-0.305340617849734	0.46318830403724	-0.659214870471309	0.509757799148603	0.7985877433371	O16_vs_never	FALSE	3.362	3.214	2.448	1.004
hsa-miR-483-3p	0.78230711935781	-0.651269055595067	0.873030312817498	-0.745986761322468	0.45567541229191	NA	O16_vs_never	NA	0.758	0.425	0	0
hsa-miR-483-5p	12.8776269270497	0.561305298448146	0.506293830810165	1.10865522013166	0.267578946624959	0.636188845636916	O16_vs_never	FALSE	19.302	13.183	6.868	5.25
hsa-miR-484	1.86556132521966	-0.311660895202431	0.74813501429363	-0.41658375727367	0.676982891998699	0.891116550410379	O16_vs_never	FALSE	1.627	2.096	0.404	0.169
hsa-miR-484-3p:Novel	26.9534449790594	0.0213465185812585	0.313962042076994	0.0679907623228658	0.945792987867084	0.990697811463752	O16_vs_never	FALSE	25.741	38.34	18.192	16.279
hsa-miR-485-3p	0.425130840656131	-0.282170511288037	1.19904549624809	-0.235329278305929	0.813953172318233	NA	O16_vs_never	NA	0.145	0.414	0	0
hsa-miR-485-5p	3.04445134994479	0.572352812070714	0.538325379335989	1.06320978731617	0.28768682490456	0.657660310397884	O16_vs_never	FALSE	3.685	4.341	2.025	1.967
hsa-miR-486-3p	81.9465802363927	2.70863908524705	0.767857441924486	3.52752859757192	0.000419458447714145	0.0235576933608107	O16_vs_never	TRUE	58.649	513.786	3.636	6.149
hsa-miR-486-5p	54.0543871207171	2.44868329848338	0.697930655726144	3.50849081981606	0.000450656787177	0.0246438106251001	O16_vs_never	TRUE	12.587	492.681	1.53	2.253
hsa-miR-487a-3p	0.227402593507553	-0.563806988567181	2.79439197821406	-0.201763744300297	0.840101426453477	NA	O16_vs_never	NA	0.096	0	0	0
hsa-miR-487a-5p	1.17835479429413	-1.25238237600166	0.74817699004861	-1.67391191210022	0.0941479127315074	NA	O16_vs_never	NA	0.578	0.639	0	0
hsa-miR-487b-3p	0.379596137399506	-0.575533073404844	1.1714324471677	-0.491307095681335	0.623209261991023	NA	O16_vs_never	NA	0.27	0.264	0	0
hsa-miR-487b-5p	0.848202097862595	-0.549371268460177	0.948953406925696	-0.578923332221298	0.562640905967115	NA	O16_vs_never	NA	0.769	0.725	0	0
hsa-miR-488-3p	0.56378260820117	1.33880188592479	0.845775664259305	1.58292788797281	0.113437901507438	NA	O16_vs_never	NA	0.333	1.557	0	0.231
hsa-miR-488-5p	0.197488688369164	0.245283433127196	1.5970166286102	0.153588527967084	0.877934182962117	NA	O16_vs_never	NA	0.19	0.116	0	0
hsa-miR-489-3p	3.03994159516398	-0.970146208148234	0.62084093390789	-1.56263247985541	0.118139064126786	0.464948816771706	O16_vs_never	FALSE	2.43	1.42	1.013	0.768
hsa-miR-489-5p	0.585740646671898	-0.896826330576466	1.01336685944961	-0.884996704020459	0.376158409026869	NA	O16_vs_never	NA	0.284	0.083	0	0
hsa-miR-490-3p	1.84728050739305	-0.0704917633028458	0.627617119864228	-0.112316508061627	0.910572453082588	0.976855734385967	O16_vs_never	FALSE	2.597	0.698	0.872	0.244
hsa-miR-490-5p	0.145326786711941	-0.066848431404302	2.06940715434181	-0.0323031798087911	0.974230273408954	NA	O16_vs_never	NA	0.11	0.082	0	0
hsa-miR-491-3p	0.457128527122595	0.274338962450255	1.47658445722219	0.185792936603405	0.852607143868165	NA	O16_vs_never	NA	0.246	0.278	0	0
hsa-miR-491-5p	7.82600004143439	-1.17132085893395	0.734000633226267	-1.59580360821415	0.110532647471356	0.452139451664325	O16_vs_never	FALSE	4.622	4.78	2.433	1.509
hsa-miR-492	2.42577316881554	-0.631509835128042	0.591349790726924	-1.06791250293968	0.285559982098911	0.654237753915696	O16_vs_never	FALSE	1.631	1.245	1.261	0.407
hsa-miR-492-3p:Novel	6.82212434697366	0.198521124362576	0.448229929772969	0.442900197367741	0.657837924653947	0.88690827705452	O16_vs_never	FALSE	4.898	15.777	3.636	3.779
hsa-miR-493-3p	2.21161063415775	1.3963540991059	0.85364687644532	1.63575143028752	0.101891620873793	0.43762979655133	O16_vs_never	FALSE	5.529	3.058	0.349	0.656
hsa-miR-493-5p	2.60470131021074	0.139242921307287	0.549509890766905	0.253394749843279	0.799963184322858	0.938097797614131	O16_vs_never	FALSE	2.669	2.706	1.261	1.478
hsa-miR-494-3p	10.648444507667	-0.220535180082918	0.476688457870892	-0.462640066990355	0.643622384079736	0.874905079223456	O16_vs_never	FALSE	14.213	9.531	5.631	3.337
hsa-miR-494-5p	1.80078370920421	0.501635765361064	0.597516187682202	0.83953502131371	0.401169145225778	0.732792087974967	O16_vs_never	FALSE	2.483	1.453	1.013	0.279
hsa-miR-495-3p	0.287020163271629	0.538728056802577	1.21231298965726	0.444380338574844	0.656767626001693	NA	O16_vs_never	NA	0.547	0.362	0	0
hsa-miR-495-5p	0.917969888296629	-0.884687212186656	0.89522615089506	-0.988227624161931	0.323041182148517	NA	O16_vs_never	NA	1.154	0.081	0	0
hsa-miR-496	5.80138948558147	-0.222163980802878	0.637673883842139	-0.348397490366528	0.727541687009371	0.908992913766763	O16_vs_never	FALSE	7.812	2.932	2.037	1.311
hsa-miR-496-5p:Novel	4.78488453883711	-0.216752328915666	0.442344276731184	-0.490008213777314	0.624128086574433	0.869571435382663	O16_vs_never	FALSE	4.805	8.447	3.378	1.63
hsa-miR-497-3p	1.97885140883812	-0.783412430371114	0.588326956877126	-1.33159363380103	0.182993758023063	0.553972168260298	O16_vs_never	FALSE	3.013	0.377	0.597	0
hsa-miR-497-5p	0.696641488103662	-0.114605015886324	0.788168390960337	-0.145406764849684	0.884389723852142	NA	O16_vs_never	NA	1.045	0.981	0	0
